specobjid,z,oiii_5007_flux,oiii_sigma,oi_6300_flux,h_beta_flux,h_alpha_flux,h_alpha_eqw,sii_6717_flux,sii_6731_flux,nii_6584_flux,oiii_hbeta_ratio,nii_halpha_ratio,w1,w2,w3,w1_w2,w2_w3
384027554098472960,0.08349306,26.5392,58.03525,8.167362,82.4013,321.6316,-37.36738,58.29102,39.37278,103.7789,0.3220726,0.3226638,14.589,14.318,10.394,0.2709999,3.924
384031127511263232,0.1481789,60.73128,186.9298,13.656,14.11819,79.5228,-6.047939,30.76073,25.51928,130.7522,4.301632,1.644211,13.971,13.646,11.848,0.3249998,1.798
384034700924053504,0.08583175,10.41273,6.764487,5.577929,26.50931,127.758,-16.84865,25.02562,22.01929,41.02558,0.3927951,0.3211195,14.483,14.236,10.732,0.2469997,3.504
384036625069402112,0.04779048,17.31375,56.03856,10.83265,52.56728,263.7868,-22.13122,44.65918,32.28464,88.83412,0.3293636,0.3367649,14.135,13.968,9.953,0.1669998,4.015
384037174825216000,0.08212173,16.71648,1.0,11.35575,40.04641,167.2135,-17.30608,39.90939,29.83953,62.51557,0.4174277,0.3738668,14.241,14.043,10.54,0.198,3.503
384038274336843776,0.0852819,330.4507,133.5856,46.71429,44.47148,179.9388,-12.24964,83.19091,71.98267,202.3597,7.430622,1.124603,13.821,13.517,10.875,0.3039999,2.642
384038824092657664,0.1406588,23.96674,111.0593,6.655844,58.43058,245.9556,-21.17749,43.14436,34.80127,116.1076,0.4101746,0.4720673,14.467,14.208,10.824,0.2589998,3.384
384040748238006272,0.05283822,12.13066,13.43525,5.788394,17.40967,92.64101,-8.747471,21.98687,16.10577,37.11417,0.6967775,0.4006235,13.937,13.777,10.62,0.1599998,3.157001
384041023115913216,0.1416289,11.2707,105.6965,5.518137,34.16294,146.9138,-24.31261,24.00647,15.91619,51.01589,0.3299101,0.3472506,14.797,14.464,10.842,0.3330002,3.622
384041572871727104,0.1164131,128.5308,84.05454,8.100813,42.93647,204.9891,-19.03306,28.68502,21.51441,105.9428,2.993512,0.5168213,14.322,13.908,10.653,0.4139996,3.255
384045696040331264,0.1432258,21.01639,101.745,12.32126,112.7403,496.9174,-36.71215,69.10176,54.06744,185.0051,0.1864142,0.3723055,13.858,13.489,9.585,0.3689995,3.904
384046520674052096,0.05918783,54.2413,114.51,20.46161,195.9702,914.7048,-39.16742,148.8392,110.7597,389.8025,0.2767833,0.4261512,13.347,13.111,9.322,0.2360001,3.789001
384049544331028480,0.1388542,31.43278,51.54529,14.99893,113.9775,487.1011,-32.90417,62.69338,45.78509,176.3345,0.2757806,0.362008,14.149,13.757,9.565,0.3920002,4.192
384050094086842368,0.224036,65.87885,168.1558,17.47502,12.10628,60.95198,-9.373939,18.91496,12.74878,50.13108,5.441707,0.8224685,14.534,14.163,11.533,0.3710003,2.63
384053117743818752,0.1051978,323.3556,119.3856,16.01066,137.2829,532.1229,-44.57827,59.56915,57.49812,180.7565,2.355396,0.3396894,14.568,14.254,10.835,0.3140001,3.419
384053942377539584,0.06622519,30.66245,68.58746,15.12133,44.17927,190.5159,-13.57981,60.69815,40.67579,147.6444,0.6940461,0.7749715,13.423,13.28,9.959,0.1430006,3.321
384057240912422912,0.04542767,38.41593,44.36963,5.818394,43.66966,150.8115,-36.24486,30.14639,21.98736,34.33324,0.8796938,0.2276566,15.48,15.234,12.008,0.2459993,3.226
384057790668236800,0.0851508,9.862714,193.4145,7.94392,45.07623,220.4996,-17.57882,30.75186,18.45922,68.88281,0.2188008,0.3123942,13.786,13.548,9.77,0.2379999,3.778
384058615301957632,0.07131883,11.02634,105.0927,12.02145,25.79085,182.9233,-16.52044,34.37742,23.99937,117.4035,0.4275291,0.6418185,13.525,13.27,9.575,0.2549992,3.695001
384059714813585408,0.09400254,109.0478,129.4556,46.13808,142.6991,695.4744,-30.82793,106.4665,97.38751,598.4373,0.7641801,0.8604735,13.252,12.346,8.43,0.9060001,3.915999
384061638958934016,0.08244777,9.008945,75.5975,6.654397,16.87884,99.69001,-15.31495,23.47666,13.1151,37.86639,0.5337421,0.3798414,13.952,13.704,10.073,0.2479992,3.631001
384062463592654848,0.1153824,36.19954,110.3163,16.76013,49.17923,310.9768,-21.11594,62.56133,52.38857,204.7676,0.7360738,0.6584657,14.099,13.644,9.803,0.4549999,3.841
384063837982189568,0.116791,42.71126,111.5503,17.02795,130.6254,577.663,-33.12484,96.69423,74.36616,253.0435,0.3269752,0.4380469,13.64,13.361,9.47,0.2790003,3.891
384064112860096512,0.1366803,16.97931,110.7203,17.69196,83.04191,416.5528,-31.01188,60.76017,37.03273,186.1227,0.2044667,0.4468167,13.784,13.401,9.352,0.3830004,4.049
384065487249631232,0.0715031,37.20637,69.27154,8.906773,88.61869,334.9804,-30.19684,56.92179,40.89262,124.2622,0.4198479,0.3709537,14.077,13.871,9.899,0.2059994,3.972
384068785784514560,0.1398383,533.6772,68.75865,27.63782,278.1435,925.7012,-124.1395,135.3213,92.7258,125.639,1.918712,0.1357231,15.045,14.66,10.721,0.3850002,3.939
384071259685677056,0.08319262,7.60082,1.0,6.562338,27.66123,132.577,-17.36307,18.65997,15.15509,50.31224,0.2747824,0.3794944,14.583,14.471,10.997,0.1120005,3.474
384072908953118720,0.08878757,12.97817,47.86599,7.747706,48.38488,175.5813,-11.09756,28.96903,21.01393,72.38482,0.2682279,0.4122581,14.028,13.854,10.424,0.1739998,3.43
384074008464746496,0.09961881,36.6743,63.5807,6.853043,25.59995,104.7231,-11.37316,21.99554,13.76694,38.61664,1.432592,0.3687501,13.916,13.677,10.701,0.2390003,2.976
384074558220560384,0.08480824,12.17793,107.7288,8.588449,27.15628,154.1889,-13.49169,21.53052,19.73804,78.82272,0.4484389,0.5112089,13.972,13.753,10.356,0.2189999,3.397
384076482365908992,0.1099314,18.65288,62.79519,8.201336,65.9613,329.5584,-16.78528,53.20494,33.96223,141.5866,0.2827851,0.4296252,13.031,12.836,8.924,0.1949997,3.912001
384081979924047872,0.08821505,14.15546,145.2628,8.923068,11.02942,41.64164,-3.067333,20.62091,19.7494,38.7632,1.283427,0.9308759,14.011,13.921,11.912,0.09000015,2.009
384083354313582592,0.08480088,14.83561,64.91251,7.319288,64.58548,270.8479,-27.32872,39.6295,29.24522,96.28403,0.229705,0.3554912,14.217,14.027,10.466,0.1899996,3.561001
384087202604279808,0.08559856,25.70436,75.35638,10.76664,71.93246,266.5769,-14.73194,43.69867,31.44678,89.86622,0.3573402,0.3371117,13.874,13.623,10.331,0.2509995,3.292
384087477482186752,0.102179,65.29188,66.63971,7.454406,49.3535,169.5597,-23.77935,26.6631,19.25617,79.99567,1.322943,0.4717846,14.409,13.968,10.719,0.441,3.249001
384087752360093696,0.1011911,22.00322,191.2189,12.15728,50.69259,227.2641,-10.02929,59.87698,42.03194,143.1258,0.434052,0.6297774,13.522,13.357,10.44,0.165,2.917001
384089951383349248,0.08302376,7.89368,116.906,6.84248,15.81276,91.56586,-7.258232,21.83658,10.57317,45.86081,0.499197,0.5008505,13.512,13.324,10.376,0.1879997,2.948
384090226261256192,0.1019673,34.06929,62.6139,6.006268,28.386,131.9717,-13.58173,24.36315,14.30354,72.40755,1.200215,0.5486596,14.039,13.881,10.456,0.158,3.424999
384091600650790912,0.010494,55.10374,28.0651,7.325846,46.18142,120.9542,-17.28256,29.531,17.54393,21.18051,1.193201,0.1751118,,,,,
384091875528697856,0.08312614,17.19068,78.76678,9.546055,86.83135,376.8038,-20.01191,54.7768,35.55163,130.8621,0.1979778,0.347295,13.541,13.351,9.599,0.1900005,3.752
384098472598464512,0.02246436,9807.394,30.64861,7.48939,1308.897,4136.005,-1460.695,32.49361,30.04667,14.27541,7.492868,0.003451498,17.179,15.612,10.888,1.567,4.724001
384100121865906176,0.07638801,50.54269,67.51627,16.04729,87.18155,365.3097,-28.54658,80.90237,52.8583,93.79033,0.5797407,0.256742,13.918,13.708,9.759,0.21,3.949
384101496255440896,0.07725041,46.05208,86.42691,16.64452,137.1435,580.063,-33.07655,104.065,79.93978,268.2115,0.3357947,0.4623834,13.78,13.54,9.588,0.2399998,3.952
384102046011254784,0.0852511,250.1944,136.4555,25.62485,142.5578,703.9677,-46.58429,111.0119,95.16303,405.2636,1.755038,0.575685,14.004,13.502,9.795,0.5019999,3.707
384104245034510336,0.1617188,50.418,175.8148,13.70529,72.45648,366.3033,-39.97294,77.98056,58.9676,168.8252,0.6958383,0.460889,13.715,13.225,9.438,0.4899998,3.787001
384105344546138112,0.08027883,23.04996,173.1106,17.76726,83.00237,574.7816,-31.88014,80.87917,62.70054,321.1726,0.2777025,0.5587733,12.922,12.657,8.679,0.2650003,3.978
385065493091870720,0.07941499,27.23612,56.57331,7.43403,98.18585,432.8862,-32.78202,69.23028,44.87481,158.0136,0.2773935,0.3650234,14.426,14.262,10.467,0.1639996,3.795
385067142359312384,0.2195342,11.16083,89.15498,5.993835,26.90771,118.8825,-12.6262,26.45846,13.45782,64.4321,0.4147818,0.5419812,14.356,14.0,10.898,0.3559999,3.102
385073464551172096,0.07747386,21.69854,83.73488,10.72325,46.96021,220.7997,-18.16954,45.49402,28.91155,75.64278,0.4620622,0.3425856,14.075,13.883,10.226,0.1919994,3.657001
385074014306985984,0.07793264,18.62694,37.7765,8.081136,56.03722,289.6416,-30.64751,54.01533,37.04418,108.1643,0.3324031,0.3734417,14.185,13.85,10.348,0.335,3.502001
385074564062799872,0.05492734,43.84182,65.92345,6.495038,55.01181,188.0651,-21.76716,37.50111,26.00142,58.87996,0.7969527,0.3130829,14.603,14.35,10.902,0.2529993,3.448
385075113818613760,0.05515259,72.23766,25.99448,5.537281,43.67729,134.9119,-22.35803,32.30449,20.82938,16.29474,1.653895,0.1207806,15.443,15.532,12.198,-0.08899975,3.334
385079511865124864,0.08308603,20.09222,58.9146,6.085353,34.29973,142.0516,-22.67843,31.08182,22.84763,51.07536,0.5857837,0.359555,14.109,13.853,10.102,0.2560005,3.750999
385080061620938752,0.1215098,3345.745,160.7879,182.1562,808.2234,3007.903,-194.867,388.8358,355.6425,1187.87,4.139628,0.3949162,13.944,13.214,9.686,0.7300005,3.528
385081161132566528,0.08168125,31.00057,33.49699,5.539554,36.54903,142.0797,-32.8914,26.60621,8.861864,33.83493,0.8481914,0.2381405,15.623,15.917,11.963,-0.2939997,3.954
385081436010473472,0.07708064,31.50015,108.0027,21.80775,164.1128,814.7684,-29.38296,104.559,74.67946,345.749,0.1919421,0.4243525,12.782,12.515,8.427,0.2669992,4.088
385081710888380416,0.07770582,14.6752,112.9833,14.6579,44.4983,221.0705,-12.78064,49.34571,27.00969,124.9769,0.3297924,0.5653262,13.755,13.542,10.8,0.2130003,2.742
385085559179077632,0.09752072,9.19203,1.0,5.908912,36.10532,165.3256,-19.16362,28.50716,16.48396,52.58048,0.2545893,0.318042,14.58,14.478,10.723,0.1020002,3.755
385094630150006784,0.1194675,222.7108,58.02857,22.93633,178.6541,706.4982,-110.7539,115.0974,77.0152,150.3308,1.246604,0.212783,15.223,15.18,11.008,0.04299927,4.172
385096279417448448,0.07613574,107.0595,53.97395,15.38444,116.9874,399.3472,-53.89806,83.90854,55.61237,85.01337,0.9151372,0.2128809,15.048,14.777,10.952,0.2709999,3.825001
385099852830238720,0.03365153,8.751751,14.75415,5.587727,18.06889,102.1496,-9.111231,21.79818,13.42145,37.72401,0.4843546,0.3693018,13.539,13.382,10.146,0.1569996,3.236
385101776975587328,0.1135538,55.24129,21.93089,9.693935,25.33152,143.0629,-10.74449,38.68964,32.16588,92.68466,2.180733,0.6478596,13.399,13.062,10.081,0.3369999,2.981
385102051853494272,0.1093023,445.8121,163.3809,30.99983,122.4328,504.1272,-45.72549,131.7577,106.6608,275.9662,3.641281,0.5474138,14.2,13.506,10.42,0.6940002,3.085999
385106999655819264,0.1140156,244.3458,1.0,7.224675,7.925976,38.40419,-3.385682,17.72442,6.181389,16.91911,30.82848,0.4405538,14.295,14.156,12.613,0.1389999,1.543
385107549411633152,0.07872328,32.22823,41.58488,13.84619,154.4985,696.7851,-61.63324,102.2526,69.84104,245.2003,0.2085989,0.3519024,13.966,13.604,9.535,0.3619995,4.069
385108648923260928,0.07919856,21.18534,76.0554,12.58842,58.38923,369.264,-22.46854,68.71969,45.4676,167.9902,0.3628296,0.4549326,13.74,13.472,9.478,0.2679996,3.994
385111122824423424,0.07758146,12.08169,123.9569,6.89021,43.02221,232.5054,-15.98415,36.02819,21.88722,87.54395,0.2808245,0.3765244,13.915,13.733,10.277,0.1820002,3.455999
385113321847678976,0.01467948,150.0698,32.06648,29.82306,216.5951,826.998,-25.39826,186.3337,146.9839,214.5472,0.6928589,0.2594289,13.367,13.35,10.211,0.01699924,3.139
385114146481399808,0.02974186,42.41592,96.21148,33.013,238.0331,1228.768,-16.68971,133.6054,82.26322,493.0796,0.1781934,0.4012797,11.217,11.113,7.532,0.1040001,3.581
385114971115120640,0.07199702,41.73909,101.6903,17.59187,165.7085,742.306,-14.09954,90.11221,61.36369,288.2045,0.2518826,0.3882557,12.386,12.233,8.885,0.1529999,3.348
385115520870934528,0.07114893,33.54089,113.4864,13.95203,16.47715,97.479,-2.492438,32.14629,29.26896,96.10895,2.0356,0.9859451,12.64,12.55,10.144,0.09000015,2.406
385118269650003968,0.01498329,860.3208,18.87845,18.69885,328.6441,1004.717,-57.94265,131.411,95.4218,70.51003,2.617789,0.07017899,14.662,14.633,12.161,0.02899933,2.472
385118544527910912,0.08876021,864.8712,62.76406,28.57796,347.6414,1300.352,-292.8977,136.6582,119.6903,211.7253,2.487826,0.1628216,16.004,15.574,10.759,0.4299994,4.815001
385119094283724800,0.07896673,21.43334,119.0392,8.008883,35.57321,188.2954,-9.594972,34.13593,24.03581,102.4065,0.6025136,0.543861,13.693,13.511,10.41,0.1820002,3.101
385120743551166464,0.05451467,108.333,39.90541,7.162644,71.56456,236.0367,-36.21604,40.89609,28.8539,27.74987,1.51378,0.1175659,15.218,15.19,12.242,0.02800083,2.948
385121568184887296,0.05424383,12.89837,106.9962,5.962222,12.14606,55.32346,-9.413805,13.6034,8.969421,19.71812,1.061939,0.3564152,14.307,14.112,10.688,0.1949997,3.424001
385122117940701184,0.09528672,19.1445,87.28397,10.00883,42.47073,215.6022,-19.67377,49.35879,38.28053,83.13704,0.4507694,0.3856038,13.962,13.661,10.087,0.3009996,3.574
385122392818608128,0.1100352,28.801,175.8793,13.27649,64.57562,374.8924,-34.11366,64.40427,46.95362,197.4424,0.4460042,0.5266644,13.325,12.905,8.93,0.4200001,3.974999
385123767208142848,0.05485537,27.23003,52.55265,19.70828,166.0941,734.7698,-29.70326,105.7324,84.71345,314.0645,0.1639434,0.4274325,12.94,12.762,8.801,0.1779995,3.961
385124316963956736,0.02399611,324.6396,32.6756,9.117394,147.8895,419.5974,-45.42689,53.99238,37.41175,41.41538,2.195149,0.09870267,14.688,14.351,11.648,0.3369999,2.703
385125966231398400,0.06973293,13.95585,82.29189,8.327332,45.58903,159.8497,-18.35894,26.72502,24.54068,52.38931,0.306123,0.327741,14.461,14.402,10.797,0.05900002,3.605
385126790865119232,0.1428353,53.69693,144.3326,13.63994,82.03119,374.1006,-29.05573,62.01153,42.34718,154.3819,0.6545916,0.4126748,13.908,13.611,9.601,0.2969999,4.01
385127065743026176,0.07195909,17.10239,100.4628,5.869429,48.47143,245.4144,-17.50534,45.03395,31.4252,106.848,0.3528345,0.435378,13.845,13.577,10.133,0.2680006,3.443999
385130639155816448,0.1204419,29.41038,127.8644,19.83086,79.22124,371.336,-28.6502,68.66229,42.90458,138.5641,0.3712436,0.3731503,14.048,13.705,9.632,0.3430004,4.073
385131188911630336,0.07408878,362.403,35.18242,18.25514,184.9269,616.8088,-93.6364,105.6227,81.63602,91.63858,1.95971,0.1485689,,,,,
385133937690699776,0.07736008,18.62379,104.5872,9.849167,59.02968,289.1833,-30.84521,58.28373,39.59869,109.5721,0.3154987,0.3789019,14.646,14.369,10.528,0.2769995,3.841001
385136411591862272,0.03888754,63.76519,97.76106,21.78042,42.66788,190.3077,-4.233637,63.9375,33.88764,95.04004,1.494454,0.499402,12.93,12.843,10.722,0.08699989,2.121
385144108173256704,0.01389303,409.5005,20.45155,9.644663,113.253,380.4389,-107.0229,31.46986,23.4852,10.92345,3.615803,0.02871275,16.333,16.013,12.66,0.3199997,3.353001
385145482562791424,0.3489664,386.3434,54.73866,11.53681,86.47982,261.4569,-195.4034,19.4962,11.08015,17.89025,4.467439,0.06842523,,,,,
385149330853488640,0.1135618,47.43709,64.75069,8.406126,27.78291,139.4954,-12.0544,19.98037,20.61732,54.03026,1.70742,0.3873264,14.117,13.844,10.471,0.2729998,3.373
385149880609302528,0.1414086,11.38113,27.73186,11.15865,51.04279,235.9295,-27.70412,30.92494,25.62427,81.26355,0.2229723,0.34444,14.776,14.591,10.592,0.1850004,3.999
385150705243023360,0.0779406,9.531087,58.85551,7.979816,81.0673,246.7775,-9.419743,39.02342,21.86518,83.30463,0.1175701,0.3375698,12.328,12.331,9.908,-0.003000259,2.423
385153179144185856,0.08838623,21.94268,138.2619,11.09451,51.82516,200.7402,-12.02892,41.40491,32.4756,86.35683,0.4233983,0.4301921,14.102,13.983,10.719,0.1190004,3.264
385153454022092800,0.08795684,26.50976,46.67862,5.983917,43.9048,169.3089,-28.86446,38.5136,31.2685,41.16568,0.6038009,0.2431395,15.187,15.015,11.406,0.1719999,3.609
385153728899999744,0.0941029,10.90925,101.4532,9.481368,33.85176,169.4671,-21.17453,40.47439,23.94831,66.84275,0.3222654,0.3944291,14.476,14.31,10.473,0.1659994,3.837001
385155103289534464,0.09406783,113.4695,82.19038,13.54686,14.29073,73.72544,-7.178095,36.19348,26.23078,57.49493,7.940076,0.779852,13.988,13.806,11.395,0.1820002,2.410999
385157852068603904,0.08530211,120.4084,59.71315,18.82538,151.6783,526.7292,-40.6535,100.9886,76.75196,133.2747,0.7938409,0.2530232,14.637,14.53,10.516,0.1070004,4.014
385163624504649728,0.03281321,11.97445,1.0,8.765932,46.0849,269.764,-16.71551,50.46799,34.10312,87.3752,0.2598346,0.323895,13.698,13.594,10.28,0.1040001,3.314
385164724016277504,0.09129185,39.09172,85.60993,9.809572,69.1498,222.984,-15.36967,55.34117,37.63422,94.00491,0.5653194,0.4215769,14.208,14.069,11.641,0.1389999,2.428
385165823527905280,0.1018683,19.93714,80.20699,8.306409,106.6661,484.5942,-29.65906,70.05349,46.94899,172.549,0.1869118,0.3560691,14.098,13.821,10.042,0.2769995,3.779
385170771330230272,0.06307299,50.07489,37.85417,6.622121,57.75471,186.7252,-28.17242,41.89783,27.90533,38.3217,0.8670268,0.2052305,15.604,15.553,12.093,0.05099964,3.46
385175169376741376,0.07214545,45.74642,55.6579,8.522995,95.78961,338.2097,-40.35473,69.01336,48.7793,91.78099,0.4775718,0.271373,14.682,14.475,10.749,0.2069998,3.726001
385178742789531648,0.09041245,47.1785,74.19694,11.72542,114.1898,424.7784,-43.16845,74.04285,59.76812,185.0893,0.4131586,0.4357315,14.877,14.463,11.219,0.4139996,3.244
385179017667438592,0.03143078,124.0328,44.73491,20.04926,93.54102,300.0025,-31.62803,71.09856,43.50993,47.01381,1.325972,0.1567114,14.617,14.43,10.888,0.1869993,3.542001
385180666934880256,0.03130922,73.34592,52.90926,18.68351,156.4589,568.6193,-46.84015,115.7863,75.5373,172.1642,0.4687871,0.3027759,14.063,13.956,9.91,0.1069994,4.046
385181491568601088,0.03125086,1103.261,41.29855,40.55,387.616,1306.969,-89.95476,184.3465,120.3407,114.6027,2.846274,0.08768584,14.597,14.387,11.068,0.21,3.319
385184790103484416,0.1481399,14.19599,86.91795,11.80602,36.95089,198.3367,-16.81686,29.1441,18.64918,80.69848,0.3841853,0.4068762,14.071,13.721,10.058,0.3500004,3.663
385185614737205248,0.04550644,17.64709,82.42378,10.61818,75.16653,329.6331,-15.04976,57.74818,38.12632,112.1173,0.2347733,0.3401275,13.507,13.368,9.534,0.1389999,3.834
385187538882553856,0.0958886,544.0511,54.87809,27.05864,237.3372,825.5024,-113.1296,126.5697,94.51813,94.57201,2.292312,0.114563,15.436,15.315,11.509,0.1210003,3.806
385189737905809408,0.05345554,12.19089,48.07055,5.910857,47.52751,176.2493,-17.34907,39.67307,27.33695,60.61754,0.2565017,0.3439306,14.44,14.362,10.784,0.07799911,3.578
385193311318599680,0.03263894,11.35505,39.31053,5.574911,52.72031,233.1162,-17.8507,37.97081,24.22102,96.12811,0.2153829,0.4123614,13.571,13.485,9.954,0.08600044,3.530999
385194135952320512,0.09460479,14.54392,104.9541,6.351961,26.14508,120.1742,-11.29047,26.4653,33.45311,56.62476,0.5562776,0.4711891,14.374,14.187,10.731,0.1869993,3.456
385194410830227456,0.1133909,18.64762,100.3852,5.236881,42.96282,183.6085,-26.81852,38.10163,23.16101,62.2358,0.4340408,0.3389592,14.553,14.279,10.417,0.2740002,3.862
385199083754645504,0.2523679,361.7065,187.0044,15.915,38.57127,177.1433,-26.23013,32.90717,17.75067,217.024,9.377613,1.225132,13.898,12.431,8.61,1.467,3.821
385199633510459392,0.03063598,27.97152,67.84469,8.149709,89.64144,334.5516,-26.23491,61.44061,42.83083,109.1086,0.3120378,0.3261337,14.12,14.019,10.316,0.1009998,3.703
385203206923249664,0.09575874,10.04464,1.0,8.465108,39.18325,253.4907,-24.27947,44.08182,31.43462,94.52859,0.2563504,0.3729076,14.228,13.884,10.095,0.3439999,3.789
385204856190691328,0.07578275,30.04554,86.20171,12.74773,71.80305,379.0807,-16.18217,60.07163,43.73927,212.1224,0.4184438,0.5595706,13.225,13.077,9.339,0.1480007,3.738
385205131068598272,0.08931669,39.78519,88.9124,13.84524,102.9571,429.9183,-24.03068,80.35278,62.43873,144.3721,0.3864248,0.3358129,13.984,13.738,9.821,0.2460003,3.917
385206505458132992,0.03134727,56.40327,204.8751,26.86497,27.52097,115.0083,-1.821142,51.11617,28.0545,122.5017,2.049465,1.065155,11.786,11.885,10.532,-0.09899998,1.353001
385208704481388544,0.1243403,20.67467,13.06546,11.97489,85.84702,453.7469,-42.11288,74.29861,56.2707,163.2777,0.2408316,0.359843,14.16,13.888,9.722,0.2720003,4.165999
385213377405806592,0.08897925,27.05853,87.23399,12.0956,113.3226,476.4646,-41.04718,83.06975,75.00394,165.387,0.2387744,0.3471129,14.348,14.12,10.013,0.2279997,4.107
385216950818596864,0.05474353,23.57083,70.57451,12.32601,69.2505,290.0801,-16.25031,60.89114,38.7859,123.5649,0.3403705,0.4259682,13.736,13.526,9.993,0.21,3.533
385219974475573248,0.09288901,97.33956,132.338,49.20479,52.26038,172.8902,-6.656631,134.6311,113.0307,262.2284,1.862588,1.516734,13.2,13.111,12.446,0.08899975,0.665
385222723254642688,0.03234003,63.70252,107.3924,24.38931,29.34522,140.49,-1.611441,47.76948,36.27986,176.2914,2.170797,1.254833,11.591,11.626,10.511,-0.0350008,1.115001
386184795945723904,0.05748039,132.7504,63.17717,19.22599,147.1498,470.5538,-41.06058,98.04143,72.93768,97.23145,0.9021443,0.206632,14.898,14.78,10.947,0.118,3.833
386185070823630848,0.05249048,81.49481,43.63974,14.69162,94.33274,368.7222,-44.07234,76.87613,54.76883,85.97008,0.8639081,0.2331568,14.679,14.378,10.663,0.3009996,3.715
386187819602700288,0.1196295,986.7581,74.13042,29.53658,321.5224,1091.828,-216.8291,131.5561,88.77744,87.50808,3.069018,0.08014821,15.979,16.04,12.07,-0.06100082,3.970001
386188919114328064,0.05573868,353.0326,61.91822,42.09056,460.5482,1795.695,-75.30884,288.0565,207.0562,477.2369,0.7665486,0.2657672,13.544,13.262,9.067,0.2819996,4.195
386189468870141952,0.05479046,66.25712,56.26355,7.791736,58.20546,220.0433,-38.96666,46.52063,29.18568,45.19905,1.138332,0.2054098,15.068,15.057,11.351,0.01099968,3.706
386190018625955840,0.05657526,22.06159,99.69189,10.62987,45.55726,279.4351,-10.66433,51.46186,39.74898,154.5927,0.4842607,0.5532331,12.955,12.785,9.217,0.1700001,3.568
386190568381769728,0.05284701,26.6625,54.30378,7.880512,39.29243,123.9745,-14.20133,31.06617,21.77395,29.57888,0.678566,0.2385884,14.501,14.239,10.945,0.2620001,3.294001
386190843259676672,0.05315668,53.51427,34.43781,8.081374,56.17282,182.6434,-27.56321,42.66026,28.39619,34.27923,0.9526718,0.1876839,15.232,14.927,11.409,0.3050003,3.518
386191118137583616,0.05644755,12.93126,144.7937,9.357671,16.11009,81.30249,-3.13897,26.97238,21.04095,56.65206,0.8026807,0.696806,12.932,12.864,10.465,0.06799984,2.399
386191942771304448,0.0531863,39.27904,47.75176,5.431623,57.45154,179.9961,-23.96325,37.63537,22.91887,36.14334,0.6836899,0.2008007,15.199,14.982,11.6,0.217,3.382
386192217649211392,0.03223878,32.97472,50.49272,10.2085,51.83363,180.5011,-21.23687,47.64497,30.48435,43.49014,0.6361645,0.2409411,14.415,14.147,11.486,0.2679996,2.661
386193592038746112,0.0315293,16.10967,71.62795,7.251188,31.484,195.6506,-13.72793,42.9736,28.68358,87.52734,0.511678,0.4473656,13.193,12.993,9.302,0.1999998,3.691
386193866916653056,0.07510225,22.86194,76.36172,8.366211,37.01485,174.7833,-13.43494,35.04382,28.67985,62.96468,0.6176423,0.3602442,14.023,13.838,10.635,0.1849995,3.203
386194416672466944,0.05288776,22.29063,151.718,10.63079,55.35032,279.0945,-13.63484,70.06919,47.83,116.883,0.4027191,0.4187935,13.537,13.439,10.332,0.09799957,3.107
386194691550373888,0.07513239,48.81564,45.36889,10.05596,123.3095,451.7011,-39.99379,88.67558,61.44922,141.5384,0.3958789,0.3133453,14.62,14.563,10.366,0.05700016,4.197
386195516184094720,0.1273893,14.59956,77.97633,5.671902,30.9385,107.4617,-17.23524,23.40111,16.31774,30.5383,0.4718899,0.2841786,15.066,14.743,11.39,0.323,3.353
386197440329443328,0.05599486,23.04563,75.67228,10.61577,34.46821,185.485,-4.747088,41.23335,25.18488,91.62753,0.6686054,0.493989,13.048,12.899,10.106,0.1490002,2.793
386202663009675264,0.05591502,36.10888,64.12078,6.009267,74.94779,265.7693,-28.76613,58.54554,38.03625,80.56643,0.4817871,0.3031442,14.658,14.338,10.867,0.3199997,3.471001
386204312277116928,0.1063378,14.19006,45.87273,7.402415,71.56483,273.6017,-26.9175,38.96616,28.93028,103.7456,0.1982826,0.3791848,14.317,14.139,10.397,0.1780005,3.742
386208160567814144,0.05555867,52.66551,42.07292,14.316,209.2231,733.4662,-47.71723,116.7973,82.83489,250.8707,0.2517194,0.3420344,14.136,13.975,9.896,0.1609993,4.079
386209534957348864,0.05668455,15.11554,58.438,7.215776,31.10429,146.7249,-20.99319,37.69456,24.64298,48.91871,0.4859633,0.3334042,14.325,14.021,10.417,0.3039999,3.604
386210359591069696,0.1183965,25.48525,162.329,11.80906,89.02425,424.7545,-12.59319,51.70032,24.74218,153.1871,0.2862732,0.3606485,13.149,12.911,9.679,0.2379999,3.232
386210634468976640,0.1193093,23.66549,108.6121,11.5735,95.71788,510.0541,-25.60897,71.36312,57.35044,210.8326,0.2472421,0.4133535,13.225,12.902,9.12,0.323,3.782001
386212558614325248,0.03174879,14.51762,26.43816,6.349638,65.2149,223.7487,-13.80564,34.817,25.69678,76.0414,0.222612,0.3398517,13.749,13.547,9.963,0.2019997,3.584
386213108370139136,0.05136646,26.02595,45.03992,13.37856,46.84133,236.2384,-25.09325,54.83291,38.60225,79.15132,0.5556193,0.3350485,13.636,13.333,9.509,0.3029995,3.824
386215032515487744,0.05154865,19.88505,25.33331,14.85615,43.82431,223.4689,-6.416596,53.43687,40.98979,148.5625,0.4537448,0.6648014,13.105,13.021,9.955,0.08399963,3.066
