specobjid,z,oiii_5007_flux,oiii_sigma,oi_6300_flux,h_beta_flux,h_alpha_flux,h_alpha_eqw,sii_6717_flux,sii_6731_flux,nii_6584_flux,oiii_hbeta_ratio,nii_halpha_ratio,w1,w2,w3,w1_w2,w2_w3,log_nii,log_oiii,BPT class,abs_h_alpha_eqw,WHAN class,WISE class,AGN in all,n_e,log_MBH,mbh_bin
308572197994129408,0.126486,7.347261,75.49892,5.688751,13.6163,64.02792,-5.770738,12.22834,8.433296,34.17575,0.5395932,0.5337632,14.146,14.001,11.603,0.1449995,2.398001,-0.27265137170223464,-0.2679335319821295,Composite,5.770738,Weak AGN,Other,False,-0.126676657350411,6.429181188855515,"(6.0, 6.5]"
308573572383664128,0.1316363,71.51575,67.28425,12.93507,125.7197,541.5668,-66.49259,92.81918,70.46462,156.6582,0.568851,0.2892684,14.822,14.424,10.705,0.3979998,3.719,-0.5386990065704659,-0.24500147411783157,Star-forming,66.49259,Star-forming,Other,False,93.84872793947473,6.228071348966576,"(6.0, 6.5]"
308573847261571072,0.08837735,30.65468,56.55276,6.689439,75.98149,294.9728,-41.3559,52.94896,35.50238,109.0339,0.4034493,0.3696405,14.872,14.489,11.212,0.3829994,3.277,-0.43222045097220024,-0.394211033714355,Star-forming,41.3559,Star-forming,Other,False,-24.623546243301956,5.924723713851147,"(5.5, 6.0]"
308574946773198848,0.1136446,34.22192,165.5934,8.936119,59.36996,313.4481,-26.25542,53.56975,38.61222,110.1556,0.5764182,0.3514317,13.756,13.485,9.668,0.2709999,3.816999,-0.4541590666479435,-0.23926231509818505,Star-forming,26.25542,Star-forming,Other,False,40.95257142109056,7.800412370959646,"(7.5, 8.0]"
308575771406919680,0.1291493,79.63996,74.43645,11.0313,89.2433,356.0953,-54.86628,64.15951,41.74539,90.13673,0.8923915,0.2531253,15.28,14.803,10.528,0.4769993,4.275001,-0.5966644447221753,-0.04944457500930795,Star-forming,54.86628,Star-forming,Other,False,-49.42428654045023,6.404437741346653,"(6.0, 6.5]"
308576046284826624,0.1141523,245.6739,85.1627,23.72798,182.7345,677.8744,-94.26082,116.913,82.29041,142.7977,1.34443,0.2106552,15.319,14.854,10.526,0.4650002,4.328,-0.6764278158942075,0.12853819487828738,Star-forming,94.26082,Star-forming,Other,False,18.424871345724902,6.63946209333123,"(6.5, 7.0]"
308576870918547456,0.1428779,11.86022,202.9858,7.578009,26.64101,176.2193,-16.7647,29.98795,26.54908,116.255,0.4451868,0.6597177,14.245,13.894,10.331,0.3509998,3.563,-0.18064186379099056,-0.3514577211840246,Composite,16.7647,Seyfert,Other,False,287.72882413449395,8.155871361106302,"(8.0, 8.5]"
308578520185989120,0.08264595,45.56194,184.0314,22.05947,25.34401,136.4331,-11.73388,59.98551,44.05264,229.1111,1.79774,1.679293,13.845,13.559,10.164,0.2860003,3.395,0.22512647766367533,0.25472688165180474,LINER,11.73388,Seyfert,Other,False,59.41038981246018,7.984724975966128,"(7.5, 8.0]"
308578795063896064,0.1139297,600.3009,158.5042,59.60409,416.6789,1919.134,-56.31074,257.0576,197.5318,873.306,1.44068,0.4550522,12.584,12.146,7.938,0.4379997,4.208,-0.34193878164698877,0.15856752719333725,Composite,56.31074,Seyfert,Other,False,107.0246951396449,7.724023331001449,"(7.5, 8.0]"
308581543842965504,0.08239438,11.999,122.8894,7.235063,60.42138,315.873,-19.44641,41.79856,36.30606,155.1218,0.1985886,0.4910892,13.79,13.577,9.939,0.2130003,3.638,-0.30883961673783095,-0.7020456858466603,Star-forming,19.44641,Seyfert,Other,False,260.07932723688543,7.279707401161784,"(7.0, 7.5]"
308584017744128000,0.06510382,29.9411,62.74952,15.1409,134.0119,650.3469,-30.14122,96.57569,70.03079,265.6059,0.2234212,0.4084064,12.889,12.633,8.484,0.2559996,4.149,-0.3889074608483353,-0.6508756199125163,Star-forming,30.14122,Seyfert,Other,False,46.82692462336089,6.106253257780225,"(6.0, 6.5]"
308585667011569664,0.1166136,17.46461,124.1065,8.484179,34.68519,178.1026,-17.54994,27.99992,20.25151,71.88325,0.5035176,0.4036058,13.861,13.537,10.058,0.3240004,3.479,-0.3940426013798842,-0.29798534447621683,Star-forming,17.54994,Seyfert,Other,False,44.30238359102383,7.296913419971337,"(7.0, 7.5]"
308590889691801600,0.05915563,60.14235,33.64534,8.26695,55.36569,173.4396,-32.43796,38.78509,26.79001,32.71637,1.086275,0.1886327,15.222,15.06,12.201,0.1619997,2.859,-0.7243830189234064,0.0359397846117136,Star-forming,32.43796,Star-forming,Other,False,1.2692963443989849,5.018097601399306,"(5.0, 5.5]"
308596112372033536,0.122019,34.60536,56.66121,13.25443,109.5953,479.2831,-52.18838,87.90649,65.40691,158.1084,0.315756,0.3298851,14.71,14.466,10.395,0.2440004,4.070999,-0.48163729989544574,-0.5006483882243059,Star-forming,52.18838,Star-forming,Other,False,72.71490201758398,5.92806851288777,"(5.5, 6.0]"
308596387249940480,0.1176101,25.909,136.75,10.82892,63.64767,365.1214,-24.69072,61.38382,51.50702,173.1463,0.4070691,0.4742156,14.042,13.757,9.819,0.2849998,3.938,-0.3240241633850767,-0.39033186300702266,Star-forming,24.69072,Seyfert,Other,False,212.84934064781456,7.466287304152779,"(7.0, 7.5]"
308597761639475200,0.114905,33.09689,60.46381,13.73927,88.21242,336.8414,-19.01272,69.37558,49.6446,152.9753,0.3751954,0.4541464,14.243,13.979,11.022,0.2639999,2.957,-0.3428041240966088,-0.42574249483152116,Star-forming,19.01272,Seyfert,Other,False,33.99052826219456,6.041471367062807,"(6.0, 6.5]"
308599960662730752,0.1219839,198.1326,63.3499,13.91615,111.8889,422.3243,-98.3049,68.69227,53.51129,71.58438,1.770797,0.169501,15.905,15.754,11.983,0.151,3.771,-0.7708277352591244,0.24816877754639166,Star-forming,98.3049,Star-forming,Other,False,122.23028887435187,6.1228780707890085,"(6.0, 6.5]"
308600510418544640,0.09522493,9.189717,55.45137,7.234814,14.02683,122.4517,-11.13892,27.71571,26.71835,53.55025,0.6551529,0.4373174,13.712,13.441,9.662,0.2709999,3.779,-0.35920324258734165,-0.1836573322570415,Composite,11.13892,Seyfert,Other,False,426.95521423328285,5.890386784806512,"(5.5, 6.0]"
308601060174358528,0.03511519,103.3953,53.04891,14.37349,157.7172,686.4437,-32.9908,102.1342,74.09666,172.542,0.6555743,0.2513564,14.326,14.053,11.377,0.2729998,2.676001,-0.5997100523523633,-0.18337808009689777,Star-forming,32.9908,Star-forming,Other,False,47.29290303420831,5.813058806116497,"(5.5, 6.0]"
308602984319707136,0.11535,33.97033,74.98072,6.745656,48.17416,185.3445,-27.48476,40.45877,26.55732,50.56874,0.7051567,0.2728364,15.009,14.746,10.951,0.2629995,3.795,-0.5640976894973238,-0.15171436331601063,Star-forming,27.48476,Star-forming,Other,False,-42.296308473786354,6.417156835177392,"(6.0, 6.5]"
308604633587148800,0.08200337,38.58819,108.3486,21.1839,223.1366,1172.016,-48.8041,158.9749,124.9195,468.9832,0.1729353,0.4001508,13.154,12.873,8.884,0.2810001,3.989,-0.39777631050752565,-0.7621163483660753,Star-forming,48.8041,Seyfert,Other,False,132.09938472912387,7.059849099759644,"(7.0, 7.5]"
308607107488311296,0.0590397,91.83997,61.45867,19.05828,118.672,522.9574,-33.95866,111.5675,77.49961,139.2502,0.7738975,0.2662745,13.725,13.48,9.699,0.2450008,3.780999,-0.5746704221436777,-0.11131655628378012,Star-forming,33.95866,Star-forming,Other,False,6.353547678254502,6.069963711169765,"(6.0, 6.5]"
308609031633659904,0.1053794,19.399,77.64919,10.13363,85.93197,392.2571,-37.37323,59.00924,45.32398,154.1763,0.2257483,0.3930492,14.572,14.223,10.211,0.349,4.011999,-0.4055530833367187,-0.6463755114614073,Star-forming,37.37323,Star-forming,Other,False,106.52279392179572,6.47820987495134,"(6.0, 6.5]"
308610955779008512,0.113869,25.88001,130.4987,7.118599,86.32659,390.7003,-26.68628,55.51181,38.99657,158.4253,0.2997919,0.4054906,13.835,13.57,9.713,0.2650003,3.856999,-0.3920192090618211,-0.5231801054197809,Star-forming,26.68628,Seyfert,Other,False,16.623458300715747,7.384596282528017,"(7.0, 7.5]"
308611505534822400,0.05924856,38.17249,139.6431,15.18513,56.34494,273.178,-24.40387,75.27735,50.41123,193.6699,0.6774785,0.7089512,14.148,13.785,9.92,0.3629999,3.865,-0.14938365804700407,-0.1691044827111522,Composite,24.40387,Seyfert,Other,False,-25.670723178484618,7.502837732448719,"(7.5, 8.0]"
308611780412729344,0.05914621,13.50257,90.25729,11.37709,40.46021,261.8888,-18.58799,53.06108,35.97949,110.2647,0.3337247,0.4210362,13.845,13.596,9.8,0.2490005,3.796,-0.37568056263375477,-0.4766116486741817,Star-forming,18.58799,Seyfert,Other,False,-15.001955565770576,6.7408982214958,"(6.5, 7.0]"
308613704558077952,0.08014129,160.9031,53.34481,16.04803,119.1952,427.3743,-45.73505,82.21606,56.6345,79.84946,1.349912,0.1868373,15.105,14.971,10.918,0.1339998,4.052999,-0.728536417361421,0.13030545800605609,Star-forming,45.73505,Star-forming,Other,False,-1.1643571184433128,5.822769951388856,"(5.5, 6.0]"
308614529191798784,0.1078745,13.64806,80.50084,10.46038,61.88913,271.5772,-25.22658,45.56025,31.15888,90.46423,0.2205243,0.3331068,13.919,13.563,9.822,0.3559999,3.741,-0.47741650158581633,-0.6565435478086528,Star-forming,25.22658,Star-forming,Other,False,-7.538434031806724,6.541177074123977,"(6.5, 7.0]"
308614804069705728,0.09762017,35.42505,208.11,15.16721,19.13444,60.59671,-3.855235,53.7832,41.93333,77.49826,1.851377,1.278919,13.853,13.689,12.03,0.1639996,1.659,0.10684303942235937,0.26749486410584544,LINER,3.855235,Weak AGN,Other,False,123.20619273239691,8.199397073291959,"(8.0, 8.5]"
308620576505751552,0.1070257,13.02682,71.02262,8.392467,31.60677,157.2209,-21.24341,32.28736,26.55041,72.96624,0.4121527,0.4641001,14.636,14.362,10.646,0.2739992,3.716001,-0.33338833800319906,-0.3849418507608091,Star-forming,21.24341,Seyfert,Other,False,186.8116072331736,6.322474108155601,"(6.0, 6.5]"
308621676017379328,0.05077503,111.9955,51.48987,26.83912,201.9823,821.5494,-58.53908,174.694,122.7053,236.6504,0.554482,0.2880538,14.022,13.753,9.7,0.2690001,4.053,-0.5405263911954975,-0.25611254767092273,Star-forming,58.53908,Star-forming,Other,False,16.505023655759288,5.760981034679936,"(5.5, 6.0]"
308623600162727936,0.08390751,15.40798,110.0237,10.09516,27.166,138.8384,-14.37188,28.97761,27.23532,76.72961,0.5671787,0.552654,14.071,13.791,10.451,0.2799997,3.34,-0.25754668229276295,-0.24628008714473576,Composite,14.37188,Seyfert,Other,False,382.55282657936084,7.086634125545776,"(7.0, 7.5]"
308625249430169600,0.1193536,14.59813,110.5968,9.285554,16.55545,72.20171,-6.864703,22.00879,13.1531,63.02442,0.8817722,0.8728937,14.351,13.995,10.835,0.3559999,3.16,-0.0590386409614445,-0.05464359747716759,Composite,6.864703,Seyfert,Other,False,-112.85593875297404,7.095704513875287,"(7.0, 7.5]"
308626074063890432,0.05120463,42.95646,93.94543,12.03764,111.8353,454.9724,-35.20877,70.03342,50.81787,159.5952,0.3841048,0.35078,13.942,13.667,9.624,0.2750006,4.043,-0.45496517624456556,-0.4155502656010623,Star-forming,35.20877,Star-forming,Other,False,47.4821000298363,6.810819564929545,"(6.5, 7.0]"
308627723331332096,0.0837785,183.7253,90.44322,7.517855,189.0244,731.639,-103.9867,61.62276,59.67186,308.3086,0.9719657,0.4213944,15.573,14.987,10.244,0.5859995,4.743,-0.37531124012150807,-0.012349060756406767,Composite,103.9867,Seyfert,Other,False,435.0813588980404,6.744491001329103,"(6.5, 7.0]"
308628822842959872,0.09476225,44.02643,78.19279,14.01092,134.1268,522.5592,-34.61319,78.66747,60.92708,201.2973,0.3282447,0.3852143,14.062,13.867,10.123,0.1950006,3.743999,-0.4142975992842171,-0.4838022775136899,Star-forming,34.61319,Star-forming,Other,False,115.71267956237729,6.490389589559432,"(6.0, 6.5]"
308630746988308480,0.05986328,18.031,105.5913,10.89656,76.06808,317.6164,-14.7978,52.49239,40.40384,129.6124,0.2370377,0.4080784,13.593,13.485,9.99,0.1080008,3.495,-0.3892563922619442,-0.6251825755094197,Star-forming,14.7978,Seyfert,Other,False,108.8478283018119,7.014844527289257,"(7.0, 7.5]"
308632121377843200,0.1139962,24.32107,145.2952,8.54807,56.22483,216.2281,-14.49839,49.49506,33.73027,115.7687,0.4325682,0.5354008,14.171,13.969,11.196,0.2019997,2.773,-0.2713209842224408,-0.36394541063005237,Composite,14.49839,Seyfert,Other,False,-10.640552739848388,7.572109511170747,"(7.5, 8.0]"
308632671133657088,0.06015208,12.02271,60.8488,5.296893,55.06315,267.5102,-31.16993,50.41035,36.95296,115.557,0.218344,0.4319724,14.421,14.097,10.244,0.3239994,3.853,-0.3645440006633745,-0.6608587378058138,Star-forming,31.16993,Seyfert,Other,False,57.571511037676515,6.0525525294822184,"(6.0, 6.5]"
308633220889470976,0.08955907,104.6478,42.25054,11.86926,106.8438,368.2612,-24.07528,79.06876,52.36202,116.4189,0.9794466,0.3161314,14.689,14.613,11.292,0.07600021,3.321,-0.5001323653769212,-0.00901923701230197,Star-forming,24.07528,Star-forming,Other,False,-35.024901458809204,5.4157051186958425,"(5.0, 5.5]"
308634870156912640,0.05951072,17.41752,61.27565,7.473771,14.6464,63.44481,-3.949084,27.71987,24.05127,65.61619,1.189201,1.034225,14.11,14.001,11.213,0.1089993,2.788,0.014615031628683604,0.07525526573160457,LINER,3.949084,Weak AGN,Other,False,258.5422734991873,6.064756883402726,"(6.0, 6.5]"
308635969668540416,0.09971159,14.68435,97.3577,8.331699,10.5148,51.64527,-2.0833,16.57011,14.5398,46.15965,1.396541,0.8937826,13.647,13.482,10.957,0.165,2.525001,-0.04876810436075827,0.14505369035021964,LINER,2.0833,RG,Other,False,274.66881158706303,6.8731080454345825,"(6.5, 7.0]"
308636519424354304,0.01879655,39.23053,28.76241,5.911278,106.1287,309.2247,-29.03778,65.24247,41.75579,84.88156,0.3696505,0.274498,13.773,13.664,9.814,0.1090002,3.849999,-0.5614608154839369,-0.4322087020267395,Star-forming,29.03778,Star-forming,Other,False,-62.47602006753504,4.744337013824954,"(4.5, 5.0]"
308636794302261248,0.1453534,13.5029,93.7804,7.739829,39.3047,191.1418,-23.94753,31.23936,26.7782,86.16376,0.3435442,0.4507845,14.6,14.218,10.692,0.382,3.526,-0.3460310253681647,-0.46401737918320396,Star-forming,23.94753,Seyfert,Other,False,241.59773997463694,6.807749982230324,"(6.5, 7.0]"
308638993325516800,0.1280078,13.07226,58.17113,6.823065,40.64352,207.0343,-22.65987,36.88049,24.53617,74.32578,0.3216321,0.3590023,14.276,13.948,10.43,0.3280001,3.518,-0.44490276904254816,-0.4926406136637195,Star-forming,22.65987,Star-forming,Other,False,-31.194203562160013,5.973983568408604,"(5.5, 6.0]"
308639817959237632,0.09344357,63.31488,58.10167,9.155939,49.75385,222.9627,-35.11504,49.56749,37.6072,51.37646,1.272563,0.2304263,14.414,14.12,10.239,0.2939997,3.881,-0.6374679536645368,0.1046792918929517,Star-forming,35.11504,Star-forming,Other,False,93.2089206511656,5.971897651234992,"(5.5, 6.0]"
308640092837144576,0.1329101,27.82588,85.82902,6.400134,49.55914,230.7345,-28.39371,34.39291,31.52377,71.66022,0.5614681,0.3105744,14.494,14.306,10.302,0.1880007,4.004,-0.5078343451204622,-0.2506749132894779,Star-forming,28.39371,Star-forming,Other,False,341.1520107716408,6.6530687155352926,"(6.5, 7.0]"
308640367715051520,0.08348634,32.87699,56.28346,9.344234,69.67264,260.6417,-27.24357,72.6422,36.48467,77.25902,0.471878,0.2964185,14.918,14.687,11.103,0.2309999,3.584001,-0.528094694764275,-0.32617026995801257,Star-forming,27.24357,Star-forming,Other,False,-217.6334176425661,5.916390183736798,"(5.5, 6.0]"
308641467226679296,0.1063912,11.90535,103.5877,5.58526,27.70522,146.5282,-15.64886,23.5058,15.90409,56.02185,0.4297152,0.3823281,14.267,14.158,10.335,0.1090002,3.823,-0.41756378143045336,-0.3668192840648226,Star-forming,15.64886,Star-forming,Other,False,-16.881247181329574,6.981398342671782,"(6.5, 7.0]"
308641742104586240,0.1331729,64.71764,56.81698,16.93032,120.3349,486.6838,-79.3972,83.94585,62.26767,147.1285,0.5378127,0.3023082,15.583,15.212,10.764,0.3710003,4.448,-0.5195500725825108,-0.26936894648832665,Star-forming,79.3972,Star-forming,Other,False,69.5457323310286,5.932861563915891,"(5.5, 6.0]"
308644490883655680,0.07241635,21.56376,98.09561,5.91927,7.900208,26.48721,-1.542264,13.56063,6.924234,26.94333,2.729518,1.01722,14.421,14.404,11.991,0.01699924,2.413,0.007414890438245604,0.43608596263718,LINER,1.542264,RG,Other,False,-208.89045234609318,6.886290697499275,"(6.5, 7.0]"
308645040639469568,0.06663195,14.95492,70.98147,9.812834,29.67886,130.92,-5.634231,32.3524,22.66528,87.62565,0.5038915,0.6693068,13.389,13.296,10.262,0.09300041,3.033999,-0.17437476264407945,-0.2976629675704695,Composite,5.634231,Weak AGN,Other,False,14.106380978006086,6.321462273945884,"(6.0, 6.5]"
308648888930166784,0.114823,55.71842,170.08,9.390375,29.89095,156.9828,-7.729671,32.91923,29.22533,109.3625,1.864057,0.6966523,13.497,13.138,10.102,0.3590002,3.035999,-0.15698392472591705,0.27045918827921955,LINER,7.729671,Seyfert,Other,False,291.85605658320947,7.847085471091267,"(7.5, 8.0]"
308649988441794560,0.01494482,72.60922,42.01848,7.839359,47.06648,124.0128,-10.94585,32.77022,25.01856,16.83298,1.542695,0.1357358,14.785,14.86,12.143,-0.07499981,2.717,-0.8673055930776875,0.18828007194120044,Star-forming,10.94585,Star-forming,Other,False,99.92994704254424,5.406089575959887,"(5.0, 5.5]"
308654111610398720,0.06443877,10.20162,69.87604,9.115071,46.76591,265.6708,-24.40535,53.26643,35.56066,100.1121,0.2181422,0.3768274,13.954,13.779,9.807,0.1750002,3.972,-0.42385752616534045,-0.6612603112470471,Star-forming,24.40535,Star-forming,Other,False,-28.286352858449096,6.294059122183069,"(6.0, 6.5]"
308655211122026496,0.05068015,46.00199,62.23501,8.36789,70.49885,274.6344,-27.89461,61.7531,41.83028,80.52557,0.6525211,0.2932101,14.35,14.307,10.561,0.04300022,3.746,-0.5328210739397801,-0.185405440364534,Star-forming,27.89461,Star-forming,Other,False,-15.891520413511934,6.091879167374732,"(6.0, 6.5]"
308655485999933440,0.2147652,17.22956,70.27031,5.430593,46.19648,182.2592,-23.73209,33.75122,20.85917,55.85443,0.3729625,0.306456,14.773,14.349,10.969,0.4239998,3.38,-0.5136318713215545,-0.4283348327001452,Star-forming,23.73209,Star-forming,Other,False,-88.92139947387716,6.303882332608429,"(6.0, 6.5]"
308656035755747328,0.195217,20.88751,161.4091,9.752028,66.47006,333.4396,-47.1293,53.11714,34.02348,106.0981,0.3142394,0.3181929,14.537,13.971,9.873,0.566,4.098,-0.49730951521496525,-0.5027393631221982,Star-forming,47.1293,Star-forming,Other,False,-61.8330120850079,7.755730041508845,"(7.5, 8.0]"
308660433802258432,0.08261508,57.41656,50.87866,7.07194,61.28669,201.7545,-32.73237,43.17601,31.21691,40.79827,0.9368522,0.2022174,14.439,14.256,11.538,0.1830006,2.717999,-0.6941814778307605,-0.028328919024111696,Star-forming,32.73237,Star-forming,Other,False,43.958177196203515,5.740132789535557,"(5.5, 6.0]"
308660983558072320,0.1252071,10.28791,84.21028,5.996519,9.448441,57.01245,-5.937366,17.37132,14.24546,43.00893,1.088847,0.7543778,13.895,13.648,10.671,0.2470007,2.977,-0.12241110059861854,0.03696685888898261,Composite,5.937366,Weak AGN,Other,False,183.35024444028346,6.6198271652181075,"(6.5, 7.0]"
308661258435979264,0.04696816,86.92776,41.0031,10.88512,74.79323,238.6153,-22.98272,57.12231,40.98653,48.75615,1.162241,0.2043295,14.616,14.515,11.267,0.1009998,3.248,-0.6896689277271696,0.06529619183901741,Star-forming,22.98272,Star-forming,Other,False,36.573704543203974,5.3633825207913794,"(5.0, 5.5]"
308662907703420928,0.07207082,47.60728,78.89846,8.796631,16.46105,82.87361,-3.236401,24.40177,15.63403,107.5222,2.892116,1.297424,12.817,12.744,9.878,0.07299995,2.866,0.11308192733180698,0.46121570810713275,LINER,3.236401,Weak AGN,Other,False,-61.64309285374873,6.506074893570718,"(6.5, 7.0]"
308665656482490368,0.07118442,65.71804,45.37938,10.18482,62.30303,237.3875,-37.92718,52.2425,34.08172,50.26369,1.054813,0.2117369,15.012,15.051,11.24,-0.03899956,3.811,-0.6742034496334034,0.02317547359909269,Star-forming,37.92718,Star-forming,Other,False,-47.29236172395938,5.540430820593603,"(5.5, 6.0]"
308667030872025088,0.03991608,72.33439,34.66081,5.445162,51.78418,182.4435,-32.79726,42.74724,25.70456,32.34272,1.396843,0.1772753,15.419,15.034,12.013,0.3849993,3.021001,-0.751351771003577,0.1451475957596054,Star-forming,32.79726,Star-forming,Other,False,-108.57330935094785,5.070011022259052,"(5.0, 5.5]"
308668955017373696,0.08039118,15.00597,33.71062,5.35619,20.44539,117.6552,-15.33622,29.47352,18.28785,45.13166,0.7339536,0.3835926,13.811,13.441,9.883,0.3699999,3.558,-0.4161297795257871,-0.13433139498981617,Star-forming,15.33622,Star-forming,Other,False,-85.99961863331785,5.021481712491317,"(5.0, 5.5]"
308669504773187584,0.1175128,14.8521,79.96192,6.336662,39.6899,160.4536,-22.38332,27.56917,20.41495,66.7252,0.3742035,0.4158535,14.738,14.319,11.02,0.4189997,3.299,-0.38105963895806183,-0.42689215477406856,Star-forming,22.38332,Seyfert,Other,False,67.80574189798944,6.529449936113192,"(6.5, 7.0]"
308669779651094528,0.06481998,79.40868,84.33825,17.50971,210.8304,934.5649,-63.56003,143.1776,105.0763,378.3915,0.3766472,0.4048852,14.395,14.143,10.044,0.2520008,4.099,-0.39266809795573043,-0.42406525677001117,Star-forming,63.56003,Seyfert,Other,False,58.72613511300269,6.6224782501682276,"(6.5, 7.0]"
308670054529001472,0.1002082,15.92649,193.6901,7.94192,13.20999,34.01355,-1.492034,21.4724,12.93083,39.10022,1.20564,1.149548,13.683,13.536,12.69,0.1469994,0.8460007,0.060527110185467026,0.08121764830715414,LINER,1.492034,RG,Other,False,-107.53413988641803,8.07403125940464,"(8.0, 8.5]"
309623056182044672,0.05014241,39.31897,32.3966,6.934645,43.39321,169.848,-35.3873,37.53099,24.82335,32.0751,0.906109,0.1888459,15.368,15.252,11.818,0.1160002,3.434,-0.7238924396249384,-0.04281955590910856,Star-forming,35.3873,Star-forming,Other,False,-36.05654708689817,4.952067140916503,"(4.5, 5.0]"
309623331059951616,0.06768276,71.03616,71.43899,18.98693,132.4365,527.3449,-57.74039,110.1121,74.74555,143.9382,0.5363789,0.2729489,14.685,14.464,10.56,0.2210007,3.903999,-0.5639186515866066,-0.2705283147015056,Star-forming,57.74039,Star-forming,Other,False,-14.061871932914338,6.332679347130721,"(6.0, 6.5]"
309624430571579392,0.1045614,27.35957,69.35669,12.36529,71.51115,337.6415,-40.72828,56.07384,38.3526,112.9823,0.3825917,0.334622,14.613,14.344,10.377,0.2690001,3.967,-0.4754455093852458,-0.4172644558541996,Star-forming,40.72828,Star-forming,Other,False,-7.459957878837956,6.281034618839261,"(6.0, 6.5]"
309625530083207168,0.0378281,22.04167,98.78338,10.41463,31.38513,184.7741,-6.537304,51.22027,37.40778,114.5822,0.7022967,0.6201201,13.41,13.314,10.504,0.09599972,2.81,-0.20752419160481086,-0.15347937227167766,Composite,6.537304,Seyfert,Other,False,53.873508583689706,6.898488623160371,"(6.5, 7.0]"
309626629594834944,0.03763325,262.5197,72.29816,22.76256,721.5337,2733.023,-87.37104,334.2236,264.5254,944.5679,0.3638358,0.3456129,13.232,13.094,9.153,0.1380005,3.941,-0.4614100558509554,-0.4390945703151165,Star-forming,87.37104,Star-forming,Other,False,140.43504928912049,6.353550940600435,"(6.0, 6.5]"
309627179350648832,0.03723248,22.13008,45.32562,7.272751,41.42453,146.6305,-13.66314,39.57206,29.37112,43.64307,0.5342265,0.2976397,14.521,14.455,11.139,0.06599998,3.316,-0.5263091418727256,-0.27227457285092094,Star-forming,13.66314,Star-forming,Other,False,70.17947185192686,5.538361306238152,"(5.5, 6.0]"
309631577397159936,0.09073859,33.47072,72.35221,8.454029,77.09631,300.0553,-29.27162,59.69201,44.07151,106.207,0.4341417,0.3539582,14.471,14.238,10.21,0.2329998,4.028,-0.45104802210190403,-0.36236849748284683,Star-forming,29.27162,Star-forming,Other,False,64.79772266051424,6.3548556582270015,"(6.0, 6.5]"
309636800077391872,0.05616886,45.9105,58.54529,8.945055,90.85821,312.5738,-38.68093,67.01852,48.12072,95.62127,0.5052983,0.3059158,14.706,14.68,10.893,0.02600002,3.787001,-0.5143980919083915,-0.2964521628776634,Star-forming,38.68093,Star-forming,Other,False,37.2423829692597,5.985177103021006,"(5.5, 6.0]"
309637349833205760,0.09526952,52.97318,96.03271,15.45488,158.7183,671.0477,-40.26439,100.2986,71.24939,249.2481,0.333756,0.3714313,13.805,13.465,9.332,0.3400002,4.133,-0.43012150166107876,-0.4765709181563,Star-forming,40.26439,Star-forming,Other,False,27.03767246740289,6.84918453965222,"(6.5, 7.0]"
309637899589019648,0.0388406,10.74056,63.70775,7.207505,22.95976,107.8735,-11.42854,28.83161,24.11323,60.89605,0.4677994,0.5645138,13.562,13.268,9.854,0.2940006,3.414,-0.24832543692662265,-0.32994033955306556,Composite,11.42854,Seyfert,Other,False,208.54108744059232,6.132712331361859,"(6.0, 6.5]"
309638174466926592,0.07872036,150.7621,46.83247,12.22125,89.98357,332.0209,-53.06415,67.89712,44.70717,52.82644,1.675441,0.1591057,15.721,15.679,12.254,0.04199982,3.425,-0.7983142613703638,0.22412913893011718,Star-forming,53.06415,Star-forming,Other,False,-39.7449861669681,5.595458613070922,"(5.5, 6.0]"
309638724222740480,0.02603709,130.9268,62.58485,29.45511,376.6992,1429.285,-38.16064,286.577,199.5836,492.6962,0.3475633,0.3447153,13.056,12.888,8.998,0.1680002,3.889999,-0.46253944024128324,-0.4589660879453307,Star-forming,38.16064,Star-forming,Other,False,8.695568206382033,6.101665664445556,"(6.0, 6.5]"
309639823734368256,0.07369011,64.78653,40.25478,11.43876,79.69812,315.7848,-46.31739,72.70479,51.21764,74.98431,0.8128991,0.2374538,15.091,14.901,11.403,0.1899996,3.498,-0.6244208759626702,-0.08996335727515699,Star-forming,46.31739,Star-forming,Other,False,19.215601307987395,5.331225596513226,"(5.0, 5.5]"
309642572513437696,0.07256673,97.00899,116.2784,10.3556,43.46845,186.2805,-6.924178,52.50876,37.36665,132.5598,2.23171,0.7116138,12.975,12.405,9.251,0.5700006,3.153999,-0.14775563843277592,0.3486377594490548,Seyfert,6.924178,Seyfert,Other,False,28.704439124177867,7.183165587227105,"(7.0, 7.5]"
309643397147158528,0.0942942,42.61349,176.4347,15.20596,45.05614,183.2719,-7.884042,54.66588,33.98991,116.6865,0.9457864,0.6366849,13.24,13.048,9.927,0.1919994,3.121,-0.19607545000177945,-0.024206935242795366,Composite,7.884042,Seyfert,Other,False,-84.46036472300851,7.911127110850596,"(7.5, 8.0]"
309643946902972416,0.09561962,131.9128,143.4448,8.752687,73.302,345.0784,-15.40896,65.31393,47.49545,255.605,1.799579,0.7407157,13.366,13.187,9.519,0.1789999,3.668,-0.13034845006812357,0.25517091656880525,LINER,15.40896,Seyfert,Other,False,49.600941825991136,7.549732350860702,"(7.5, 8.0]"
