specobjid,z,oiii_5007_flux,oiii_sigma,oi_6300_flux,h_beta_flux,h_alpha_flux,h_alpha_eqw,sii_6717_flux,sii_6731_flux,nii_6584_flux,oiii_hbeta_ratio,nii_halpha_ratio,w1,w2,w3,w1_w2,w2_w3,log_nii,log_oiii,BPT class,abs_h_alpha_eqw,WHAN class,WISE class,AGN in all,n_e,log_MBH,mbh_bin
380596803009013760,0.08310955,20.34716,83.22392,9.634078,91.24572,392.0583,-42.95267,81.1552,46.30468,123.063,0.222993,0.3138894,14.541,14.199,10.001,0.342,4.198,-0.5032233501146675,-0.65170876972802,Star-forming,42.95267,Star-forming,Other,False,-143.74524854768885,6.5992570528275145,"(6.5, 7.0]"
380598452276455424,0.1153622,12.68378,73.44199,5.420076,54.86392,202.2129,-29.33642,38.02636,24.63335,78.0305,0.2311862,0.3858829,14.581,14.257,10.284,0.3240004,3.973,-0.4135444663111779,-0.6360380934466733,Star-forming,29.33642,Star-forming,Other,False,-52.94052421002598,6.380956050510843,"(6.0, 6.5]"
380599826665990144,0.1163631,17.38959,72.2277,7.418689,63.91224,235.5888,-22.0492,34.79522,27.33596,99.36635,0.2720854,0.4217788,14.363,14.068,10.399,0.2950001,3.669,-0.3749152531275915,-0.56529476167321,Star-forming,22.0492,Seyfert,Other,False,131.86949985479978,6.351848635223259,"(6.0, 6.5]"
380600926177617920,0.1014506,40.38179,51.34555,6.73332,48.62787,180.8829,-31.11068,40.32643,26.22427,36.19019,0.8304247,0.2000752,15.264,14.879,11.175,0.3850002,3.704,-0.6988067403025383,-0.08069974172807236,Star-forming,31.11068,Star-forming,Other,False,-49.85655996298207,5.756080714702169,"(5.5, 6.0]"
380603125200873472,0.1562421,31.25498,60.66448,13.21702,66.74084,378.0641,-19.95638,50.40011,37.65445,150.6261,0.4683037,0.3984141,13.65,13.256,9.556,0.3940001,3.7,-0.39966530015838825,-0.32947241090629265,Star-forming,19.95638,Seyfert,Other,False,76.96151380498341,6.047256024184955,"(6.0, 6.5]"
380610821782267904,0.07277583,21.83342,126.618,8.250772,48.00797,201.9078,-11.07228,38.76811,35.65918,91.25186,0.4547875,0.4519482,13.412,13.315,10.116,0.09700012,3.198999,-0.34491133895704223,-0.3421914805622002,Star-forming,11.07228,Seyfert,Other,False,346.8086242439093,7.331891123707987,"(7.0, 7.5]"
380612196171802624,0.113499,19.45941,99.59637,5.171975,30.86398,100.315,-20.11388,22.04208,13.9518,27.7026,0.6304895,0.2761561,15.27,14.989,11.392,0.2810001,3.597,-0.5588453592225586,-0.20032214165240794,Star-forming,20.11388,Star-forming,Other,False,-71.02933656037074,6.912798327360464,"(6.5, 7.0]"
380621542020638720,0.03598836,58.2011,55.76332,16.62468,209.852,832.4503,-30.59483,135.6096,93.41495,323.5985,0.2773436,0.3887301,13.449,13.246,9.259,0.2030001,3.987,-0.4103518299429837,-0.5569818514788674,Star-forming,30.59483,Star-forming,Other,False,-1.161197721316995,5.900180880282556,"(5.5, 6.0]"
380621816898545664,0.319179,83.66588,194.4581,23.19694,85.09811,451.6323,-74.88036,71.30129,57.50128,235.1885,0.9831697,0.5207523,14.251,13.222,9.369,1.029,3.853,-0.2833688032331162,-0.007371514301395879,Composite,74.88036,Seyfert,AGN,False,162.73417726852446,8.080940090420265,"(8.0, 8.5]"
380622366654359552,0.05168744,31.03099,112.8834,16.63106,56.83693,216.3646,-9.946568,64.11066,51.90735,102.4647,0.5459652,0.4735743,13.962,13.82,10.553,0.1420002,3.266999,-0.32461187400268904,-0.2628350384850577,Composite,9.946568,Seyfert,Other,False,167.5472164476883,7.131432345898498,"(7.0, 7.5]"
380623191288080384,0.08534545,45.64705,58.00892,9.677323,107.7685,381.5343,-54.9972,59.89898,48.60019,115.7725,0.4235656,0.3034394,14.779,14.631,10.641,0.1480007,3.99,-0.5179280290481697,-0.37307931848152204,Star-forming,54.9972,Star-forming,Other,False,170.13997693492718,5.9691084327237105,"(5.5, 6.0]"
380623466165987328,0.04687466,22.94279,80.51209,5.810945,61.18127,207.9853,-17.17819,47.05757,34.67974,73.94146,0.3749969,0.3555129,13.893,13.69,10.075,0.2030001,3.615,-0.44914463601108656,-0.4259723224548376,Star-forming,17.17819,Star-forming,Other,False,62.941386161093256,6.54142104171063,"(6.5, 7.0]"
380624290799708160,0.08489512,19.83977,66.76142,6.440396,24.03033,99.91171,-22.86359,18.39081,16.83875,39.30913,0.8256137,0.3934387,14.042,13.751,10.403,0.2909994,3.348001,-0.40512292359864605,-0.08322310909739092,Star-forming,22.86359,Star-forming,Other,False,339.4566614173636,6.214452190535282,"(6.0, 6.5]"
380625115433428992,0.04690947,181.3587,40.72416,10.7029,84.36588,238.8174,-32.78869,44.80283,32.88065,30.67275,2.149668,0.128436,15.19,15.159,12.767,0.03099918,2.392,-0.8913132285257982,0.3323713915892702,Star-forming,32.78869,Star-forming,Other,False,58.738276048754194,5.351465000390469,"(5.0, 5.5]"
380625940067149824,0.02452358,76.12917,49.61953,17.77795,156.4427,632.6847,-26.99468,134.1112,85.75998,211.0831,0.4866266,0.3336309,13.272,13.211,9.52,0.06099987,3.691,-0.47673373298027216,-0.31280415533639927,Star-forming,26.99468,Star-forming,Other,False,-63.13414444789207,5.696383055496404,"(5.5, 6.0]"
380627314456684544,0.0812414,20.34996,68.43177,9.295102,53.32957,298.4123,-26.50595,52.22005,21.00467,99.69533,0.3815886,0.3340858,13.909,13.654,9.696,0.2550001,3.958,-0.4761419832445446,-0.41840460836796384,Star-forming,26.50595,Star-forming,Other,False,-316.2989582452899,6.257595665880619,"(6.0, 6.5]"
380628963724126208,0.08037785,20.44547,48.96857,7.311268,50.06881,185.9803,-22.76585,44.02542,29.16882,56.05228,0.4083475,0.3013884,14.804,14.574,11.113,0.2299995,3.461,-0.5208734670609952,-0.38897009892090145,Star-forming,22.76585,Star-forming,Other,False,-34.63556885619323,5.67332745290665,"(5.5, 6.0]"
380632812014823424,0.08420031,65.39506,66.77837,8.4442,63.16419,215.0253,-35.23156,50.52706,34.00278,45.44361,1.035318,0.2113407,15.136,14.771,11.304,0.3649998,3.467,-0.6750168584455453,0.015073764704395878,Star-forming,35.23156,Star-forming,Other,False,-21.5087947006688,6.214895390151836,"(6.0, 6.5]"
380633636648544256,0.08527184,41.80762,72.67157,13.9886,73.99126,256.7098,-31.59009,59.04979,41.0052,74.79633,0.5650346,0.2913653,14.421,14.22,10.437,0.2009993,3.783,-0.5355621715635045,-0.24792495726200134,Star-forming,31.59009,Star-forming,Other,False,6.059449599899056,6.362544879538767,"(6.0, 6.5]"
380634186404358144,0.08446451,207.837,75.32268,31.72365,205.8082,833.1291,-34.62085,166.1967,115.1926,367.3708,1.009858,0.440953,13.396,13.233,9.143,0.1630001,4.09,-0.3556076983517364,0.004260310265769712,Composite,34.62085,Seyfert,Other,False,4.358815380538203,6.425100988417382,"(6.0, 6.5]"
380635835671799808,0.05197619,149.8223,42.05909,7.256291,66.9777,231.7476,-56.30923,44.21046,32.77503,29.11133,2.236898,0.1256166,15.801,15.179,12.481,0.6219997,2.698,-0.9009529655985712,0.3496461812145963,Star-forming,56.30923,Star-forming,Other,False,68.96729291772613,5.407776102702561,"(5.0, 5.5]"
380637759817148416,0.09061056,40.47747,43.90311,15.26467,112.6413,469.4611,-35.11341,84.27783,56.67077,156.4765,0.3593485,0.3333109,14.196,14.018,9.878,0.1780005,4.139999,-0.4771504837218615,-0.4444841636445298,Star-forming,35.11341,Star-forming,Other,False,-22.1855138985248,5.482690466347527,"(5.0, 5.5]"
380638584450869248,0.05580393,348.4023,65.14582,29.09309,270.8681,1002.012,-66.01015,158.5562,113.0687,255.1293,1.286243,0.2546171,14.083,13.799,9.825,0.2840004,3.974,-0.59411243262951,0.1093230242566735,Star-forming,66.01015,Star-forming,Other,False,30.684374871857877,6.171683368453269,"(6.0, 6.5]"
380640233718310912,0.08443656,24.09581,122.2267,17.35995,77.28246,398.4467,-13.29498,55.12735,40.09362,210.2336,0.3117889,0.527633,12.681,12.496,9.109,0.1849995,3.387,-0.2776680499912603,-0.5061393501945102,Composite,13.29498,Seyfert,Other,False,49.741657983984354,7.270267084750802,"(7.0, 7.5]"
380640508596217856,0.0522646,66.07074,62.17768,15.99178,106.4592,414.9592,-40.32616,88.47167,62.34947,103.3722,0.62062,0.249114,14.657,14.333,10.747,0.3239994,3.586,-0.6036018647882847,-0.20717423302242752,Star-forming,40.32616,Star-forming,Other,False,19.583501675044918,6.09027016141678,"(6.0, 6.5]"
380641058352031744,0.04690578,262.1678,67.87967,23.03134,79.41644,260.9888,-11.10894,74.37199,62.18303,146.5204,3.301179,0.5614051,13.757,13.685,10.882,0.07199955,2.803,-0.2507236464009078,0.5186690737409773,Seyfert,11.10894,Seyfert,Other,False,208.16783622355527,6.2434531011131895,"(6.0, 6.5]"
380642157863659520,0.1176292,35.39409,191.1767,8.506032,12.47931,50.60936,-3.167026,14.03402,11.89325,36.4384,2.836222,0.7199934,14.197,13.874,12.055,0.323,1.818999,-0.14267148461972884,0.4527402214340174,Seyfert,3.167026,Weak AGN,Other,False,226.04352171186446,8.051227959660535,"(8.0, 8.5]"
380642982497380352,0.08495704,68.60451,88.96667,13.80433,130.1117,547.2735,-42.08717,95.72946,67.18877,152.9809,0.5272738,0.2795328,14.461,14.123,10.124,0.3380003,3.999001,-0.5535672252615024,-0.27796380803155096,Star-forming,42.08717,Star-forming,Other,False,15.79476543988117,6.71575330549619,"(6.5, 7.0]"
380644356886915072,0.00285163,232.4704,28.53829,10.36118,141.9546,450.5786,-24.85621,73.90647,52.91063,63.0416,1.637639,0.1399125,13.682,13.663,10.514,0.01900005,3.149,-0.8541434832314521,0.21421817240183047,Star-forming,24.85621,Star-forming,Other,False,34.420327832503396,4.7306797637720255,"(4.5, 5.0]"
380646006154356736,0.08554987,24.16988,98.31512,17.56164,114.1416,645.3547,-50.7318,102.596,73.06547,260.6654,0.2117535,0.4039102,13.595,13.222,9.048,0.3730001,4.174,-0.39371517939306766,-0.6741694026353922,Star-forming,50.7318,Seyfert,Other,False,29.422678926368857,6.890193078250918,"(6.5, 7.0]"
380648754933426176,0.04678435,60.14881,50.64496,14.59519,116.5135,433.2078,-21.67131,93.2077,63.51054,168.6653,0.516239,0.3893405,13.504,13.403,9.635,0.1009998,3.768,-0.40967041772630974,-0.287149189166433,Star-forming,21.67131,Star-forming,Other,False,-10.76911870904561,5.7320950719136885,"(5.5, 6.0]"
380649029811333120,0.00940073,3526.475,35.70342,40.96172,870.5427,2707.773,-173.6497,212.8311,156.8351,128.592,4.050893,0.04748994,14.848,14.641,10.9,0.2069998,3.741,-1.323398379116347,0.6075507719114877,Star-forming,173.6497,Star-forming,Other,False,62.85249016075154,5.121752889010619,"(5.0, 5.5]"
380650953956681728,0.04754458,24.97834,40.3626,11.39473,30.64089,123.6519,-8.158028,36.05288,22.71813,63.12113,0.8151963,0.5104745,12.894,12.761,9.573,0.1330004,3.188,-0.2920259475748952,-0.0887378001660433,Composite,8.158028,Seyfert,Other,False,-74.44216848806968,5.335895536146876,"(5.0, 5.5]"
380653152979937280,0.01647883,52.32779,53.55771,13.70541,120.435,401.5323,-19.41805,92.11916,64.66188,137.4363,0.4344901,0.3422795,13.424,13.341,9.775,0.08300018,3.566,-0.46561911109725757,-0.3620201146453571,Star-forming,19.41805,Star-forming,Other,False,15.895162537039534,5.8297238547785915,"(5.5, 6.0]"
380653977613658112,0.04829935,83.4335,44.21729,7.706451,50.95838,167.8561,-29.46623,30.46256,23.46294,30.5319,1.637287,0.1818933,15.132,14.768,11.756,0.3640003,3.012,-0.7401832977843368,0.21412481355450463,Star-forming,29.46623,Star-forming,Other,False,109.58346385631945,5.495139747519935,"(5.0, 5.5]"
380654252491565056,0.07237474,43.22898,63.04718,10.3817,83.54813,319.1169,-32.71903,79.0287,52.66763,92.75053,0.5174142,0.2906476,14.548,14.289,10.803,0.2590008,3.485999,-0.536633258845766,-0.2861616566070702,Star-forming,32.71903,Star-forming,Other,False,-29.75069968059019,6.114515394922343,"(6.0, 6.5]"
380655077125285888,0.1727989,1175.409,78.71922,29.86731,293.2635,1039.042,-195.7546,100.3425,73.6328,112.5285,4.008031,0.1083002,15.949,15.189,11.456,0.7600002,3.733,-0.9653707413542163,0.6029310719103055,Star-forming,195.7546,Star-forming,Other,False,58.626089562607056,6.502104161791192,"(6.5, 7.0]"
380660024927610880,0.1201489,31.5327,77.45744,11.68147,61.5817,297.4785,-25.00128,57.79172,43.0909,97.24587,0.5120466,0.3269006,14.458,14.178,10.554,0.2799997,3.624001,-0.48558428230598766,-0.2906905132391695,Star-forming,25.00128,Star-forming,Other,False,74.89636556336598,6.473893237325969,"(6.0, 6.5]"
380664422974121984,0.03508902,98.09918,36.42987,7.276168,82.06677,237.5989,-30.90567,50.04019,37.54406,46.84669,1.195358,0.1971671,14.836,14.843,11.705,-0.006999969,3.138,-0.7051655512633953,0.07749799243067079,Star-forming,30.90567,Star-forming,Other,False,81.37572409369979,5.156919055718956,"(5.0, 5.5]"
380666072241563648,0.08852582,106.7172,125.9564,9.79703,20.44207,83.55167,-3.556427,38.46574,26.52674,77.80754,5.220471,0.9312506,13.412,13.221,10.722,0.191,2.499,-0.030933434429846484,0.7177096875756622,Seyfert,3.556427,Weak AGN,Other,False,-0.16788219398541354,7.3227447799511705,"(7.0, 7.5]"
380666621997377536,0.08860182,10.03892,94.25797,9.920371,66.83719,370.2431,-26.72055,48.22072,45.47987,155.0217,0.1501997,0.4187025,14.127,13.857,10.005,0.2699995,3.852,-0.37809444600400866,-0.823330934765104,Star-forming,26.72055,Seyfert,Other,False,388.50475563663326,6.816618108197488,"(6.5, 7.0]"
380666896875284480,0.03156466,24.00784,31.39318,5.204953,23.03995,82.1968,-15.44411,21.59502,14.13639,16.133,1.042009,0.1962728,15.501,15.439,12.074,0.06200027,3.365,-0.707139881899714,0.017871470051276536,Star-forming,15.44411,Star-forming,Other,False,-44.520220122380366,4.897137364325781,"(4.5, 5.0]"
380667996386912256,0.04702791,48.35813,106.6984,18.10244,100.0519,385.3335,-11.82085,98.40243,66.03918,230.6151,0.4833302,0.5984818,13.058,12.971,10.098,0.08699989,2.873,-0.22294905207420093,-0.31575606792010996,Composite,11.82085,Seyfert,Other,False,-23.85027121166189,7.033054203544798,"(7.0, 7.5]"
380668271264819200,0.05791375,37.31209,112.1976,11.69745,17.09919,56.16699,-1.867697,33.02293,21.97727,62.97239,2.182097,1.121164,13.49,13.454,11.355,0.0359993,2.099001,0.049669144339447836,0.338874052223181,LINER,1.867697,RG,Other,False,-30.909173611853628,7.120793357169773,"(7.0, 7.5]"
380670470288074752,0.1251973,16.53636,1.0,5.117669,57.20102,272.5306,-22.11238,36.20047,29.3886,104.0698,0.2890921,0.3818648,14.176,13.895,10.117,0.2809992,3.778001,-0.41809037270895727,-0.5389637761027248,Star-forming,22.11238,Star-forming,Other,False,170.8356660873733,-1.1201405825692026,"(-1.5, -1.0]"
380672119555516416,0.08796962,13.70962,92.46127,6.856913,15.37555,85.18445,-7.349002,22.57385,14.41753,61.00459,0.8916508,0.716147,13.934,13.71,10.465,0.224,3.245,-0.14499782303265213,-0.049805196437655325,Composite,7.349002,Seyfert,Other,False,-64.09151307820908,6.783018032064745,"(6.5, 7.0]"
380672944189237248,0.08466777,8.050294,86.48341,8.408407,34.73243,150.9085,-12.42835,26.32715,16.16511,61.5301,0.2317803,0.4077313,13.62,13.395,9.917,0.2249994,3.478001,-0.3896259481124436,-0.6349234793511622,Star-forming,12.42835,Seyfert,Other,False,-93.6814551573166,6.666329294773426,"(6.5, 7.0]"
380677067357841408,0.08847001,111.6983,62.13023,11.7663,72.20274,258.5695,-42.45456,56.41043,39.31776,32.21374,1.547009,0.1245845,15.547,15.47,11.984,0.07699966,3.486,-0.9045359864344821,0.1894928402921067,Star-forming,42.45456,Star-forming,Other,False,9.419916163504118,6.088937321983601,"(6.0, 6.5]"
380678441747376128,0.08822392,23.41503,50.543,5.210865,46.63878,170.4321,-39.11609,33.86161,26.43758,44.17331,0.5020506,0.2591842,15.474,15.119,11.309,0.3549995,3.81,-0.5863914768059229,-0.2992525095614775,Star-forming,39.11609,Star-forming,Other,False,124.77411023241575,5.728576702039408,"(5.5, 6.0]"
380681465404352512,0.08631442,33.70759,170.6023,10.24775,42.59101,224.7202,-12.27995,45.4361,35.1544,137.7018,0.7914251,0.6127701,13.457,13.209,9.753,0.2480001,3.455999,-0.2127024341747572,-0.10159018022789483,Composite,12.27995,Seyfert,Other,False,114.59238839595477,7.852438642571942,"(7.5, 8.0]"
380683114671794176,0.09752557,18.0818,84.81384,7.109128,48.28942,237.4133,-28.69585,44.3942,29.41037,76.34891,0.3744463,0.3215865,14.424,14.009,10.087,0.415,3.922,-0.49270219095146567,-0.42661045643152407,Star-forming,28.69585,Star-forming,Other,False,-34.71407480812192,6.632295658404593,"(6.5, 7.0]"
380686138328770560,0.08033109,689.5727,157.8036,77.54578,193.2803,788.7571,-32.08603,230.5746,205.9631,656.2535,3.567735,0.8320096,12.968,12.782,8.909,0.1860008,3.872999,-0.07987166264801016,0.5523925888902443,Seyfert,32.08603,Seyfert,Other,False,301.07116875692475,7.716289382040337,"(7.5, 8.0]"
380688337352026112,0.08129423,11.77125,146.7715,6.406796,31.31364,151.6317,-10.66403,30.07664,12.82868,74.9314,0.3759144,0.4941671,14.137,13.987,11.248,0.1499996,2.739,-0.306126171851943,-0.42491103762549004,Star-forming,10.66403,Seyfert,Other,False,-293.2881542525162,7.589759183005776,"(7.5, 8.0]"
380691910764816384,0.08273205,237.0618,45.71692,14.77003,134.2454,490.6842,-112.4621,76.99851,52.17877,77.82402,1.765884,0.1586031,16.525,16.135,12.116,0.3899994,4.019,-0.7996883283693826,0.24696217160025755,Star-forming,112.4621,Star-forming,Other,False,-15.534413512634456,5.553368811923393,"(5.5, 6.0]"
380694109788071936,0.08481137,30.99754,126.976,12.97315,18.16785,47.48316,-1.999564,21.63789,11.75114,54.13907,1.706175,1.140174,13.264,13.195,12.425,0.06900024,0.7699995,0.056971133330739575,0.23202357409792504,LINER,1.999564,RG,Other,False,-174.15847339243686,7.336820417475026,"(7.0, 7.5]"
380694659543885824,0.04741273,29.5652,80.47111,23.23398,97.46541,604.0483,-18.70069,89.77892,75.0293,475.3626,0.3033404,0.7869612,12.522,12.232,8.273,0.29,3.959001,-0.10404667938336118,-0.5180697448867324,Composite,18.70069,Seyfert,Other,False,207.5484589328082,6.540532184975563,"(6.5, 7.0]"
380695759055513600,0.08274806,15.71467,103.0846,5.829391,38.21106,175.6896,-11.7314,30.89508,23.55783,83.27925,0.4112597,0.4740136,13.185,12.97,9.421,0.2150002,3.549001,-0.3242091977347287,-0.38588384562119343,Star-forming,11.7314,Seyfert,Other,False,98.59100831163626,6.972898453509883,"(6.5, 7.0]"
380700431979931648,0.08331946,67.25628,55.63037,11.48088,82.42956,285.0009,-38.87514,53.55975,41.86309,59.8765,0.8159243,0.2100923,15.144,15.073,11.289,0.0710001,3.784,-0.6775898644374119,-0.08835013244384163,Star-forming,38.87514,Star-forming,Other,False,126.02516019878686,5.896013450247396,"(5.5, 6.0]"
380704005392721920,0.08498829,36.2645,58.2947,6.311953,41.81068,136.6559,-29.89035,32.01079,22.23953,29.69289,0.8673502,0.2172822,15.353,15.323,12.187,0.02999973,3.136,-0.6629758501102736,-0.06180551703402012,Star-forming,29.89035,Star-forming,Other,False,6.493949774741906,5.977688285454805,"(5.5, 6.0]"
380706754171791360,0.0871837,21.67582,166.0076,11.49965,13.19365,130.7515,-8.641083,30.568,24.55648,103.9033,1.642898,0.7946625,13.193,12.984,9.745,0.2089996,3.239,-0.09981728078873536,0.2156106009199938,LINER,8.641083,Seyfert,Other,False,158.06396678087583,7.80477386063665,"(7.5, 8.0]"
380710052706674688,0.1192311,43.98188,118.6968,11.53075,80.37621,376.0836,-33.27125,67.68327,44.27594,117.4382,0.5472003,0.3122662,14.111,13.773,9.889,0.3380003,3.884,-0.5054750216868769,-0.2618536731879606,Star-forming,33.27125,Star-forming,Other,False,-45.07783376150002,7.219104240740953,"(7.0, 7.5]"
380711701974116352,0.08280846,6.96676,38.50749,5.113669,32.23905,149.5972,-10.32913,21.89662,11.75351,51.59914,0.216097,0.3449206,13.476,13.331,10.436,0.1449995,2.895,-0.46228086710212796,-0.6653512622351733,Star-forming,10.32913,Star-forming,Other,False,-181.0062038592201,5.253751166890487,"(5.0, 5.5]"
380719123677603840,0.05448836,13.82728,62.75942,5.32809,64.48948,266.8909,-19.84893,41.5801,28.91096,89.08099,0.2144114,0.333773,13.897,13.764,9.938,0.1330004,3.826,-0.4765487977504631,-0.668752127442546,Star-forming,19.84893,Star-forming,Other,False,7.219072283527097,6.106528681217418,"(6.0, 6.5]"
380720772945045504,0.04718365,302.7914,42.4314,10.56224,108.7476,321.6899,-43.87851,49.41533,29.65996,25.14119,2.784351,0.07815351,15.614,15.763,12.751,-0.1489992,3.011999,-1.107051512342172,0.4447239822871194,Star-forming,43.87851,Star-forming,Other,False,-109.85024687426224,5.423162609870303,"(5.0, 5.5]"
380721872456673280,0.0227401,32.62581,57.09281,6.721647,156.6108,550.5768,-31.11313,92.11311,77.45572,169.1295,0.2083241,0.3071861,13.164,13.068,9.323,0.09599972,3.745,-0.5125984397794413,-0.6812604857335719,Star-forming,31.11313,Star-forming,Other,False,215.64348118639484,5.941316720543542,"(5.5, 6.0]"
380722422212487168,0.05613316,31.03659,82.14203,13.88304,144.3455,571.5999,-32.03024,103.3433,71.71249,226.8975,0.215016,0.3969516,13.855,13.673,9.933,0.1819992,3.740001,-0.40126244319743704,-0.6675292216975734,Star-forming,32.03024,Star-forming,Other,False,5.418514148240186,6.576412452047718,"(6.5, 7.0]"
380728744404346880,0.08437574,31.65553,204.2629,13.9376,35.47415,138.0761,-5.255036,34.86821,29.54472,139.2856,0.892355,1.00876,13.18,13.066,11.043,0.1140003,2.023,0.0037878529824617517,-0.04946233859488347,LINER,5.255036,Weak AGN,Other,False,225.8322512189125,8.166821181153983,"(8.0, 8.5]"
381680371684632576,0.04691055,472.5332,126.113,15.51013,61.54074,173.5558,-4.703576,81.81868,70.93546,237.8198,7.67838,1.370279,12.871,12.837,10.663,0.0340004,2.174,0.13680900206458196,0.8852696013759906,Seyfert,4.703576,Weak AGN,Other,False,257.44827063768133,7.324914042138137,"(7.0, 7.5]"
381680921440446464,0.1288053,155.1748,131.5129,29.01006,31.7343,206.7124,-22.17135,73.57258,41.61586,158.8288,4.889812,0.7683561,13.779,13.466,10.476,0.3130007,2.99,-0.11443745650217026,0.6892921620004837,Seyfert,22.17135,Seyfert,Other,False,-149.26553015289056,7.3981122026394,"(7.0, 7.5]"
381682295829981184,0.04670962,109.4865,42.89713,10.07017,104.5269,307.8759,-50.35885,70.76371,53.48873,68.75621,1.047448,0.2233245,15.257,15.171,11.622,0.08600044,3.549,-0.651063629677606,0.02013247185444937,Star-forming,50.35885,Star-forming,Other,False,89.22307820322997,5.442220930223925,"(5.0, 5.5]"
381683395341608960,0.115478,42.91957,85.27535,6.820603,58.86856,230.0456,-39.74689,46.12148,31.12302,60.37823,0.7290745,0.262462,15.113,14.933,10.712,0.1800003,4.221,-0.580933566105431,-0.13722809131746935,Star-forming,39.74689,Star-forming,Other,False,-19.168311205124663,6.641769929963388,"(6.5, 7.0]"
381685869242771456,0.1139948,98.61997,134.8942,16.31711,25.2997,156.8523,-11.71933,43.9415,33.5085,69.26318,3.898069,0.4415823,14.002,13.647,10.864,0.3549995,2.783,-0.35498834281143765,0.5908495223275317,Seyfert,11.71933,Seyfert,Other,False,98.67605980307228,7.44243239041334,"(7.0, 7.5]"
381686418998585344,0.08227044,15.5821,1.0,5.621019,39.05538,162.8354,-18.97668,34.48288,24.27408,51.67887,0.3989745,0.3173688,14.382,14.246,10.511,0.1359997,3.735001,-0.4984357702524118,-0.3990548608625959,Star-forming,18.97668,Star-forming,Other,False,18.537654599383572,-1.1201405825692026,"(-1.5, -1.0]"
381689442655561728,0.1430276,33.44276,83.27651,7.124912,26.28142,110.7046,-19.39799,23.18905,16.7162,50.69469,1.272487,0.4579276,14.882,14.39,10.597,0.4919996,3.793,-0.33920318008778627,0.10465335418592471,Composite,19.39799,Seyfert,Other,False,41.062985652793984,6.600359932636324,"(6.5, 7.0]"
381691091923003392,0.06542031,114.7299,46.29948,20.15457,127.0648,524.3807,-48.83255,98.45021,67.21549,134.3804,0.9029247,0.256265,14.198,13.999,10.229,0.1990004,3.77,-0.5913107045642083,-0.044348466450688476,Star-forming,48.83255,Star-forming,Other,False,-9.039821968963935,5.575475393239101,"(5.5, 6.0]"
381696039725328384,0.06526105,14.98912,57.27623,11.72619,65.36608,337.5305,-21.7727,49.90633,35.33918,131.0621,0.2293103,0.3882971,13.763,13.548,9.619,0.2149992,3.929,-0.41083585297365527,-0.639576437495533,Star-forming,21.7727,Star-forming,Other,False,24.03753981829076,5.94691660344725,"(5.5, 6.0]"
381696864359049216,0.09520847,64.47765,74.20412,29.25324,140.7915,871.6661,-78.22124,151.9809,120.3614,356.0757,0.4579656,0.4085,13.75,13.127,8.862,0.6230001,4.264999,-0.38880793913156575,-0.339167142719408,Star-forming,78.22124,Seyfert,Other,False,141.15466093878294,6.39898005410852,"(6.0, 6.5]"
381700437771839488,0.07489141,34.7762,69.64085,18.82406,197.4749,901.9723,-53.04851,146.0004,102.9917,335.8922,0.1761044,0.3723975,13.845,13.597,9.433,0.2480001,4.164001,-0.42899324321123516,-0.7542297929716888,Star-forming,53.04851,Star-forming,Other,False,20.482228888438136,6.2881729516967795,"(6.0, 6.5]"
381702361917188096,0.0764561,79.47032,63.83957,11.5262,152.4977,509.0274,-44.82506,89.07764,59.41905,158.1552,0.5211247,0.3107008,14.537,14.475,10.335,0.06199932,4.14,-0.5076576285115585,-0.2830583418793321,Star-forming,44.82506,Star-forming,Other,False,-28.981546928553986,6.1363210289076635,"(6.0, 6.5]"
381702911673001984,0.004502184,11565.24,21.25643,82.19482,2881.721,8893.143,-1219.987,526.174,388.1546,390.0643,4.01331,0.04386124,15.429,14.737,9.902,0.6919994,4.835,-1.3579190945566908,0.6035027072268851,Star-forming,1219.987,Star-forming,Other,False,63.94183701513324,4.216370531606159,"(4.0, 4.5]"
381703736306722816,0.08760686,17.04743,127.4392,5.688499,11.66586,42.98937,-3.337059,13.57923,13.67287,16.59516,1.461308,0.3860294,13.865,13.769,12.029,0.09599972,1.74,-0.41337961819990215,0.16474176186369335,Composite,3.337059,Star-forming,Other,False,509.8629783639636,7.343177624227464,"(7.0, 7.5]"
381704011184629760,0.075958,48.75401,69.71239,11.17612,76.48396,295.0302,-37.05271,54.53475,53.59633,161.3066,0.637441,0.546746,14.791,14.45,10.667,0.3410006,3.783,-0.2622143855821081,-0.19556000628257902,Composite,37.05271,Seyfert,Other,False,462.60478648464687,6.289965505762384,"(6.0, 6.5]"
381704560940443648,0.004612013,2526.103,28.71104,30.04369,727.5592,2194.562,-185.5073,193.4168,138.0246,95.73795,3.472024,0.04362508,14.698,14.51,10.857,0.1879997,3.653,-1.3602637636195443,0.5405827185296679,Star-forming,185.5073,Star-forming,Other,False,31.34801180184371,4.741216092837093,"(4.5, 5.0]"
381705660452071424,0.07554249,16.10434,23.51672,6.179398,42.30794,158.8285,-22.34115,29.36655,23.68995,53.86381,0.3806459,0.3391319,14.905,14.722,10.926,0.1829996,3.796,-0.469631356956289,-0.4194788437032333,Star-forming,22.34115,Star-forming,Other,False,163.09994181529873,4.392793945612551,"(4.0, 4.5]"
