RAJ2000,DEJ2000,plate,fiberid,mjd,iMAG,logLbol,e_logLbol,logLBHb,e_logLBHb,W_BHb_,e_W_BHb_,EWBHb,e_EWBHb,SN_Hb_,logBH,e_logBH,logEdd,specobjid,z,h_beta_flux,fwhm_hbeta
204.96996,12.30465,1700,546,53502,-22.96,45.301,0.003,42.31,0.04,4385.9,516.8,46.5,4.9,19.63,8.36,0.1,-1.16,1914179983723489280,0.2733904,156.1231,1177.4
205.01251,36.50442,2101,118,53858,-22.77,45.206,0.004,42.16,0.04,6605.7,276.5,41.9,4.5,20.92,8.67,0.04,-1.56,2365548204595898368,0.2842707,81.6624,1177.4
205.13341,5.36627,854,335,52373,-23.24,45.4,0.004,42.6,0.02,6184.9,404.9,67.6,5.3,29.49,8.71,0.06,-1.41,961610644354787328,0.2745452,239.9653,1177.4
205.14717,55.82548,1322,389,52791,-22.81,45.203,0.004,42.16,0.03,6089.2,478.2,40.6,3.0,17.56,8.6,0.07,-1.49,1488546651176986624,0.2466999,128.5294,656.7194
205.30804,-0.88751,299,133,51671,-23.6,45.313,0.01,42.74,0.07,2127.8,494.7,121.9,28.0,36.62,7.74,0.2,-0.53,336680658942322688,0.2374521,1711.321,1177.4
205.52737,5.08997,854,398,52373,-23.94,45.605,0.001,42.76,0.07,1679.3,714.0,62.9,8.1,36.17,7.68,0.37,-0.17,961627961662924800,0.2657104,1265.397,1177.4
205.56741,1.92186,529,195,52025,-22.81,45.187,0.005,41.89,0.07,3204.3,172.1,23.0,3.9,16.8,8.03,0.05,-0.95,595654685885491200,0.2727271,110.332,493.8071
205.80275,47.23168,1284,230,52736,-23.26,45.282,0.01,42.25,0.08,1598.2,847.2,41.2,7.1,17.08,7.48,0.46,-0.29,1445718748207015936,0.267134,385.2041,1177.4
205.86363,8.37615,1804,238,53886,-23.04,45.391,0.005,42.4,0.04,7731.7,537.5,46.5,4.7,25.24,8.9,0.06,-1.61,2031188918082234368,0.2424477,157.8835,991.7527
205.87457,28.05593,2017,180,53474,-22.49,45.003,0.004,42.02,0.04,3790.9,499.5,47.7,4.4,16.05,8.09,0.11,-1.18,2270989648408897536,0.2275464,210.1016,1177.4
205.95883,28.03497,2017,168,53474,-22.47,45.03,0.006,42.15,0.04,6022.3,261.8,59.6,5.6,18.21,8.5,0.04,-1.57,2270986349874014208,0.2114582,172.4877,513.3046
205.96996,1.00264,299,580,51671,-22.82,45.29,0.005,42.29,0.04,7863.0,1357.3,45.0,4.4,21.1,8.86,0.15,-1.67,336803529366726656,0.2550515,72.71386,374.1746
205.98643,25.64658,2246,66,53767,-22.28,44.931,0.001,42.07,0.03,3261.8,252.6,59.2,3.4,45.55,7.92,0.07,-1.09,2528789395910191104,0.0863796,2033.969,1177.4
206.0255,39.47152,1377,206,53050,-23.15,45.241,0.003,42.13,0.08,2509.2,506.2,34.7,5.3,18.99,7.85,0.18,-0.71,1550420847741659136,0.2667046,358.2425,1177.4
206.08698,66.62155,497,466,51989,-23.1,45.472,0.002,42.45,0.01,2811.2,99.9,40.8,1.6,43.62,8.06,0.03,-0.69,559700380175329280,0.1277341,2236.087,1177.4
206.21919,-1.24786,913,407,52433,-22.53,45.005,0.005,41.92,0.05,7272.4,2015.0,38.9,4.9,19.01,8.65,0.24,-1.75,1028058531074435072,0.1779683,102.1598,393.0479
206.2477,-0.26654,300,272,51943,-23.38,45.242,0.008,42.5,0.04,2389.8,132.7,79.6,10.0,22.11,7.8,0.05,-0.66,337844771441633280,0.2447907,993.4495,1177.4
206.40755,63.52516,604,494,52079,-22.37,44.998,0.004,42.16,0.04,1676.3,342.4,62.1,5.9,18.62,7.37,0.18,-0.48,680179368298833920,0.175201,923.1448,1177.4
206.4521,11.74543,1701,200,53142,-22.57,45.123,0.002,42.33,0.01,3695.5,293.0,70.4,2.2,34.01,8.12,0.07,-1.1,1915210769834731520,0.1263564,1036.224,1177.4
206.56621,58.00226,1158,359,52668,-22.56,45.116,0.003,41.88,0.05,7201.9,1081.4,28.1,3.3,24.7,8.7,0.13,-1.68,1303890818053990400,0.1626487,261.0046,1177.4
206.5731,62.34597,604,90,52079,-22.53,44.818,0.004,42.03,0.01,7649.3,193.9,76.6,3.2,27.77,8.6,0.02,-1.89,680068317624428544,0.1161843,522.8646,1177.4
206.62306,10.87406,1701,131,53142,-23.54,45.425,0.003,42.38,0.02,5578.3,271.8,40.7,2.3,22.18,8.63,0.04,-1.31,1915191803259152384,0.2909273,148.6421,1177.4
206.64572,31.35939,2024,237,53503,-22.66,45.144,0.006,41.97,0.05,2049.4,203.9,30.3,3.8,17.64,7.62,0.09,-0.58,2278886616284030976,0.2464555,299.1662,1177.4
206.66679,-3.00365,913,132,52433,-22.43,45.124,0.002,41.99,0.1,1606.1,690.2,32.7,5.8,18.75,7.4,0.37,-0.38,1027982939650025472,0.2230707,313.4665,1177.4
206.69362,31.26575,2024,225,53503,-22.41,45.071,0.005,41.99,0.05,7077.9,687.8,39.0,4.6,16.27,8.66,0.08,-1.69,2278883317749147648,0.2318997,39.36084,1177.4
206.77046,14.69379,1776,612,53858,-22.86,45.316,0.001,41.97,0.02,1845.5,59.3,19.8,1.4,45.73,7.62,0.03,-0.4,1999766524558075904,0.1341881,1311.827,1177.4
206.88786,13.66708,1776,28,53858,-23.57,45.34,0.005,42.46,0.02,8417.1,207.1,58.6,3.6,25.81,8.95,0.02,-1.71,1999605995860420608,0.2828774,125.221,879.0079
206.90607,30.21452,2094,630,53851,-22.94,45.16,0.007,42.51,0.01,6555.2,122.2,95.7,3.0,41.61,8.64,0.02,-1.58,2357807642618914816,0.1175316,1342.066,1177.4
206.95029,40.77574,1377,514,53050,-23.11,45.257,0.004,42.23,0.06,5208.2,415.1,43.5,5.4,19.69,8.49,0.07,-1.33,1550505510136997888,0.2707613,91.76868,1177.4
206.95824,40.76028,1377,554,53050,-22.43,44.87,0.004,41.97,0.03,3732.6,494.4,58.7,4.3,19.52,8.01,0.12,-1.24,1550516505253275648,0.1604147,493.3671,1177.4
206.9706,10.09219,1804,633,53886,-22.82,45.209,0.004,41.98,0.09,1884.9,1186.3,26.0,4.9,17.71,7.58,0.55,-0.47,2031297494855477248,0.2801969,135.7899,1177.4
207.017,60.52518,786,150,52319,-23.14,45.226,0.002,42.39,0.02,2115.0,266.2,62.6,3.2,24.96,7.69,0.11,-0.56,884998597370734592,0.2376035,687.257,1177.4
207.08755,50.06027,1669,63,53433,-23.53,45.381,0.002,42.47,0.07,1438.8,691.4,53.4,7.1,22.39,7.43,0.42,-0.15,1879144319424686080,0.2932138,719.9677,1177.4
207.08974,38.56363,2014,440,53460,-22.59,45.031,0.004,42.18,0.1,1407.6,516.9,62.6,9.8,16.72,7.24,0.32,-0.31,2267683416709294080,0.2473611,574.8809,1146.114
207.09299,24.94727,2115,265,53535,-23.27,45.369,0.004,42.51,0.02,4834.3,232.5,60.3,3.6,23.73,8.48,0.04,-1.21,2381351204924975104,0.2934271,183.9163,1177.4
207.11195,-0.99553,300,206,51943,-22.57,45.117,0.005,42.22,0.05,5518.0,379.1,61.1,6.8,19.33,8.47,0.06,-1.45,337826629499774976,0.2341849,114.511,1177.4
207.36906,3.98487,855,251,52375,-22.46,45.071,0.006,42.27,0.04,7371.3,454.3,74.3,6.6,17.13,8.7,0.05,-1.73,962713454551001088,0.2534572,55.67508,1177.4
207.40871,3.59552,855,250,52375,-22.41,45.114,0.004,41.81,0.04,3463.5,393.3,23.2,2.7,17.77,8.06,0.1,-1.05,962713179673094144,0.2024562,112.2265,1177.4
207.44894,4.86781,854,621,52373,-22.48,45.074,0.003,42.16,0.02,2892.4,300.9,56.1,3.5,21.63,7.89,0.09,-0.91,961689259436173312,0.1867498,341.4805,1177.4
207.53564,23.52947,2783,397,54524,-23.27,45.392,0.005,42.41,0.02,11098.1,776.5,47.9,2.5,31.5,9.21,0.06,-1.92,3133488643172231168,0.2706638,82.67503,1177.4
207.55103,18.21636,2755,65,54507,-22.88,45.194,0.007,42.51,0.01,10247.0,723.9,95.5,4.2,20.24,9.04,0.06,-1.95,3101872186030319616,0.2155004,156.4176,1177.4
207.72105,25.39171,2115,556,53535,-23.32,45.33,0.004,42.32,0.02,4418.5,454.9,43.7,1.9,24.04,8.38,0.09,-1.15,2381431194395895808,0.2988524,146.7687,1177.4
207.7793,65.52428,497,44,51989,-22.93,45.2,0.001,42.57,0.02,6398.9,3786.5,103.1,5.8,16.41,8.64,0.51,-1.54,559584381698598912,0.2987612,130.8399,1177.4
207.89856,13.95609,1778,350,53883,-22.54,45.018,0.006,41.97,0.04,3155.7,310.4,40.4,4.0,15.51,7.93,0.09,-1.02,2001946306779572224,0.2591701,173.6967,1177.4
208.02585,3.17364,530,575,52026,-22.94,45.023,0.005,42.47,0.01,7456.3,259.8,126.0,4.1,19.03,8.68,0.03,-1.76,596885039413749760,0.2426316,219.4765,441.1365
208.13672,12.72259,1778,283,53883,-23.05,45.194,0.005,42.24,0.03,8549.2,608.5,51.6,3.5,21.05,8.89,0.06,-1.79,2001927889959806976,0.2384233,99.04922,835.9048
208.35884,36.34707,2033,512,53476,-25.3,46.039,0.001,43.42,0.02,2926.2,259.8,101.9,3.8,44.27,8.38,0.08,-0.44,2289095306417039360,0.2848447,3167.782,1177.4
208.44586,35.72405,2033,57,53476,-22.76,45.05,0.003,42.28,0.04,3600.4,185.1,75.0,7.0,17.52,8.06,0.04,-1.11,2288970236969379840,0.1894373,569.4219,1177.4
208.60869,14.69763,1777,612,53857,-22.63,45.135,0.006,42.26,0.04,4003.7,308.4,57.7,6.9,19.59,8.2,0.07,-1.16,2000892424448141312,0.2141182,299.8891,1177.4
208.6487,18.08819,2756,228,54508,-23.5,45.404,0.065,43.06,0.02,4651.7,275.6,193.4,35.0,27.5,8.46,0.06,-1.16,3103042891052771328,0.1514729,2094.599,1177.4
208.69939,42.11152,1346,278,52822,-22.7,45.027,0.006,42.29,0.02,5741.0,406.6,83.5,4.8,16.56,8.46,0.06,-1.53,1515537738013632512,0.2318444,245.0868,1177.4
208.81184,29.92454,2116,520,53854,-22.74,45.203,0.006,41.83,0.09,1888.7,252.1,19.2,5.5,16.81,7.58,0.12,-0.48,2382547204050020352,0.2972019,150.8058,599.7343
208.95918,20.7707,2770,433,54510,-24.78,45.882,0.001,43.12,0.02,2637.2,323.3,77.3,3.2,56.97,8.21,0.11,-0.43,3118861839753046016,0.1965366,4131.215,1177.4
209.10649,25.2566,2119,479,53792,-23.95,45.498,0.002,42.94,0.01,3370.4,75.9,121.2,2.7,41.3,8.23,0.02,-0.83,2385913632736176128,0.1637161,2766.563,1177.4
209.23982,8.05241,1807,282,54175,-22.84,45.316,0.003,42.39,0.07,2756.0,1026.7,51.1,8.7,24.13,7.97,0.32,-0.75,2034578717279283200,0.2788069,360.7906,1177.4
209.30255,17.07892,2743,576,54259,-22.56,45.136,0.006,42.44,0.02,4850.0,139.2,88.7,4.6,33.13,8.37,0.03,-1.33,3088501845597906944,0.1502831,531.9232,1177.4
209.50679,11.89218,1702,597,53144,-22.69,45.057,0.009,42.28,0.07,4523.1,298.6,75.0,12.0,15.26,8.27,0.06,-1.31,1916445796304185344,0.2667643,173.2774,1177.4
209.55501,28.53665,2118,564,53820,-22.31,44.935,0.005,41.91,0.03,6011.0,416.3,45.6,3.7,16.24,8.45,0.06,-1.62,2384811097921185792,0.2164237,86.3111,1177.4
209.58208,36.06712,1838,410,53467,-22.82,45.34,0.006,42.41,0.04,3656.5,655.3,52.3,4.8,23.52,8.22,0.16,-0.98,2069516786885224448,0.2799086,223.9284,1177.4
209.73915,16.2478,2743,581,54259,-22.34,44.894,0.001,42.3,0.02,3872.6,638.9,114.3,6.5,15.74,8.05,0.14,-1.26,3088503219987441664,0.2196604,409.3099,743.8288
209.78336,0.45886,301,505,51942,-22.82,45.081,0.005,41.78,0.07,3769.1,1229.1,23.4,3.8,16.68,8.12,0.28,-1.14,339034717884016640,0.2567531,209.2478,1087.856
209.92976,-0.57348,301,142,51942,-22.51,45.008,0.002,42.28,0.02,2162.2,163.9,85.6,3.2,29.52,7.6,0.07,-0.69,338934937203795968,0.1631027,779.7177,1177.4
210.12558,0.36904,301,545,51942,-23.06,45.238,0.003,42.26,0.03,2899.8,224.1,46.5,3.8,22.99,7.97,0.07,-0.83,339045713000294400,0.2585477,312.2499,1177.4
210.14029,15.74224,2743,26,54259,-22.53,45.072,0.003,42.16,0.05,3772.2,429.0,56.8,6.2,16.79,8.12,0.1,-1.14,3088350662749087744,0.2151691,255.7214,1177.4
210.25676,40.90882,1346,86,52822,-23.16,45.189,0.003,42.62,0.03,2081.5,562.1,119.7,8.8,20.42,7.66,0.23,-0.57,1515484961455499264,0.2068584,1116.408,1177.4
210.33385,18.48414,2757,462,54509,-22.56,45.126,0.004,42.24,0.03,6836.4,236.0,60.3,5.2,18.47,8.66,0.03,-1.63,3104233112406616064,0.2308016,101.603,1177.4
210.40263,4.27423,856,10,52339,-23.26,45.368,0.002,42.39,0.09,1899.7,614.8,45.8,7.9,28.05,7.67,0.28,-0.4,963773108278290432,0.1642211,1758.235,1177.4
210.44594,23.40369,2784,481,54529,-23.17,45.325,0.012,42.34,0.04,7858.1,380.0,45.8,5.3,32.97,8.88,0.04,-1.65,3134637632907143168,0.214991,203.1797,1177.4
210.4986,29.57025,2122,200,54178,-23.45,45.355,0.003,42.24,0.05,3934.9,1411.9,35.4,4.0,21.88,8.29,0.31,-1.04,2389214647996672000,0.2972041,268.0277,1177.4
210.50229,42.07821,1346,116,52822,-22.56,44.94,0.003,42.21,0.02,6485.1,261.9,85.1,3.6,18.23,8.52,0.04,-1.68,1515493207792707584,0.1680428,343.0688,775.2787
210.51982,29.66302,2122,436,54178,-22.65,45.133,0.008,42.24,0.06,3378.6,515.4,57.7,7.3,22.93,8.05,0.13,-1.02,2389279519182710784,0.1963692,356.9352,1177.4
210.7133,26.52155,2120,59,53852,-23.78,45.531,0.039,42.79,0.07,5145.9,1009.4,82.1,28.0,38.69,8.62,0.17,-1.18,2386924084928735232,0.187615,854.1714,1177.4
210.71722,4.99241,582,384,52045,-22.5,45.071,0.006,42.02,0.04,10777.9,1126.0,41.0,4.5,15.29,9.03,0.09,-2.06,655379333208107008,0.253616,30.66834,630.088
210.81631,22.97926,2784,535,54529,-22.95,45.295,0.001,42.38,0.01,9383.4,1361.2,54.4,1.1,43.82,9.02,0.13,-1.82,3134652476314118144,0.1600988,354.0004,1063.831
210.87303,13.84591,1704,389,53178,-22.59,45.078,0.003,42.31,0.02,5044.4,203.3,75.9,3.8,18.61,8.37,0.04,-1.39,1918640422083651584,0.1992838,243.5901,1177.4
210.90182,17.69337,2757,152,54509,-24.14,45.9,0.001,42.88,0.07,8298.6,577.8,40.5,5.8,49.8,9.21,0.06,-1.41,3104147900255463424,0.2253893,317.9666,1177.4
211.01747,46.70269,1286,384,52725,-22.89,45.269,0.003,42.25,0.03,11152.3,964.2,43.8,3.6,19.9,9.16,0.08,-1.99,1448012879033821184,0.2369364,77.77452,613.8095
211.02988,21.556,2771,419,54527,-24.57,45.884,0.002,43.13,0.03,2848.7,292.6,76.6,4.5,52.68,8.28,0.09,-0.49,3119983891654404096,0.2610683,1618.641,1177.4
211.03282,18.86899,2757,534,54509,-22.85,45.239,0.003,42.33,0.02,2076.6,84.2,54.4,2.4,19.87,7.68,0.04,-0.54,3104252903615916032,0.2451501,498.8271,1177.4
211.03526,4.68953,582,428,52045,-22.54,45.126,0.004,41.83,0.03,3815.9,241.0,22.5,1.5,18.66,8.15,0.05,-1.13,655391427836012544,0.2393308,150.5186,1177.4
211.24039,61.89123,605,120,52353,-23.04,45.249,0.007,42.59,0.03,2792.7,494.6,96.4,5.3,18.38,7.94,0.15,-0.79,681202468465436672,0.2690632,471.6942,1177.4
211.26102,47.12986,1285,39,52723,-22.68,45.043,0.03,42.35,0.05,3239.7,215.1,89.6,15.0,25.19,7.97,0.06,-1.03,1446792146215528448,0.1514203,834.8927,1177.4
211.37717,28.45683,2122,46,54178,-22.63,45.112,0.005,42.53,0.04,6834.1,495.4,117.3,12.0,18.54,8.65,0.06,-1.64,2389172316799002624,0.2514291,215.3567,1177.4
211.59122,22.39626,2784,10,54529,-22.71,45.142,0.001,42.21,0.03,1524.9,585.1,51.0,3.4,47.86,7.36,0.33,-0.32,3134508165412972544,0.09831072,4170.931,980.4828
211.61371,61.48055,606,290,52365,-22.63,45.014,0.004,42.11,0.03,9746.6,2076.7,59.5,4.8,20.82,8.91,0.19,-2.0,682375097817786368,0.1808696,194.0835,690.4115
211.74461,14.71066,2745,295,54231,-24.49,45.878,0.005,43.18,0.01,4512.2,96.3,84.9,2.3,42.95,8.67,0.02,-0.9,3090676404249978880,0.265141,944.1344,1177.4
211.75166,28.45407,2123,443,53793,-22.98,45.266,0.001,42.42,0.01,7341.3,250.5,66.6,1.5,48.85,8.79,0.03,-1.63,2390407336775673856,0.07700984,1357.127,1177.4
211.99046,32.53594,2121,631,54180,-22.97,45.205,0.005,42.47,0.02,6500.5,341.1,81.6,4.3,24.06,8.66,0.05,-1.55,2388207220501276672,0.2565132,164.8087,1177.4
212.11594,24.15685,2124,91,53770,-22.77,45.217,0.002,42.06,0.06,1620.6,67.7,31.6,4.2,35.4,7.45,0.04,-0.34,2391436479273396224,0.1303311,1565.531,1177.4
212.16252,63.10015,605,568,52353,-24.06,45.723,0.005,43.07,0.02,4647.8,286.3,95.1,5.0,39.12,8.62,0.05,-1.0,681325613767747584,0.2606139,674.885,1177.4
212.3098,56.94048,1159,65,52669,-23.07,45.21,0.004,42.07,0.06,1737.4,1285.8,35.1,4.6,19.7,7.51,0.64,-0.4,1304935903872968704,0.2383302,261.4418,1177.4
212.59206,20.24884,2771,71,54527,-22.6,44.873,0.009,42.34,0.04,5822.6,209.9,134.0,11.0,17.12,8.39,0.03,-1.62,3119888234142787584,0.2015326,351.5498,1177.4
212.67291,22.5603,2785,499,54537,-22.93,45.032,0.003,42.18,0.02,3689.1,209.1,66.2,3.6,24.14,8.08,0.05,-1.14,3135768480750528512,0.1724894,571.5805,1177.4
212.67485,31.67539,2125,432,53795,-22.54,45.138,0.003,42.14,0.02,4175.6,261.7,45.0,2.5,23.62,8.24,0.05,-1.2,2392656112965937152,0.1877306,267.1736,1177.4
212.72264,9.17416,1809,602,53792,-23.64,45.245,0.002,42.7,0.01,2568.0,76.0,126.9,3.2,36.17,7.87,0.03,-0.72,2036918471597516800,0.17813,2506.536,1177.4
212.81967,19.74446,2772,231,54529,-23.7,45.527,0.003,42.94,0.03,3431.0,65.5,111.5,7.2,36.64,8.26,0.02,-0.83,3121058114548295680,0.2385001,930.851,1177.4
212.88275,44.33362,1467,637,53115,-22.97,45.288,0.004,42.04,0.04,6779.1,377.5,26.2,2.4,19.5,8.73,0.05,-1.55,1651870312825907200,0.2592131,67.73352,1177.4
212.93848,10.50324,1705,133,53848,-23.26,45.428,0.007,42.57,0.03,7450.8,1204.2,60.9,4.3,24.65,8.88,0.14,-1.56,1919695964487051264,0.2870272,173.1083,1177.4
213.05675,2.20059,532,635,51993,-23.51,45.254,0.008,42.45,0.03,14826.0,2499.1,70.5,5.5,16.77,9.4,0.15,-2.24,599153331348203520,0.2951642,117.3503,540.926
213.05676,64.59415,498,105,51984,-23.91,45.419,0.002,42.85,0.01,3838.1,128.0,119.4,4.1,31.35,8.3,0.03,-0.99,560727049073879040,0.2883833,782.2548,1177.4
213.16348,9.51344,1810,439,53794,-23.35,45.395,0.002,42.55,0.02,3193.7,86.6,63.8,2.8,27.76,8.13,0.02,-0.84,2037999566439081984,0.2848062,483.3466,1177.4
213.31369,29.1105,2126,496,53794,-23.2,45.339,0.004,42.49,0.03,6370.3,683.2,62.2,4.5,26.31,8.7,0.09,-1.47,2393799605042046976,0.2252883,205.0993,1177.4
213.35474,34.25719,1839,511,53471,-22.73,45.219,0.003,42.18,0.09,1666.9,783.5,40.4,6.3,18.76,7.48,0.41,-0.36,2070670449527777280,0.2769306,281.2191,1177.4
213.46526,28.36807,2126,85,53794,-23.32,45.383,0.004,42.53,0.02,4991.0,535.7,64.1,2.9,26.19,8.51,0.09,-1.23,2393686630222292992,0.2475406,246.484,1177.4
213.67513,16.96866,2758,14,54523,-22.84,44.981,0.017,42.56,0.02,7387.9,248.8,176.3,11.0,21.28,8.65,0.03,-1.77,3105235867246028800,0.2375693,285.3593,1177.4
213.77463,4.76282,583,497,52055,-22.57,45.084,0.004,42.41,0.05,3994.1,162.8,92.7,11.0,18.55,8.17,0.04,-1.19,656536294486206464,0.2413322,218.3956,1177.4
213.98683,5.34154,583,527,52055,-22.31,44.979,0.004,41.94,0.03,3650.4,939.1,42.1,3.8,29.37,8.04,0.22,-1.16,656544540823414784,0.1263514,538.2548,1177.4
213.98857,49.89293,1672,363,53460,-22.31,45.065,0.007,41.61,0.04,2946.9,188.6,15.6,1.5,18.01,7.9,0.06,-0.93,1882604482970281984,0.1854482,237.2337,502.1912
214.25345,44.93511,1287,296,52728,-22.99,45.139,0.002,42.33,0.03,2918.2,108.6,72.1,4.9,37.29,7.93,0.03,-0.89,1449114589735184384,0.1137073,1965.385,1177.4
214.49271,36.12817,1644,349,53144,-22.82,44.98,0.005,42.35,0.05,2676.7,260.7,104.4,11.0,16.05,7.77,0.08,-0.89,1851075431986391040,0.2119145,765.9966,1177.4
214.93654,39.22152,1380,510,53084,-23.05,45.287,0.003,42.46,0.04,2237.3,242.0,65.6,5.4,20.44,7.77,0.09,-0.58,1553882110916323328,0.2762372,451.7043,1177.4
214.98602,58.58372,789,212,52342,-23.43,45.412,0.003,42.31,0.03,4212.3,369.7,35.9,2.6,22.62,8.38,0.08,-1.07,888393339907368960,0.2706725,247.8274,1177.4
214.99815,28.78419,2130,427,53881,-23.15,45.385,0.004,42.65,0.02,4286.7,278.4,80.1,4.0,22.13,8.38,0.06,-1.1,2398284239553456128,0.292812,281.8895,1177.4
215.17027,6.84987,1826,495,53499,-22.56,45.129,0.006,42.13,0.05,11689.3,2339.0,50.9,6.1,17.7,9.13,0.17,-2.1,2056029353162074112,0.2375394,34.24898,583.9388
215.41043,15.34608,2746,494,54232,-23.39,45.462,0.002,42.36,0.01,2910.1,210.3,34.8,1.0,34.64,8.09,0.06,-0.72,3091857004877080576,0.2311233,592.7064,1177.4
215.44234,7.65231,1811,122,53533,-23.66,45.632,0.002,42.85,0.02,2663.2,568.8,68.0,2.6,40.1,8.09,0.19,-0.56,2039038325670569984,0.2306872,1004.002,1177.4
215.51932,15.17963,2746,158,54232,-23.43,45.397,0.004,42.73,0.02,5367.2,268.4,91.4,4.4,30.3,8.58,0.04,-1.29,3091764645900347392,0.2561927,373.9967,1177.4
215.62642,29.8734,2129,18,54252,-22.5,45.126,0.001,41.59,0.04,1842.0,2661.2,13.3,1.3,34.54,7.52,1.25,-0.49,2397045920807020544,0.113312,562.6619,1108.865
215.6582,-2.94868,917,55,52400,-22.63,45.11,0.006,42.18,0.04,6189.6,194.6,55.8,5.9,17.29,8.57,0.03,-1.56,1032465373124913152,0.2814984,70.19965,897.4563
215.66095,14.61526,2746,150,54232,-22.98,45.256,0.003,42.45,0.04,2091.7,596.5,68.0,6.4,23.73,7.7,0.25,-0.54,3091762446877091840,0.2413164,562.0349,1177.4
215.67067,13.13061,1708,400,53503,-22.6,45.135,0.011,42.17,0.08,4411.5,252.3,47.9,8.4,18.64,8.28,0.05,-1.25,1923147050820593664,0.1972754,238.5981,1177.4
215.69078,63.12755,499,243,51988,-22.58,45.061,0.002,41.94,0.02,3098.8,135.1,33.9,1.3,34.46,7.94,0.04,-0.98,561890882198988800,0.1605999,490.5209,1177.4
215.72282,47.54786,1673,270,53462,-22.39,45.07,0.003,42.03,0.02,8623.5,1626.5,42.8,2.9,19.61,8.83,0.16,-1.86,1883704819265333248,0.199074,67.73324,675.2956
215.85612,38.67578,1381,326,53089,-22.68,45.23,0.005,42.31,0.02,3460.4,117.0,52.1,3.5,20.52,8.12,0.03,-0.99,1554957433372174336,0.2489426,312.3458,1177.4
215.96858,22.79596,2787,390,54552,-23.07,45.295,0.007,42.54,0.02,13583.3,1035.9,82.2,4.8,23.46,9.34,0.07,-2.15,3137990319124015104,0.2813598,140.2599,756.2535
216.10086,59.88348,789,507,52342,-23.56,45.469,0.013,42.33,0.06,5827.6,326.6,31.7,5.9,39.75,8.69,0.05,-1.32,888474428889917440,0.1347965,892.6796,1177.4
216.1458,21.70222,2787,171,54552,-22.62,45.103,0.008,42.06,0.05,5232.1,259.1,41.1,5.8,15.02,8.42,0.04,-1.41,3137930120862394368,0.2767682,74.55131,1177.4
216.18987,49.38834,1672,619,53460,-23.05,45.064,0.003,42.2,0.05,2299.4,366.7,60.0,5.7,23.57,7.68,0.14,-0.72,1882674851714459648,0.1798888,942.0079,1177.4
216.21803,4.78433,584,547,52049,-22.87,45.239,0.009,42.23,0.04,7431.7,586.4,43.5,4.5,16.98,8.79,0.07,-1.65,657675938187732992,0.2981969,62.52968,1177.4
216.34325,8.05753,1811,15,53533,-23.74,45.495,0.001,42.85,0.01,6431.5,300.5,97.5,2.1,34.12,8.79,0.04,-1.4,2039008913734526976,0.2299342,494.93,1177.4
216.5555,19.92353,2773,640,54533,-24.04,45.531,0.017,42.87,0.06,2701.0,181.3,93.7,13.0,34.82,8.06,0.06,-0.62,3122296439586187264,0.2134592,1652.594,1177.4
216.5596,27.4989,2134,268,53876,-22.59,45.254,0.005,42.31,0.03,4318.6,251.5,49.8,4.9,19.27,8.32,0.05,-1.17,2402744133509736448,0.2622485,268.1367,502.5004
216.66943,32.19776,1841,317,53491,-22.41,45.004,0.004,42.3,0.06,2126.7,692.5,89.1,11.0,17.1,7.58,0.28,-0.68,2072868923363059712,0.2018719,518.0533,1177.4
216.70325,0.88979,305,550,51613,-23.16,45.282,0.002,42.4,0.02,4648.7,352.3,61.9,2.9,29.56,8.4,0.07,-1.22,343550681497495552,0.2195398,349.2582,1177.4
216.81285,23.48639,2132,155,53493,-23.16,45.397,0.003,42.32,0.11,1624.2,810.8,36.6,7.2,23.65,7.55,0.43,-0.25,2400461266066892800,0.2327143,647.4112,1177.4
216.85437,19.83117,2774,430,54534,-23.92,45.637,0.005,42.86,0.05,7349.7,631.0,70.3,7.6,49.2,8.98,0.07,-1.44,3123364615149348864,0.1098744,1842.363,1177.4
216.95119,5.03946,585,368,52027,-22.88,45.26,0.008,42.22,0.04,2603.1,304.3,39.3,4.1,41.68,7.89,0.1,-0.73,658752634580133888,0.1058275,4298.79,1177.4
217.14192,21.50397,2788,395,54553,-23.52,45.323,0.003,42.76,0.01,4208.1,409.8,120.5,4.7,31.03,8.34,0.08,-1.11,3139117593437169664,0.2840404,506.8268,1177.4
217.37637,25.09153,2131,15,53819,-22.28,44.874,0.003,41.88,0.02,5302.9,339.7,48.3,2.5,21.08,8.31,0.06,-1.54,2399296888722450432,0.1453624,420.1388,1177.4
217.41977,3.35719,585,214,52027,-22.97,45.278,0.01,42.4,0.04,2623.5,600.4,56.4,6.7,20.36,7.9,0.2,-0.73,658710303382464512,0.2527613,391.4832,1177.4
217.42099,17.58763,2760,639,54506,-22.75,45.229,0.002,42.35,0.02,3247.3,184.9,58.4,3.7,21.43,8.06,0.05,-0.94,3107659465466341376,0.2248143,346.2589,1177.4
217.50821,10.22478,1709,230,53533,-22.53,45.071,0.004,42.14,0.03,2915.7,264.8,53.2,4.1,16.71,7.89,0.08,-0.92,1924226221986572288,0.2416667,292.4267,1177.4
217.74181,15.76547,2761,250,54534,-22.57,44.982,0.002,42.25,0.01,3083.8,94.0,85.4,3.3,24.96,7.9,0.03,-1.01,3108678438337144832,0.1624963,622.2419,1177.4
