specobjid,class,subclass,w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
438062230173411328,GALAXY,BROADLINE,11.056,11.144,10.633,-0.0880003,0.5109997,405.5738,315.7444,150.1393,12.71107,-0.9776947,78.27047,11.92783,-0.5596042,152.5684,15.70348,-0.7651438,140.4799,14.3857,-0.8279013,1.918212,0.9207664
2103338861567436800,GALAXY,AGN,11.63,11.399,8.44,0.2309999,2.959001,311.1509,327.7513,2297.143,19.0742,-25.76582,347.0775,7.745147,-3.658565,1482.961,15.72347,-14.94183,1050.356,12.6205,-9.717728,6.618532,0.7082832
2106713538738284544,GALAXY,AGN BROADLINE,10.661,10.716,8.145,-0.05499935,2.570999,209.2379,261.018,216.3923,10.89435,-1.256971,110.538,8.403098,-0.4668888,419.3155,13.97008,-2.06751,295.6513,13.81443,-1.393581,1.957628,0.7050808
1848782400000124928,GALAXY,BROADLINE,10.913,10.968,8.779,-0.05500031,2.189,181.391,216.7782,142.616,12.70731,-0.875171,56.17383,9.164036,-0.1311224,240.4028,15.95634,-1.21907,329.9475,18.14823,-1.575071,2.538834,1.372478
2582986260888971264,GALAXY,BROADLINE,11.237,11.28,8.983,-0.04299927,2.297,127.85,133.2356,71.87603,7.377142,-0.5391179,43.34217,5.830242,-0.2598672,126.1507,8.997857,-1.017556,145.7198,10.16922,-1.211083,1.65834,1.155125
2912757004495775744,GALAXY,STARBURST,12.153,11.954,7.717,0.1989994,4.237,138.4841,138.4002,1704.267,15.27602,-24.52233,2891.352,22.1414,-39.02212,9654.487,66.15636,-220.7691,3322.639,17.91602,-74.6525,0.5894361,0.3441549
1383861873077676032,GALAXY,BROADLINE,10.34,10.345,7.825,-0.005000114,2.52,62.3134,48.73193,31.9018,5.324211,-0.1065698,103.7708,4.986674,-0.6566038,488.7152,9.106459,-4.256529,173.7966,7.732791,-1.518912,0.3074257,0.3556193
797221008296667136,GALAXY,BROADLINE,11.874,11.963,11.021,-0.0890007,0.9420004,388.6371,350.5509,123.6174,5.733252,-1.493281,75.47269,5.717903,-1.000727,204.149,7.991678,-1.972025,254.5491,7.599491,-2.463941,1.637909,1.246879
1544824608635512832,GALAXY,STARBURST,10.935,10.687,6.313,0.2480001,4.374,191.7941,234.8589,961.3674,21.99762,-4.105118,2898.773,32.1456,-11.04232,12253.38,97.8975,-63.94427,5967.541,46.50797,-31.00619,0.3316464,0.4870116
799456865661511680,GALAXY,AGN BROADLINE,10.017,10.006,8.797,0.01100063,1.209,304.8229,357.5265,266.7648,18.85644,-1.110725,159.6467,15.4537,-0.5137455,627.265,27.59264,-2.438691,1293.288,32.40283,-4.55507,1.67097,2.061789
2434361695431321600,GALAXY,BROADLINE,11.253,11.328,10.725,-0.07499981,0.6029997,206.3806,267.7719,182.1907,11.07758,-1.536984,36.86814,7.314991,-0.24747,108.2877,10.96628,-0.822319,80.96869,11.38652,-0.56679,4.941685,0.7477184
2838536952674805760,GALAXY,BROADLINE,10.393,10.43,9.233,-0.03700066,1.197001,333.9661,412.139,189.8469,13.9199,-1.072801,92.60195,11.46894,-0.4172841,302.042,20.42016,-1.281466,342.1635,21.16764,-1.277787,2.05014,1.132834
2838562516320151552,GALAXY,STARFORMING,12.146,12.032,8.179,0.1140003,3.853,190.5775,213.2233,76.10181,5.216995,-1.021054,383.0296,6.597858,-4.661819,1722.139,15.09132,-23.25926,729.2296,9.175017,-10.03203,0.1986839,0.423444
3105268577716955136,GALAXY,BROADLINE,11.816,11.931,10.811,-0.1149998,1.12,200.7312,307.8409,126.7982,5.985287,-1.477167,29.01049,3.939756,-0.3593718,68.31363,5.276338,-0.7382083,90.12407,6.104788,-0.964826,4.370771,1.319269
2837405555981576192,GALAXY,AGN,12.814,12.896,10.98,-0.08199978,1.916,212.2415,246.5539,41.79163,2.689645,-0.885602,36.12992,2.287107,-0.400542,149.1658,3.070606,-3.20793,116.943,3.070593,-2.386308,1.156704,0.78398
2837405555981576192,GALAXY,AGN,13.611,13.47,12.108,0.1409998,1.362,212.2415,246.5539,41.79163,2.689645,-0.885602,36.12992,2.287107,-0.400542,149.1658,3.070606,-3.20793,116.943,3.070593,-2.386308,1.156704,0.78398
2837441290109478912,GALAXY,BROADLINE,11.898,11.943,10.131,-0.04500008,1.812,348.1362,353.3892,78.40385,3.9727,-1.141854,34.39631,3.565499,-0.4738755,117.0103,4.839863,-1.622585,206.4456,5.043667,-2.610889,2.279426,1.764337
3105295790629742592,GALAXY,BROADLINE,11.235,11.361,10.695,-0.1260004,0.6660004,214.5571,318.0559,86.02824,7.101796,-0.8291492,40.26621,5.161083,-0.2975846,80.17516,6.942142,-0.817794,89.62,8.270837,-0.7574583,2.136487,1.117803
2836179600281724928,GALAXY,AGN,10.817,10.57,6.905,0.2470007,3.664999,177.7724,284.3197,2325.545,30.18482,-11.59243,1094.148,18.14066,-4.835007,4913.315,47.48413,-23.17286,3903.085,38.62208,-18.34172,2.125439,0.7943893
2837438816208316416,GALAXY,STARFORMING,12.056,11.919,7.726,0.1370001,4.193,227.433,266.8922,84.86417,3.283915,-1.497532,528.2588,4.707238,-7.958215,2329.997,11.10184,-41.66338,1132.783,6.280765,-20.00992,0.1606489,0.4861735
3105276824054163456,GALAXY,AGN BROADLINE,11.263,11.35,9.427,-0.08700085,1.923,218.4286,245.7658,88.57294,5.891912,-0.8679121,78.22061,4.677807,-0.5496986,287.6976,7.901863,-2.588291,361.4651,8.68321,-3.00613,1.132348,1.256407
3105367533763454976,GALAXY,BROADLINE,11.688,11.839,11.194,-0.151,0.6449995,171.7157,172.0953,98.09519,4.141338,-1.42874,32.13317,3.164891,-0.5006952,88.84267,4.425457,-1.246495,111.2692,4.641528,-1.603221,3.05277,1.25243
3100830669161392128,GALAXY,STARBURST,10.1,9.764,5.196,0.3360004,4.568,232.7881,288.9185,149.2708,5.793809,-2.05859,832.6299,8.7063,-11.64092,7764.896,48.01043,-67.4821,4741.003,26.40671,-39.89053,0.1792763,0.6105688
2837419024999016448,GALAXY,AGN,11.487,11.477,8.221,0.01000023,3.256001,244.1424,269.5377,43.00637,2.930435,-0.6551317,49.00265,2.728436,-0.4444704,268.0405,4.32071,-4.239004,288.0701,4.455398,-4.341706,0.8776336,1.074726
2837301102376937472,GALAXY,AGN BROADLINE,12.033,12.046,9.617,-0.01299953,2.429,146.6255,172.0578,29.51728,3.020396,-0.540925,37.75023,2.674986,-0.4944527,92.01307,3.461486,-1.239097,93.59654,3.700943,-1.424535,0.7819099,1.017209
3100880147184642048,GALAXY,AGN,11.094,11.136,9.224,-0.04199982,1.912,62.0726,117.2395,277.4959,6.840522,-2.839904,90.22186,4.395533,-0.5754033,351.6455,7.146495,-3.333515,326.3254,7.374888,-3.200912,3.075706,0.9279952
2837371745999022080,GALAXY,AGN,11.964,11.841,9.208,0.1230001,2.632999,185.1207,215.9786,162.7762,3.310022,-3.666934,31.01513,2.312289,-0.4009671,161.4671,3.35391,-3.081396,161.9441,3.279806,-2.996704,5.248282,1.002954
580997096241391616,GALAXY,STARFORMING,9.669,9.488,5.818,0.1809998,3.67,231.5504,289.7754,417.623,11.99723,-2.569009,426.3409,10.47116,-1.94957,3026.863,28.23943,-13.67068,2409.254,24.68071,-10.82402,0.9795517,0.7959574
577690589429000192,GALAXY,STARBURST,12.375,12.228,8.43,0.1470003,3.797999,242.3877,429.3296,582.5078,7.232353,-11.46774,1376.924,10.50892,-19.91966,5056.438,26.81072,-91.44669,2650.44,13.57479,-47.35495,0.4230502,0.5241714
821991635763095552,GALAXY,BROADLINE,11.367,11.452,10.704,-0.08500004,0.7479992,232.2456,285.6228,67.93123,7.907161,-0.7422656,33.7346,6.569688,-0.1975932,110.757,9.720675,-0.9250994,140.0918,10.3972,-1.001869,2.013696,1.264857
577752436958062592,GALAXY,STARFORMING,11.642,11.592,7.988,0.05000019,3.604,134.379,146.7174,107.5646,4.944746,-1.471822,702.7158,8.010198,-7.94593,3212.755,21.99816,-34.70877,1216.78,10.39292,-13.48325,0.1530699,0.3787342
1047220273071286272,GALAXY,AGN BROADLINE,11.213,11.308,10.455,-0.09499931,0.8529997,491.195,476.6228,228.4237,9.226475,-1.739373,160.6909,8.766706,-1.201618,368.5282,13.54654,-2.218874,279.0559,12.22683,-1.710124,1.42151,0.7572171
1049354150296446976,GALAXY,STARFORMING,11.2,11.195,8.464,0.005000114,2.731,255.8327,309.5467,237.8362,10.00151,-2.085649,378.2467,9.673588,-3.043631,1424.602,19.72264,-10.48397,1030.707,17.22043,-7.431479,0.628786,0.7235055
1556046774953601024,GALAXY,AGN,10.64,10.625,8.018,0.01500034,2.607,409.0438,414.5566,6137.02,47.40217,-37.46583,624.3373,15.76835,-3.753383,2315.617,31.83517,-12.51417,3161.543,33.28547,-15.9,9.829654,1.365313
1554946988011710464,GALAXY,AGN BROADLINE,11.087,11.156,9.601,-0.06900024,1.555,256.0439,312.1195,316.4471,13.37786,-2.126303,105.3172,9.79029,-0.5984495,321.0331,15.83535,-1.944821,328.1498,16.19197,-1.87555,3.004705,1.022168
1556056395680344064,GALAXY,AGN BROADLINE,10.634,10.614,9.434,0.0199995,1.18,392.9733,317.9054,334.4578,14.35203,-2.319232,176.8472,12.8244,-1.20343,523.3359,20.86577,-2.9991,561.2432,19.42182,-3.168827,1.891224,1.072434
2267568242866284544,GALAXY,BROADLINE,10.997,11.099,10.109,-0.1020002,0.9899998,164.4893,129.036,176.1196,8.855347,-1.396041,77.32465,7.190367,-0.4845304,198.8465,10.21531,-1.391469,158.6986,9.75288,-1.197731,2.277665,0.7980964
2519876762003859456,GALAXY,STARFORMING,12.676,12.691,10.549,-0.01500034,2.142,149.7307,182.9586,253.1707,5.473443,-3.685863,143.4013,4.0468,-1.411065,522.7062,6.220604,-8.628872,291.0413,5.166673,-4.53461,1.76547,0.5567971
2520894351979079680,GALAXY,STARFORMING,9.954,9.724,5.37,0.2300005,4.354,108.4922,52.77523,82.57363,6.506538,-0.625881,312.4524,6.811764,-1.786827,1652.13,16.5016,-10.86201,579.6799,11.02565,-3.835419,0.2642759,0.3508681
2519789075951544320,GALAXY,STARBURST,12.308,11.688,7.283,0.6199999,4.405,110.3767,115.2643,7762.544,40.58192,-111.4551,2775.854,18.3123,-39.68724,9702.91,67.2619,-199.7338,1268.215,8.388079,-24.85748,2.796452,0.1307046
2519825084957353984,GALAXY,STARBURST,11.013,10.832,7.236,0.1809998,3.596,103.2418,78.3865,12019.25,71.55727,-48.42841,3700.566,28.84831,-14.5555,10814.36,64.54848,-75.38441,682.8312,9.973587,-5.06922,3.247949,0.06314114
2519924865637574656,GALAXY,BROADLINE,11.366,11.424,9.928,-0.05799961,1.495999,335.9839,406.4893,43.11588,6.266128,-0.4268242,68.57541,5.681754,-0.5427427,268.8489,8.867924,-2.396136,175.2826,9.099772,-1.453489,0.6287368,0.6519744
2519928164172457984,GALAXY,BROADLINE,12.053,12.16,10.59,-0.1069994,1.57,205.8252,266.1293,51.7423,4.305623,-0.9409298,21.7062,3.572137,-0.2869166,80.52386,4.843878,-1.215005,105.8059,5.217033,-1.450075,2.383757,1.31397
2793418210567809024,GALAXY,BROADLINE,10.944,10.983,9.329,-0.03899956,1.653999,452.5672,434.7065,134.8342,8.547001,-1.149915,79.38587,8.331677,-0.5010995,255.7835,13.50608,-1.694471,251.4209,12.06145,-1.670872,1.698466,0.982944
2793373680346884096,GALAXY,BROADLINE,12.033,12.102,10.16,-0.06900024,1.942,373.096,379.3014,72.56512,5.443369,-1.103554,28.16418,4.792065,-0.4556634,110.8964,7.047174,-1.339643,76.92385,6.31201,-0.9427511,2.576504,0.6936551
2793396770091067392,GALAXY,STARBURST,9.794,9.582,5.388,0.2119999,4.194,150.0886,156.06,213.7396,7.087414,-1.757221,1910.431,15.62015,-14.68502,9145.261,57.16011,-68.22213,3631.537,23.92468,-26.88835,0.1118803,0.397095
2788978931900901376,GALAXY,,11.174,11.238,9.238,-0.06400013,2.0,130.8555,381.9319,38.96968,6.802721,-0.500312,26.90616,4.357965,-0.2721322,88.25185,7.090065,-0.7879922,101.0841,9.705183,-0.8713026,1.448355,1.145405
2793455044207339520,GALAXY,STARFORMING,12.111,12.191,9.93,-0.07999992,2.261,203.202,220.9833,70.23619,4.441773,-1.072174,76.1598,3.762941,-0.669111,316.2869,6.267725,-4.447845,262.5193,6.141105,-3.543906,0.9222214,0.8300038
2790041335665551360,GALAXY,STARBURST,11.583,11.523,8.086,0.06000042,3.436999,124.8854,128.1258,4906.175,43.25146,-35.46676,2548.965,25.64863,-17.8988,9633.144,77.8957,-85.9417,1688.508,18.03677,-15.04957,1.924772,0.1752811
2791279387050272768,GALAXY,BROADLINE,10.506,10.482,8.949,0.02399921,1.533,479.9424,490.1124,223.2598,14.09576,-1.509251,82.99665,12.46355,-0.4967664,414.6097,23.26716,-2.254548,609.8395,22.76773,-3.074874,2.689986,1.470876
666643554621220864,GALAXY,STARFORMING BROADLINE,11.308,11.328,8.92,-0.02000046,2.408,164.5725,205.2159,59.01332,5.589213,-0.5140758,82.29792,4.972581,-0.4462916,356.5822,7.982963,-2.830224,290.929,8.261633,-2.346734,0.7170694,0.8158821
443654623169898496,GALAXY,STARFORMING,12.707,12.711,9.747,-0.004000664,2.964001,90.48283,78.39749,1086.751,6.091183,-15.72321,476.3092,3.616236,-6.425749,1410.309,6.608861,-29.83359,175.5866,2.124016,-3.670178,2.281609,0.1245023
443686783885010944,GALAXY,,12.239,12.263,9.979,-0.02399921,2.283999,257.2558,334.08,40.31791,2.35097,-0.9831271,30.52315,1.983529,-0.7381425,129.983,2.695805,-2.784657,115.3744,2.782122,-2.395971,1.320896,0.8876114
443670291210594304,GALAXY,BROADLINE,12.368,12.446,11.409,-0.07800007,1.037,290.973,261.1474,30.93767,2.146808,-0.7840199,21.10448,1.982137,-0.5539832,53.98677,2.442753,-1.201141,64.37,2.584777,-1.373807,1.465929,1.192329
443653248780363776,GALAXY,STARBURST,13.508,13.129,8.861,0.3790007,4.268,169.4613,180.2144,199.4774,2.324216,-7.475999,434.6039,2.970049,-13.92834,1687.322,6.629254,-75.80129,639.6384,3.173944,-29.04301,0.4589868,0.3790851
441494905441773568,GALAXY,AGN,11.051,10.922,7.207,0.1289997,3.715,249.6714,334.7876,1796.376,20.85633,-15.07423,736.6923,11.97043,-5.578711,3303.951,30.03782,-27.31982,2371.508,22.74912,-19.64163,2.438435,0.7177794
439212870853486592,GALAXY,STARFORMING,11.628,11.498,7.763,0.1300001,3.735,188.1018,219.5613,82.27954,3.270447,-1.438997,505.3761,4.637402,-8.083424,2517.918,11.96956,-38.27864,957.5192,5.976246,-14.74009,0.1628085,0.3802821
1959223394117380096,GALAXY,BROADLINE,10.122,10.067,7.383,0.05499935,2.684,346.2422,335.9452,265.6523,12.67457,-1.750964,108.1798,10.20709,-0.6273097,449.7852,20.09185,-2.407644,738.2569,21.6438,-3.689938,2.455655,1.641355
666639156574709760,GALAXY,BROADLINE,11.885,11.949,10.617,-0.06400013,1.332001,253.9814,371.5361,45.98049,5.29754,-0.6359336,24.46935,4.521946,-0.218403,82.88174,6.029116,-1.066684,101.3646,6.505809,-1.167794,1.879106,1.223003
439203799882557440,GALAXY,AGN,12.327,12.335,9.556,-0.008000374,2.779,212.1584,233.5981,2370.675,12.18217,-29.49653,439.3545,4.707479,-5.423234,1524.996,8.381107,-22.0518,1176.798,6.747539,-16.99662,5.395814,0.771673
443617239774554112,GALAXY,AGN,12.201,12.131,9.638,0.07000065,2.493,406.6681,363.8245,1123.271,5.990735,-23.51776,162.1948,3.238928,-3.164616,574.8623,4.89552,-10.54813,818.2813,4.843376,-14.58137,6.925443,1.423439
443619163919902720,GALAXY,BROADLINE,12.499,12.545,11.022,-0.04600048,1.523,259.1324,217.1144,19.07298,2.042859,-0.5962903,20.03215,2.150571,-0.5210901,54.16376,2.635852,-1.172158,72.97021,2.552143,-1.567415,0.9521188,1.347215
443611192460601344,GALAXY,,12.015,12.014,10.812,0.001000404,1.202,265.3214,222.9742,25.7137,3.758958,-0.2559035,14.50603,2.892773,-0.2304747,45.11355,3.353954,-0.6679884,59.13488,4.12511,-0.7657441,1.772621,1.310801
439272794237200384,GALAXY,,12.26,12.305,10.474,-0.04500008,1.831,282.5626,320.9335,43.62145,3.485669,-0.807451,25.34258,3.088897,-0.3855561,87.25851,3.983799,-1.45066,121.3354,4.194317,-1.805823,1.721271,1.390528
2189913858540333056,GALAXY,STARBURST,12.463,12.445,9.136,0.0180006,3.309,81.60913,69.31211,3133.1,31.77664,-28.36881,1413.284,15.6532,-11.82369,4369.396,38.36679,-61.22214,429.6342,7.587276,-6.196165,2.216893,0.09832805
2191148610853300224,GALAXY,STARFORMING,11.468,11.488,8.877,-0.0199995,2.611,132.2501,149.6353,1515.987,20.63433,-9.687631,435.0816,10.38026,-2.500293,1567.432,21.48231,-10.06268,552.7787,13.55123,-3.466508,3.484373,0.3526653
2188792631524354048,GALAXY,BROADLINE,11.744,11.743,9.126,0.001000404,2.617,260.7024,312.0624,64.77869,6.509678,-0.7504936,26.78898,5.078556,-0.1386751,113.0859,8.182983,-1.153461,139.0237,8.845686,-1.342108,2.41811,1.229363
2188856128320858112,GALAXY,BROADLINE,11.891,11.943,11.207,-0.05200005,0.7360001,204.0925,290.9697,47.74178,5.322879,-0.7405967,30.08989,4.498259,-0.2558389,72.51556,6.201178,-0.9590639,63.20735,6.392744,-0.8025793,1.586638,0.8716384
443609543193159680,GALAXY,BROADLINE,11.899,11.948,10.647,-0.04899979,1.301,387.0918,336.005,33.14077,4.083726,-0.4415033,30.62161,4.158335,-0.5142609,70.38925,4.790779,-0.9386039,99.2342,4.794061,-1.277007,1.082267,1.409792
310798708973266944,GALAXY,BROADLINE,11.023,11.056,8.826,-0.03299999,2.23,250.0456,274.3486,70.76586,6.268432,-0.7717335,40.38296,5.109986,-0.3857849,140.0416,8.346046,-1.195113,155.3085,8.864351,-1.247038,1.752369,1.109017
556216851219113984,GALAXY,AGN BROADLINE,10.821,10.911,10.391,-0.09000015,0.5200005,343.6451,261.1768,235.1591,9.522824,-1.4425,157.5915,9.297646,-0.9985074,342.1269,13.30165,-1.74851,294.4908,11.95706,-1.531499,1.492207,0.8607648
551833648349865984,GALAXY,STARBURST,14.208,14.029,9.881,0.1789999,4.148001,163.3483,157.0578,1749.655,10.84587,-43.33177,732.845,5.789547,-17.30056,2481.678,14.02222,-85.70197,480.6317,3.927269,-17.16933,2.387482,0.193672
552954050916673536,GALAXY,BROADLINE,12.497,12.482,11.715,0.01499939,0.7670002,325.8943,342.6813,39.83118,3.373856,-0.8222027,16.2377,2.878766,-0.2077506,61.2093,4.106027,-1.104489,59.37041,3.890666,-1.001325,2.453006,0.9699574
552979339684112384,GALAXY,BROADLINE,12.034,12.071,11.642,-0.0369997,0.4289999,484.0291,476.4645,42.747,3.851512,-0.791291,36.46496,3.902609,-0.6618958,129.8605,5.637755,-2.088305,142.3213,4.99173,-2.241947,1.172276,1.095955
552933160195745792,GALAXY,STARBURST,11.669,11.651,8.313,0.01799965,3.338,79.98655,82.05355,1133.017,8.281463,-21.3542,754.8333,5.709908,-13.51406,2355.37,13.34936,-58.16265,391.5725,3.504659,-9.717225,1.501017,0.1662467
555123662487840768,GALAXY,STARBURST,11.239,11.219,8.006,0.02000046,3.213,126.0247,149.4191,2068.018,21.60298,-14.92964,1459.279,15.96255,-10.20716,5943.818,44.6895,-42.8728,2443.335,21.38391,-17.86498,1.41715,0.4110716
551828975425447936,GALAXY,STARBURST,12.163,11.771,8.045,0.3920002,3.726,266.7565,243.1615,856.356,7.241246,-17.63545,662.8353,5.812239,-12.30786,3118.851,16.15282,-56.30536,1485.802,8.618218,-26.35425,1.291959,0.4763941
551840795175446528,GALAXY,STARFORMING,11.275,11.058,7.127,0.217,3.931,182.8055,190.1353,39.28075,3.327757,-0.670828,94.12143,3.151163,-1.357796,650.0021,6.961029,-8.930937,287.2296,5.641889,-3.870141,0.4173412,0.4418904
551806160559171584,GALAXY,BROADLINE,12.701,12.737,12.068,-0.03600025,0.6690006,475.2594,439.5388,58.78199,3.961234,-1.166353,49.96962,3.979652,-0.9126828,156.3383,5.816917,-2.511941,99.56056,4.930446,-1.518344,1.176355,0.6368278
554067031779993600,GALAXY,STARFORMING,10.445,10.247,6.407,0.198,3.84,195.5825,161.0043,121.4247,3.782188,-1.97197,468.6282,5.362811,-7.858144,2751.297,17.35087,-33.8578,1329.873,9.125164,-16.29819,0.2591066,0.4833622
551792141785917440,GALAXY,BROADLINE,12.408,12.419,10.882,-0.01099968,1.537,242.3581,398.285,51.52697,3.938634,-0.9967142,29.01519,3.084471,-0.3174182,110.031,4.439843,-1.898682,130.1001,5.001852,-1.989499,1.775862,1.182395
308558728976689152,GALAXY,AGN,11.95,12.035,9.76,-0.08500004,2.275,123.6319,157.456,141.8971,4.358968,-2.29982,46.43078,2.983946,-0.7584174,137.7231,4.305339,-1.794654,136.6915,4.613684,-1.832167,3.0561,0.99251
1061826456352483328,GALAXY,BROADLINE,11.614,11.619,9.784,-0.005000114,1.835,211.1192,442.2205,116.9357,9.790046,-1.198981,45.45727,6.645201,-0.2172125,187.1837,11.04083,-1.563196,392.2331,15.45892,-2.869038,2.57243,2.095444
1062986445112764416,GALAXY,,11.379,11.452,9.253,-0.07299995,2.198999,210.4112,297.0481,67.62151,4.72068,-1.120867,39.88143,3.750535,-0.4577675,161.1562,6.286424,-2.236333,201.4591,7.143301,-2.644694,1.695564,1.250086
1616840421097367552,GALAXY,STARBURST,11.131,10.848,6.503,0.283,4.345,184.3785,221.263,824.7408,15.80601,-6.283529,1229.181,16.46846,-8.292026,5408.188,46.87559,-46.65139,3118.909,25.91879,-26.77517,0.6709676,0.5767012
1875846326881642496,GALAXY,BROADLINE,11.902,11.953,11.421,-0.05099964,0.5320005,490.9144,331.8783,89.37925,7.087763,-0.8429157,46.08417,6.739186,-0.4372426,175.3036,9.736,-1.626468,189.666,8.718737,-1.705719,1.939478,1.081929
1875850175172339712,GALAXY,AGN BROADLINE,11.211,11.28,10.049,-0.06899929,1.231,249.1405,195.4303,38.35308,4.860427,-0.4421313,60.05848,4.447674,-0.6841943,231.2171,6.557222,-2.325388,146.5686,6.594036,-1.533262,0.6385955,0.6339002
1875900202951403520,GALAXY,STARFORMING,10.836,10.612,6.586,0.224,4.026,194.928,232.5195,194.7305,7.799783,-1.24839,850.7734,9.878998,-5.250123,4459.566,26.30235,-31.27921,1679.706,13.81221,-11.88874,0.2288864,0.3766523
1615761249461626880,GALAXY,STARFORMING,10.84,10.426,6.436,0.4140005,3.99,274.8304,312.1659,166.6609,10.30716,-1.387244,857.9213,13.37706,-6.69241,5290.103,43.38441,-39.12102,2642.285,25.41251,-19.43934,0.1942613,0.4994771
2193289359254382592,GALAXY,STARBURST,12.537,12.455,8.958,0.08199978,3.497,80.78009,74.9613,14971.08,110.4852,-141.2536,3191.568,26.70438,-29.72142,10434.5,84.9646,-148.721,575.1768,8.249805,-8.377335,4.690823,0.05512263
2426488361049942016,GALAXY,STARBURST,11.163,10.885,6.406,0.2779999,4.479,195.9194,197.393,1583.726,20.05308,-11.2948,2112.095,21.71673,-14.65793,9728.388,72.61543,-73.2923,3436.171,28.56997,-26.41735,0.7498365,0.3532107
2423060084700506112,GALAXY,STARFORMING,10.967,10.846,7.055,0.1210003,3.791,168.4894,190.3382,71.18873,5.758212,-0.7025259,92.03091,5.091664,-0.5797704,457.5656,8.89494,-4.58568,270.8259,8.255996,-2.693021,0.7735306,0.5918843
368290254303553536,GALAXY,STARFORMING,11.742,11.627,7.869,0.1149998,3.758,233.581,258.4431,162.7971,6.003038,-2.134104,519.0616,7.582395,-6.375924,2160.269,17.96206,-26.73642,985.9525,10.93233,-12.11944,0.3136373,0.4564027
866958359717242880,GALAXY,STARBURST,11.352,11.206,7.066,0.1459999,4.14,156.8997,148.8324,4134.91,41.04472,-21.65436,4891.938,41.92889,-24.1436,16079.74,143.6027,-113.327,5345.062,38.2583,-37.53528,0.8452498,0.3324098
867004539205609472,GALAXY,STARFORMING,11.636,11.515,7.728,0.1209993,3.787,224.2738,244.6048,285.2198,9.87205,-2.23015,1184.96,14.68531,-8.611531,4815.82,42.02757,-40.72843,2125.447,20.57187,-18.04988,0.2407,0.4413468
610310625591060480,GALAXY,STARFORMING,11.323,11.321,8.394,0.001999855,2.927,122.9421,144.648,94.55556,3.899813,-0.9149943,372.8835,4.556087,-3.087548,1509.113,9.569801,-12.13646,679.321,6.670707,-5.572129,0.2535793,0.450146
1071924646573533184,GALAXY,STARBURST,7.766,6.395,2.598,1.371,3.797,315.0068,261.9866,3576.736,39.99513,-13.13174,3131.999,33.01151,-10.946,14658.14,113.2659,-62.5141,6027.313,43.51908,-25.47426,1.141998,0.4111922
865881975548831744,GALAXY,STARBURST,11.58,11.405,7.383,0.1750002,4.022,195.2961,290.8124,599.4363,8.212416,-9.688934,607.5152,7.592417,-8.942435,2917.169,21.46654,-45.87265,1620.505,12.3134,-25.45782,0.9867017,0.5555061
865828374356977664,GALAXY,BROADLINE,12.072,12.066,10.455,0.005999565,1.611,126.3448,165.689,430.9927,8.300897,-4.459759,36.50747,4.036982,-0.1176334,152.5057,5.959872,-1.750549,238.2887,6.705326,-2.638662,11.8056,1.56249
1071919149015394304,GALAXY,STARBURST,10.398,9.749,5.86,0.6490002,3.888999,154.0339,148.1128,8295.316,56.81057,-61.15639,3371.086,27.29591,-25.27781,17429.35,108.6633,-132.3774,2644.452,21.8765,-20.57711,2.460726,0.1517241
2248458180717733888,GALAXY,STARFORMING,11.263,10.85,6.091,0.4129992,4.759,450.5495,472.0836,571.0457,13.67737,-4.248437,1213.017,15.53976,-8.336338,5363.947,39.77324,-47.51606,4444.165,28.44792,-36.52023,0.470765,0.8285251
2248496938502612992,GALAXY,STARBURST,11.529,11.319,7.005,0.21,4.314,193.327,233.9763,186.5761,6.593705,-2.463763,953.8058,10.90772,-10.93874,3996.425,29.6949,-53.126,1792.783,13.90315,-23.94011,0.1956122,0.4485967
2816010150828075008,GALAXY,STARBURST,12.56,12.443,8.573,0.1170006,3.87,161.991,168.4392,1169.688,11.65772,-19.29196,903.2375,9.272229,-14.44844,3050.78,22.6045,-57.20665,949.1982,8.832312,-18.47833,1.294995,0.3111329
2814783372306442240,GALAXY,,11.283,11.367,9.757,-0.08399963,1.61,255.7914,277.5297,81.09055,9.203988,-0.6839489,50.02194,7.786806,-0.2794722,155.1755,12.12668,-1.133353,161.7245,12.69609,-1.183728,1.6211,1.042204
2814775950602954752,GALAXY,BROADLINE,11.153,11.192,9.983,-0.03900051,1.209001,379.9073,467.4348,211.3722,12.98621,-1.551559,129.1813,11.38204,-0.991819,421.3839,19.12287,-2.532674,501.8023,19.70577,-2.815447,1.636245,1.190844
3110987412302489600,GALAXY,BROADLINE,11.241,11.277,10.094,-0.03600025,1.183001,492.3379,402.8669,82.02875,9.409563,-0.743811,48.27552,9.636245,-0.3177941,164.3297,15.5018,-1.272286,215.0643,13.88903,-1.59193,1.699179,1.308737
3106484637761824768,GALAXY,,10.878,10.936,9.998,-0.05799961,0.9379997,381.419,373.812,127.3183,12.69519,-0.8793287,65.58327,10.83041,-0.4348386,174.3565,17.24187,-0.9491195,149.4402,16.78471,-0.7941623,1.941323,0.857096
