specobjid,class,subclass,w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
2165134713600108544,GALAXY,BROADLINE,9.815,9.819,9.155,-0.004000664,0.6640005,423.1752,488.8738,176.9746,13.12731,-0.9294881,186.7225,14.66582,-0.6991823,539.1073,25.66793,-1.606983,623.8286,23.66879,-1.971065,0.9477944,1.157151
2408390675507734528,GALAXY,AGN,11.357,10.837,7.014,0.5200005,3.823,290.0196,413.7166,8954.299,336.4544,-14.97152,371.9298,8.265826,-3.536889,1419.468,16.06351,-13.38809,1863.039,17.11659,-16.72923,24.07524,1.312491
2663960881091602432,GALAXY,BROADLINE,12.171,12.174,9.459,-0.003000259,2.715,77.64597,84.94617,49.40434,5.719398,-0.6507487,27.46729,3.49195,-0.2488285,82.03693,4.828684,-1.119975,162.226,6.982803,-2.020266,1.798661,1.977476
2666259685312587776,GALAXY,STARBURST,10.634,10.361,6.133,0.2729998,4.228,129.6741,132.7247,353.1846,8.688733,-3.829254,1557.926,17.0387,-16.09054,6284.626,46.9466,-82.02461,2105.32,18.66422,-27.87549,0.2267017,0.3349952
393066914219321344,GALAXY,STARFORMING,11.839,11.752,7.888,0.08699989,3.864,135.8094,188.1498,150.873,2.855905,-3.617729,222.1254,2.835821,-4.581627,992.0758,5.739892,-20.09017,411.0791,3.612895,-8.414207,0.6792247,0.4143626
393100449323968512,GALAXY,STARFORMING,12.36,12.263,8.383,0.09700012,3.879999,173.1334,253.6398,66.44958,2.711194,-1.412586,318.4162,3.585345,-5.610103,1335.11,7.157551,-29.02004,755.6008,4.63797,-16.06389,0.2086878,0.5659464
392955038911195136,GALAXY,STARFORMING,12.652,12.441,8.654,0.2110004,3.787,324.0412,285.5166,44.03122,2.895383,-0.8774087,212.1412,3.265459,-4.491336,1010.639,5.867961,-22.68967,412.7115,3.994951,-9.181781,0.2075562,0.4083667
392955038911195136,GALAXY,STARFORMING,14.439,14.173,10.54,0.2659998,3.633,324.0412,285.5166,44.03122,2.895383,-0.8774087,212.1412,3.265459,-4.491336,1010.639,5.867961,-22.68967,412.7115,3.994951,-9.181781,0.2075562,0.4083667
392956963056543744,GALAXY,,13.978,13.826,12.333,0.1519995,1.493,184.1089,227.8249,13.83089,2.492117,-0.3601384,12.34777,1.826411,-0.1868554,26.74763,2.294482,-0.87844,40.25853,2.9269,-1.173526,1.120112,1.505125
393022933754210304,GALAXY,STARBURST,10.46,10.128,5.602,0.3319998,4.526,145.55,148.5208,221.8488,4.399277,-2.828971,1058.584,7.380199,-12.47811,5413.769,29.58297,-68.78324,1898.237,10.37977,-23.86773,0.2095712,0.3506313
393002317911189504,GALAXY,STARFORMING,12.798,12.71,8.966,0.0880003,3.744,105.5149,72.05795,213.4467,3.227259,-4.554326,245.9491,3.063022,-5.517438,728.4457,5.537152,-20.62274,173.3242,2.290783,-4.914368,0.8678491,0.237937
392990498161190912,GALAXY,STARBURST,12.894,12.749,8.966,0.1450005,3.783,101.0586,93.43804,937.1672,6.487122,-18.03418,599.9487,4.775586,-11.09085,1766.253,10.78336,-53.46431,326.4864,2.819829,-10.06236,1.562079,0.1848469
393091928108853248,GALAXY,STARBURST,11.852,11.731,7.956,0.1210003,3.775,166.1255,195.4744,172.4489,3.894795,-2.375017,917.3574,6.453292,-10.98813,3543.482,15.32326,-52.3654,1495.045,7.62639,-22.11063,0.1879844,0.4219139
393049596911183872,GALAXY,STARFORMING,12.982,12.797,8.672,0.1850004,4.125,129.2194,142.367,99.86073,2.35027,-2.655662,278.9562,2.934425,-6.712476,956.2443,5.600202,-29.83076,329.3289,2.807112,-10.13841,0.3579799,0.3443983
960535596877506560,GALAXY,AGN,11.441,11.439,9.507,0.001999855,1.932,276.3636,301.0444,298.3256,12.07237,-2.085666,152.5538,9.302724,-0.8775792,581.9186,15.59973,-4.241995,664.0901,16.12676,-4.546758,1.955543,1.141208
961617241424553984,GALAXY,STARFORMING,11.472,11.352,7.794,0.1199999,3.558,198.5605,215.0805,81.99693,6.046089,-0.8370764,309.3317,6.557569,-3.052403,1598.466,15.61671,-16.40144,807.6415,11.14215,-8.436032,0.2650777,0.5052603
2165183641867544576,GALAXY,AGN,11.751,11.699,9.039,0.05200005,2.660001,347.0549,416.5835,142.73,5.596315,-2.239891,117.1479,4.869117,-1.789744,486.3678,8.542134,-6.133122,343.6143,7.936851,-4.192273,1.218374,0.7064906
532575427311462400,GALAXY,BROADLINE,11.425,11.509,10.761,-0.08399963,0.7480001,353.6115,336.3042,176.7543,6.990289,-1.523107,111.2034,6.246157,-0.9397453,265.7087,8.458536,-2.005232,209.0114,7.83979,-1.621052,1.589469,0.7866186
532582024381229056,GALAXY,,12.426,12.492,11.139,-0.06599998,1.353,94.96023,145.8369,130.5701,4.561821,-1.816535,35.5944,3.260782,-0.1897499,112.7137,3.65704,-1.63167,63.12643,3.548274,-1.01964,3.668276,0.5600601
532568280485881856,GALAXY,,11.333,11.397,10.865,-0.06400013,0.5320005,308.5734,444.142,52.92944,9.884954,-0.3234304,39.41138,6.502235,-0.2003062,66.66611,8.118797,-0.5006841,75.40034,11.53296,-0.3497989,1.342999,1.131015
532572678532392960,GALAXY,BROADLINE,12.175,12.211,10.506,-0.03600025,1.705001,260.1659,298.7067,48.20422,4.203691,-0.6810632,42.46762,3.857178,-0.5006605,109.5187,4.742746,-1.553599,117.0291,4.98629,-1.506529,1.135082,1.068576
837685511375054848,GALAXY,STARFORMING,10.7,10.607,6.895,0.09299946,3.712,128.1851,133.3449,338.9511,10.19935,-2.293261,364.1421,9.098857,-2.203068,1365.608,17.91575,-8.21707,703.2765,13.92277,-4.303532,0.930821,0.5149916
532558659759138816,GALAXY,BROADLINE,11.081,11.031,8.769,0.05000019,2.262,446.5649,402.0615,52.35191,6.195063,-0.5075043,35.74885,5.803112,-0.3400297,143.8768,8.199516,-1.314046,174.7336,7.834767,-1.475811,1.464436,1.214467
1088747453164840960,GALAXY,BROADLINE,11.505,11.598,10.917,-0.09299946,0.6809998,291.3171,396.4049,85.45663,8.93327,-0.9354478,47.90237,7.859986,-0.4649003,112.2611,11.76526,-0.8834153,128.0909,12.03788,-0.9070692,1.783975,1.141009
1086577288767629312,GALAXY,,9.681,9.507,5.862,0.1739998,3.645,165.5731,187.3424,93.63377,11.48885,-0.3894148,222.4413,9.992073,-0.5927334,1794.495,27.50607,-7.864586,1201.184,24.13927,-5.315712,0.4209369,0.6693713
2168581407641724928,GALAXY,BROADLINE,11.345,11.41,10.042,-0.06499958,1.368,152.4677,209.1049,133.3197,6.545409,-1.219692,49.38228,4.947236,-0.2745447,140.5117,7.447526,-0.9509304,198.1082,8.395162,-1.397721,2.699748,1.409906
3185236334960732160,GALAXY,STARFORMING,11.582,11.444,7.385,0.1379995,4.059,194.5388,147.4374,36.31393,2.603936,-0.7033541,185.3663,3.078673,-3.886157,926.6036,7.353087,-18.40613,321.5735,4.389384,-6.360252,0.1959036,0.3470455
3185235510327011328,GALAXY,STARFORMING,12.278,12.231,8.879,0.04699993,3.352,194.3035,244.8785,50.42423,2.584325,-1.202759,112.6786,2.587683,-2.368315,473.5976,4.790067,-10.05364,221.2122,3.649279,-4.630675,0.4475047,0.4670889
1551583856350488576,GALAXY,BROADLINE,10.074,10.084,7.482,-0.009999275,2.602,430.9975,439.0905,459.0843,15.99958,-2.346772,232.1178,14.34995,-1.159833,659.0656,25.26219,-2.518071,1049.085,25.93456,-3.874649,1.977808,1.591776
1550382089956780032,GALAXY,AGN,9.974,9.917,6.884,0.05700016,3.033,254.466,324.4182,268.9709,15.44129,-1.535066,271.4026,12.73599,-1.363801,1268.191,26.93466,-5.806014,1537.084,29.7037,-6.469432,0.9910401,1.212028
1551596775612114944,GALAXY,STARBURST,12.553,12.085,8.093,0.4680004,3.992,198.9821,248.4122,4670.918,31.87887,-73.17715,1681.263,13.63663,-26.59221,5943.062,37.04133,-122.5376,1960.849,12.90502,-40.17749,2.778221,0.3299392
1920916965338146816,GALAXY,STARFORMING,12.645,12.548,8.671,0.09700012,3.877001,159.3621,157.0206,782.5197,10.23955,-9.948591,743.0601,8.628454,-9.018158,2808.334,29.98997,-39.56814,655.5192,7.574698,-9.174156,1.053104,0.2334193
1920916965338146816,GALAXY,STARFORMING,13.429,13.238,9.236,0.191,4.002,159.3621,157.0206,782.5197,10.23955,-9.948591,743.0601,8.628454,-9.018158,2808.334,29.98997,-39.56814,655.5192,7.574698,-9.174156,1.053104,0.2334193
1918634924525512704,GALAXY,BROADLINE,10.836,10.906,10.319,-0.06999969,0.5869999,246.3699,278.0377,145.5356,10.59037,-0.8662917,71.17275,8.133725,-0.3890255,197.6694,12.34319,-1.015195,177.0869,12.69388,-0.7887487,2.044822,0.8958739
1256634087599269888,GALAXY,AGN BROADLINE,11.186,11.148,9.274,0.03800011,1.874,482.0027,443.4854,301.3725,10.76885,-2.681489,200.1344,9.618641,-1.70746,680.5145,16.24956,-4.815821,306.4826,13.08488,-2.241825,1.505851,0.450369
2168652326141716480,GALAXY,BROADLINE,10.791,10.773,8.675,0.0180006,2.098,189.4055,329.3648,135.2268,7.019948,-1.253151,47.25696,5.156573,-0.2547421,184.0137,9.031466,-1.163711,268.2448,10.43694,-1.649917,2.861521,1.457744
2169770529534273536,GALAXY,BROADLINE,10.948,11.045,10.159,-0.09700012,0.8859997,300.9684,326.8229,122.8987,8.999989,-0.8880876,59.33336,8.347246,-0.2980237,175.5148,12.67852,-1.035566,234.0226,12.54729,-1.360669,2.071326,1.333349
2169769704900552704,GALAXY,BROADLINE,11.242,11.318,9.459,-0.07600021,1.859,87.09357,151.1953,244.1948,10.5435,-1.146464,81.53497,5.742215,-0.316894,261.6507,8.819014,-1.471207,445.3258,12.28467,-2.529607,2.994971,1.701986
2168658648333576192,GALAXY,BROADLINE,11.401,11.478,9.811,-0.07699966,1.667,225.0497,237.11,89.86642,6.136144,-0.7840478,44.90473,5.227229,-0.2230399,168.3498,8.204801,-1.244923,221.0699,8.595968,-1.653351,2.001268,1.313158
2845305271897581568,GALAXY,AGN,10.908,10.885,8.505,0.02299976,2.38,292.468,351.4769,126.8201,7.616172,-1.237267,114.5313,6.571188,-0.7695989,550.9326,12.15271,-4.72567,670.4665,12.9692,-5.550938,1.107296,1.216966
3185256675925846016,GALAXY,,12.568,12.626,11.642,-0.05800056,0.9840002,191.0861,179.8295,32.11982,2.535954,-0.7507563,21.6263,2.210872,-0.3789242,64.67981,3.005635,-1.450348,63.31187,3.057636,-1.458287,1.48522,0.9788507
2847573839532025856,GALAXY,STARFORMING,11.871,11.859,9.422,0.01200008,2.437,184.6281,245.8116,80.1971,7.51315,-0.774098,122.0768,6.262836,-0.7812973,531.1644,11.47484,-4.739226,375.2393,11.27542,-3.400403,0.6569399,0.7064466
2845279708252235776,GALAXY,BROADLINE,10.662,10.616,7.422,0.04599953,3.194,336.8923,370.3564,86.96863,9.107316,-0.5651168,62.0535,7.882567,-0.3601347,372.817,14.32442,-2.51231,406.1706,14.77259,-2.576751,1.40151,1.089463
532713690898655232,GALAXY,BROADLINE,11.271,11.32,8.294,-0.04899979,3.026,170.8217,256.6365,93.88316,5.273432,-0.9421436,59.08947,3.866002,-0.4205289,213.7847,5.650489,-2.210378,370.2016,7.073739,-3.51379,1.588831,1.731657
2169641611795916800,GALAXY,BROADLINE,10.533,10.555,8.028,-0.02200031,2.527,181.109,276.9684,40.51833,4.911006,-0.5404636,23.6398,3.816145,-0.1326392,131.3323,5.967343,-1.658987,98.23698,6.378722,-1.156179,1.713988,0.7480034
2169743591499393024,GALAXY,STARBURST,12.117,11.884,7.572,0.2329998,4.312,152.8448,147.9205,1555.704,13.21615,-21.75305,1524.189,12.18746,-20.36394,5754.761,34.32215,-107.9016,1616.687,10.55722,-30.56593,1.020676,0.2809303
2169752112714508288,GALAXY,BROADLINE,10.844,10.881,9.453,-0.0369997,1.427999,232.2191,291.4968,92.9495,8.163713,-0.6818116,59.19977,6.846817,-0.3294576,211.2329,10.5331,-1.356951,327.9452,11.63258,-2.049925,1.570099,1.552529
2169651782278473728,GALAXY,,11.395,11.467,10.315,-0.07199955,1.152,200.5424,237.3792,56.60282,6.616122,-0.4837014,40.25194,5.619993,-0.4877807,91.30737,7.363786,-0.8240373,110.4662,8.302367,-0.989429,1.406214,1.209828
713886547941812224,GALAXY,BROADLINE,11.044,11.092,10.447,-0.04800034,0.6450005,106.1237,183.0738,169.5083,12.27773,-1.079601,61.83147,8.342014,-0.1117537,206.6187,12.16646,-1.192992,178.2786,13.50419,-1.007644,2.741456,0.8628383
715056702872905728,GALAXY,STARFORMING,10.886,10.481,6.275,0.4049997,4.206,336.5763,423.8625,184.2285,8.935232,-1.957288,710.0223,11.25665,-6.982225,4243.52,30.28201,-41.82179,3250.851,22.28907,-30.42691,0.2594686,0.7660741
715116626256619520,GALAXY,BROADLINE,10.77,10.811,8.371,-0.04099941,2.44,376.952,446.3282,163.7771,9.25968,-1.555919,73.39268,7.706785,-0.5404753,282.2922,12.9626,-2.322261,495.9596,14.38968,-3.56803,2.231518,1.756902
712808475364714496,GALAXY,BROADLINE,11.072,11.1,9.792,-0.02800083,1.308001,354.2751,294.8861,174.6303,9.015629,-1.309387,61.42393,8.090686,-0.3676485,235.739,12.83358,-1.57725,321.2444,12.20937,-2.087227,2.843033,1.362712
989688322903271424,GALAXY,STARFORMING,11.507,11.465,8.674,0.04199982,2.791,160.7473,220.75,77.36827,8.230618,-0.620151,133.1039,6.900953,-0.135555,677.5945,12.54008,-4.619927,444.0481,11.96886,-3.107553,0.5812623,0.6553302
988585787417192448,GALAXY,,11.318,11.304,8.299,0.01399994,3.005,237.8375,333.9715,85.76681,7.132477,-0.9686515,48.0264,5.656216,-0.266346,289.6452,9.596355,-2.863626,355.5422,10.39285,-3.352266,1.785826,1.227509
1481776683190085632,GALAXY,BROADLINE,11.031,11.14,10.163,-0.1090002,0.9770002,387.8169,429.325,201.4387,12.18236,-1.640451,103.3108,10.25643,-0.6727813,339.6618,16.19833,-2.38615,293.2003,15.66527,-2.025129,1.949832,0.8632122
1479582612098934784,GALAXY,BROADLINE,11.018,11.028,8.415,-0.01000023,2.613,248.9015,310.9331,116.8366,5.770819,-1.120621,42.33076,4.463215,-0.3443706,169.6236,7.207592,-1.420346,345.5409,8.500565,-2.644627,2.760088,2.037104
1783434297907111936,GALAXY,BROADLINE,12.326,12.328,11.314,-0.001999855,1.014,100.7629,130.26,422.3838,8.846781,-3.100556,72.25724,4.335412,-0.3146894,166.2164,5.112483,-1.73371,167.7037,5.661834,-1.738059,5.845557,1.008948
1480594433329096704,GALAXY,BROADLINE,10.164,10.188,8.87,-0.02400017,1.318,463.1993,491.2825,251.0829,21.70028,-1.047589,168.5211,20.0862,-0.6696506,398.3948,32.90181,-1.319498,595.3766,33.92716,-1.909546,1.48992,1.494439
1479548252360566784,GALAXY,STARFORMING,12.026,11.961,8.714,0.06499958,3.247001,291.6157,293.9317,325.3937,6.167125,-3.801513,406.2341,5.953389,-4.392738,1554.187,10.76972,-18.49591,532.0678,6.662009,-6.373173,0.8010004,0.3423448
1982799127909525504,GALAXY,STARFORMING,10.551,10.403,6.751,0.1479998,3.652,248.1194,273.2191,437.3204,10.20458,-3.801062,1002.564,12.40361,-8.212425,4913.259,37.30189,-35.91073,2648.526,22.06172,-19.27427,0.4362019,0.5390568
2199023037012011008,GALAXY,BROADLINE,10.262,10.305,8.973,-0.04300022,1.332001,318.5854,445.0231,139.4703,13.47567,-1.016825,67.63275,11.04694,-0.4395218,209.7748,19.23055,-1.011325,269.8815,21.01557,-1.305312,2.062171,1.28653
2429795698552629248,GALAXY,AGN BROADLINE,11.735,11.733,9.48,0.001999855,2.253,146.24,194.5245,88.93002,6.141963,-0.918745,94.80769,4.946017,-0.7177742,350.2201,8.664713,-3.162057,311.5451,9.26956,-2.781141,0.9380043,0.8895696
2638142148947503104,GALAXY,STARBURST,10.615,10.305,5.797,0.3099995,4.508,260.688,269.8232,2919.678,27.90924,-14.99194,4889.11,35.96328,-24.51057,24495.59,142.3635,-130.6457,11348.98,61.15344,-61.22807,0.5971798,0.463307
2908302882170234880,GALAXY,AGN,11.84,11.846,9.588,-0.005999565,2.257999,310.4101,361.8557,98.02604,5.100046,-1.442697,91.74318,4.243348,-1.140419,436.732,7.646266,-5.849455,474.3304,7.849361,-5.915199,1.068483,1.08609
2908248731222566912,GALAXY,,11.368,11.441,10.624,-0.07299995,0.8170004,395.6091,311.1412,59.3093,6.765017,-0.5953902,41.38522,6.641669,-0.3623262,105.1346,9.412311,-0.8886641,106.9596,8.885776,-0.8912497,1.433103,1.017359
2908334768007440384,GALAXY,AGN BROADLINE,11.384,11.414,8.449,-0.02999973,2.964999,56.60659,89.191,18.49281,3.120105,-0.2226584,32.07315,2.467171,-0.2668164,143.5693,4.026599,-2.203618,77.86396,4.319983,-1.334999,0.5765823,0.542344
2908305081193490432,GALAXY,STARBURST,13.591,13.268,9.258,0.323,4.009999,144.94,130.2919,6372.962,38.29589,-129.924,2008.347,13.51029,-39.81391,6812.091,41.0007,-203.5891,741.5893,5.987211,-22.43033,3.173238,0.1088637
2908249006100473856,GALAXY,BROADLINE,11.622,11.655,9.091,-0.03299999,2.564,187.9816,227.2903,39.23356,4.143049,-0.6853974,22.68861,3.468052,-0.3218186,76.60703,4.828938,-1.158985,81.91714,5.251641,-1.231763,1.729218,1.069316
2908350436048136192,GALAXY,STARFORMING,10.386,10.345,7.131,0.04099941,3.214,329.6552,304.2816,166.2012,7.642272,-1.278651,382.002,8.148709,-2.695137,1766.44,18.83495,-11.18769,1075.476,15.24963,-6.741537,0.4350794,0.6088384
2909466166445500416,GALAXY,BROADLINE,11.065,11.136,10.194,-0.0710001,0.9419994,319.0538,314.7751,158.3275,10.1631,-1.282314,60.84628,8.675361,-0.4325036,236.7975,14.74898,-1.654079,395.7206,15.3946,-2.661578,2.60209,1.671134
377295799358351360,GALAXY,,11.299,11.383,10.556,-0.08400059,0.8270006,437.6758,448.8018,136.7431,12.55495,-0.9925422,58.73833,11.11118,-0.446366,158.8675,16.67342,-1.013487,172.2631,15.91649,-1.044654,2.328004,1.084319
635061185963649024,GALAXY,,11.238,11.305,9.798,-0.06700039,1.507,212.2934,138.9643,72.35931,4.284907,-0.8321353,43.28411,3.940506,-0.4007075,142.2006,5.910994,-1.408318,150.7067,5.831207,-1.454341,1.671729,1.059818
635028475492722688,GALAXY,BROADLINE,11.899,12.034,11.577,-0.1350002,0.4570007,237.0111,184.5992,53.58146,3.701763,-0.8022104,22.95357,3.217305,-0.2806232,56.2981,4.310794,-0.7612497,40.57557,3.939752,-0.595144,2.334341,0.720727
636181038573316096,GALAXY,BROADLINE,9.559,9.576,8.264,-0.0170002,1.312,453.5286,400.7161,214.6794,16.44036,-1.058805,98.91177,15.97306,-0.3622767,558.6741,32.0165,-1.928624,788.5266,30.66588,-2.665675,2.170413,1.411425
637369335983138816,GALAXY,AGN,11.39,11.388,10.136,0.002000809,1.252,470.5657,441.6354,283.4187,7.467402,-3.092629,158.8723,7.041909,-1.542282,598.0797,11.98682,-4.972631,621.4313,10.8208,-5.097951,1.78394,1.039044
637378406954067968,GALAXY,BROADLINE,11.622,11.714,9.985,-0.09200001,1.729,191.7371,253.1411,120.4518,5.836733,-1.31108,31.88703,4.333169,-0.1871431,119.6294,6.562628,-1.12658,122.1225,6.653948,-1.077036,3.777454,1.02084
637379506465695744,GALAXY,BROADLINE,11.317,11.469,10.896,-0.1519995,0.573,155.9129,171.731,61.03,5.052911,-0.7995024,38.45169,4.324553,-0.4363122,88.22795,6.07923,-0.8676202,84.88641,6.283986,-0.756039,1.587186,0.9621261
635034797684582400,GALAXY,STARFORMING,13.38,13.276,9.878,0.1040001,3.398,93.72961,82.88262,726.2908,6.37971,-12.12489,501.8161,4.979251,-7.807514,1695.587,9.379316,-38.07451,347.2574,3.577104,-7.914014,1.447325,0.2048007
635034797684582400,GALAXY,STARFORMING,14.369,14.34,11.5,0.02900028,2.84,93.72961,82.88262,726.2908,6.37971,-12.12489,501.8161,4.979251,-7.807514,1695.587,9.379316,-38.07451,347.2574,3.577104,-7.914014,1.447325,0.2048007
635037546463651840,GALAXY,AGN BROADLINE,10.866,10.877,9.224,-0.01099968,1.653,324.8643,327.5174,206.9172,7.54699,-1.429012,126.6537,7.047484,-0.8741974,389.5372,11.74236,-2.107688,428.9828,11.21498,-2.304946,1.633724,1.101263
635068882545043456,GALAXY,STARBURST,13.685,13.513,9.521,0.1720009,3.992,160.7265,142.2108,420.6646,4.338656,-11.02628,722.3129,5.343303,-18.33914,2626.005,13.1895,-93.25562,818.2651,4.812933,-28.80203,0.5823855,0.3116007
636175266137270272,GALAXY,BROADLINE,10.049,10.099,8.234,-0.05000019,1.865,322.8888,341.1233,152.3978,13.32883,-0.8569614,89.7747,11.3795,-0.4300407,355.8801,20.30526,-1.742479,455.8994,21.64821,-2.14782,1.697558,1.281048
637389402070345728,GALAXY,STARFORMING,11.822,11.824,8.994,-0.002000809,2.83,343.0151,356.1658,77.93363,4.808287,-1.12854,163.8732,4.863611,-2.034682,732.0427,8.922319,-8.737111,391.319,7.391785,-4.575831,0.4755726,0.5345576
635151620795033600,GALAXY,AGN,13.051,13.037,10.698,0.01399994,2.339,134.6146,160.9598,122.7653,3.085863,-2.814123,46.57806,2.231886,-1.020977,165.7143,2.914462,-4.085217,152.0144,2.893863,-3.454157,2.63569,0.9173282
631787116405221376,GALAXY,BROADLINE,10.979,11.06,10.472,-0.08100033,0.5880003,404.8533,307.3058,115.4262,11.47202,-0.8745925,80.39015,11.43221,-0.6080548,218.2165,17.54236,-1.217229,157.4736,15.07523,-0.9743804,1.435825,0.7216393
914363529845303296,GALAXY,STARFORMING,11.922,11.767,7.873,0.1549997,3.894,277.9987,358.8131,243.3211,9.806078,-2.300775,942.5361,13.06738,-8.088295,4075.795,34.49286,-37.91888,1848.884,19.06944,-16.94297,0.2581558,0.4536255
2967889815107823616,GALAXY,AGN,12.477,12.402,9.638,0.07499981,2.764001,284.5703,279.4107,154.6154,2.33437,-5.28087,30.86487,1.682321,-0.8198474,192.6405,2.780797,-5.319894,169.184,2.432531,-4.614577,5.009431,0.8782368
1490816872793270272,GALAXY,AGN BROADLINE,10.266,10.317,9.329,-0.0510006,0.9879999,227.1754,223.8244,420.3771,17.11411,-1.667045,237.7278,12.8496,-1.010947,808.337,24.11364,-3.492817,1892.011,32.17765,-7.400968,1.768313,2.340622
1489621149015894016,GALAXY,STARFORMING,10.548,10.478,7.114,0.07000065,3.364,288.8281,334.5878,156.7305,11.53851,-1.104619,369.9953,11.59493,-2.122043,2021.783,26.88918,-11.43191,1403.095,22.87877,-7.855526,0.4236013,0.693989
1490802579142109184,GALAXY,AGN,10.532,10.499,8.688,0.03299999,1.811,305.5045,336.7383,518.0255,13.1363,-4.201085,208.1822,9.073393,-1.769326,802.7048,17.9275,-5.640749,1283.605,20.33941,-8.275599,2.488328,1.599099
2009900458100942848,GALAXY,STARBURST,10.261,9.776,6.29,0.4849997,3.486,273.2801,259.1459,2876.047,31.42904,-16.20506,2037.056,24.42722,-10.83931,9504.388,75.10806,-45.63308,3954.461,36.88274,-17.84107,1.411865,0.4160669
2009835586914904064,GALAXY,BROADLINE,9.494,9.538,8.443,-0.04399967,1.095,266.829,217.6332,157.5523,13.71316,-0.6293815,103.9542,12.0442,-0.5355914,386.7274,24.34729,-1.278517,454.2625,25.35846,-1.539349,1.515593,1.174632
2967917302898518016,GALAXY,STARFORMING,12.933,12.885,10.111,0.04799938,2.774,182.2402,234.4353,49.65236,1.939504,-1.419872,74.59181,1.758944,-1.899102,286.8227,2.790877,-8.166718,178.2657,2.488067,-5.022017,0.6656542,0.6215189
2967885142183405568,GALAXY,BROADLINE,12.727,12.596,11.021,0.1310005,1.575,235.0493,176.2557,30.09905,2.429285,-0.620444,19.74608,2.077545,-0.1739033,97.4052,3.075094,-1.730315,103.6315,3.193137,-1.796773,1.524305,1.063921
2968028903328737280,GALAXY,BROADLINE,12.09,12.146,9.81,-0.05599976,2.335999,370.6081,397.014,21.71961,1.997053,-0.6348756,17.54804,1.743181,-0.4525881,92.536,2.686964,-2.348224,67.01106,2.611831,-1.635954,1.237723,0.7241621
2967960458729908224,GALAXY,STARFORMING,11.551,11.431,7.33,0.1199999,4.101,192.6397,176.931,27.152,1.550522,-0.8843333,127.6107,1.78129,-4.453178,753.3354,4.042236,-21.76017,250.0941,2.380597,-7.196729,0.2127721,0.3319824
323137705250678784,GALAXY,BROADLINE,11.734,11.754,9.876,-0.0199995,1.877999,379.6711,351.4705,34.37462,5.43385,-0.4456029,30.09818,4.833462,-0.3954448,116.7162,7.21773,-1.300884,134.4464,7.215703,-1.449252,1.142083,1.151908
323291087122753536,GALAXY,STARFORMING,11.435,11.423,8.015,0.01200008,3.408,193.9246,229.4533,57.48952,3.70389,-0.9085391,157.6204,3.868268,-2.211856,703.2859,6.972041,-9.916527,304.1326,5.363633,-4.401901,0.3647341,0.4324451
603488156460804096,GALAXY,,11.078,11.154,10.107,-0.07600021,1.047,109.8485,154.3716,180.5671,8.802274,-1.335839,115.1399,6.60717,-0.7394471,393.9262,10.51064,-2.927053,248.0086,10.44699,-1.7757,1.568241,0.6295814
605909830904866816,GALAXY,STARFORMING BROADLINE,9.8,9.75,6.9,0.05000019,2.85,221.3257,202.7415,163.1563,13.19393,-0.6616428,212.0451,11.8574,-0.6027284,859.5497,24.70643,-4.170503,622.0557,25.07043,-2.461295,0.7694417,0.7236995
603493379141036032,GALAXY,STARFORMING,10.123,10.057,6.648,0.06599998,3.409,256.8809,209.6306,520.5664,12.92499,-2.981752,840.7063,13.56431,-4.949328,4881.967,39.84047,-23.93461,2740.887,27.34329,-13.45083,0.6192012,0.5614308
609240250450995200,GALAXY,STARFORMING,13.553,13.457,10.452,0.09600067,3.005,106.7753,108.2984,241.8594,2.748705,-7.767611,242.2523,2.533002,-7.800807,790.5424,4.626496,-29.3141,203.454,2.026813,-7.456749,0.9983782,0.25736
609142668794030080,GALAXY,BROADLINE,11.536,11.618,10.086,-0.08199978,1.532,341.6673,370.4824,48.4282,4.203235,-0.6149867,29.39003,3.904398,-0.3147043,105.8112,5.648892,-1.135044,109.3471,5.335415,-1.059192,1.647777,1.033417
852339802131949568,GALAXY,STARFORMING,10.898,10.703,6.672,0.1949997,4.031,228.3105,240.0095,76.21757,6.778818,-0.830758,581.3502,8.841527,-6.047585,3564.034,28.46706,-32.88795,2264.24,18.42705,-20.20133,0.1311044,0.6353027
606913409941792768,GALAXY,STARFORMING,10.58,10.348,6.43,0.2320004,3.918,362.7099,456.8315,322.488,10.31878,-2.129717,357.5612,8.729194,-2.045204,1833.768,17.13592,-11.92997,1659.211,16.4024,-10.00792,0.9019098,0.9048098
606871078744123392,GALAXY,AGN BROADLINE,9.682,9.723,8.172,-0.04099941,1.551,242.901,240.7474,167.6216,11.6741,-0.6130493,190.9049,10.74069,-0.8288257,500.0597,16.33469,-1.819016,620.9647,17.66976,-2.204508,0.878037,1.241781
1628173912514783232,GALAXY,STARFORMING,10.176,10.033,5.959,0.1429996,4.074,161.7965,210.6231,1210.058,22.51457,-5.909539,2189.936,27.31945,-9.731139,6989.356,66.4625,-31.44823,3413.577,36.16414,-15.15065,0.5525541,0.4883965
