specobjid,class,subclass,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
2743984163790022656,GALAXY,STARFORMING,272.9776,274.1714,146.4403,9.583362,-1.098625,384.416,10.26239,-2.75008,1600.542,21.87453,-11.14357,1010.898,17.68142,-6.9188,0.3809422,0.6315975
2820512097362798592,GALAXY,AGN,316.3294,246.3654,1141.63,20.40248,-6.342577,363.054,13.85396,-1.77758,1631.415,29.12049,-7.332757,1467.988,26.12133,-6.484081,3.144517,0.8998253
2820527215647680512,GALAXY,BROADLINE,294.5371,293.9559,110.7594,8.454925,-1.23041,65.37457,7.358034,-0.7203397,127.4131,10.69259,-1.07527,120.7691,10.72904,-1.062378,1.694227,0.9478545
2821616837089847296,GALAXY,BROADLINE,261.5493,246.5482,81.0508,6.280461,-0.9817251,51.23298,5.592076,-0.5636388,136.318,8.123918,-1.414547,155.2486,8.314696,-1.609451,1.582005,1.138871
2821646523903797248,GALAXY,,332.7532,228.7672,38.75773,7.169377,-0.4985683,59.89264,6.793521,-0.6597775,112.8104,8.756188,-1.067114,69.03981,8.81484,-0.6833954,0.6471201,0.6119986
2821665215601469440,GALAXY,AGN BROADLINE,417.7614,389.6331,294.2163,12.22756,-1.880236,123.3301,10.56438,-0.6249436,506.8439,19.27263,-2.763888,909.3129,20.26717,-4.554276,2.3856,1.794069
2823821077925357568,GALAXY,STARFORMING,102.5354,98.18584,1455.938,18.72403,-10.97617,900.9965,12.65985,-6.537194,3213.838,27.61115,-36.59496,559.892,9.550246,-6.648628,1.61592,0.1742129
2912757004495775744,GALAXY,STARBURST,138.4841,138.4002,1704.267,15.27602,-24.52233,2891.352,22.1414,-39.02212,9654.487,66.15636,-220.7691,3322.639,17.91602,-74.6525,0.5894361,0.3441549
3001653070900783104,GALAXY,BROADLINE,485.6153,494.5703,161.6243,9.753291,-1.487173,54.38554,8.684743,-0.3741032,260.5184,14.73694,-1.935684,340.0758,14.16312,-2.400955,2.971826,1.305381
3001669013819385856,GALAXY,BROADLINE,356.4744,427.8296,161.9444,9.365841,-1.459291,73.57055,8.548402,-0.5915976,220.337,12.9803,-1.645638,279.7395,12.66509,-1.968519,2.201212,1.269598
3001679734057756672,GALAXY,BROADLINE,445.0045,464.4541,105.9821,9.331771,-0.8902891,58.14252,8.309167,-0.4606536,180.6384,13.92392,-1.399626,301.6192,14.43707,-1.984026,1.822799,1.669741
3001721790377519104,GALAXY,STARFORMING,271.5639,241.9679,61.01204,7.567687,-0.3620935,145.8181,7.131382,-0.9777956,838.1998,13.47288,-6.954808,427.5466,11.57399,-3.535682,0.418412,0.5100772
3001751477191469056,GALAXY,AGN,224.1044,333.7704,106.8847,6.365555,-1.321542,86.50205,5.336984,-0.7362688,318.1252,9.32227,-3.337851,398.0862,9.810698,-4.033802,1.235632,1.251351
3001771543278675968,GALAXY,BROADLINE,436.0875,447.087,73.63195,6.759197,-0.9848319,46.78571,6.438868,-0.5888579,135.7106,9.968325,-1.351273,163.5085,9.661489,-1.641585,1.573813,1.204832
3089555177955420160,GALAXY,BROADLINE,467.3316,391.405,87.3298,8.842058,-0.6940501,137.9081,9.219748,-1.016634,788.512,17.80889,-5.234209,571.8261,16.29942,-3.71069,0.6332463,0.7251964
3089621148653086720,GALAXY,AGN,167.5219,170.6435,259.3684,8.357947,-2.009357,139.9934,6.006478,-0.7620891,503.4296,10.278,-3.983315,432.9614,10.19122,-3.601934,1.852719,0.8600237
3091744304935233536,GALAXY,BROADLINE,163.8332,211.0935,130.9417,9.821697,-1.034834,60.57459,7.559832,-0.3428665,174.9685,12.01507,-1.123901,265.3135,14.26484,-1.67966,2.161661,1.51635
3092903465085593600,GALAXY,BROADLINE,288.241,387.0814,106.757,10.89982,-0.7073602,63.33828,8.972003,-0.3663941,226.066,16.01893,-1.122347,352.0308,17.43773,-1.669018,1.685504,1.557203
3095126952609081344,GALAXY,BROADLINE,447.3586,459.3608,111.6639,7.666151,-1.283547,68.12729,7.494981,-0.6927079,209.836,11.21508,-1.908046,201.1858,10.1056,-1.831691,1.639047,0.9587764
3316955077226293248,GALAXY,STARFORMING,160.1508,120.2588,19.62262,1.97801,-0.5205166,45.27298,1.742525,-0.9252477,190.7759,2.610576,-5.316794,118.2374,2.351397,-3.336861,0.4334289,0.6197709
2222644946031110144,GALAXY,STARFORMING,279.1647,360.2615,103.2341,5.958036,-1.188856,374.0042,6.631282,-3.731099,1796.589,16.52211,-18.52748,841.0414,10.4956,-8.510798,0.276024,0.4681324
2222682054548547584,GALAXY,STARFORMING,256.9693,302.7883,115.8487,5.497598,-1.428846,707.408,8.032629,-7.966668,3346.129,27.29002,-40.31787,1500.314,12.72727,-18.03757,0.1637651,0.4483731
2223739789834741760,GALAXY,BROADLINE,440.5045,475.5719,150.9112,12.00662,-1.168859,92.8986,11.24196,-0.6480032,232.3506,17.49063,-1.435437,287.5901,17.08443,-1.729703,1.624472,1.237742
2223789267857991680,GALAXY,STARBURST,104.5017,91.05247,26469.81,298.396,-301.9076,4141.521,42.4416,-41.8908,14215.46,142.5868,-326.7203,289.1529,4.912669,-9.353629,6.391326,0.02034074
2269976453896497152,GALAXY,STARBURST,97.95219,96.74079,713.5428,13.99585,-4.923752,1246.748,15.66937,-8.47935,5085.056,41.96238,-43.62454,1440.984,17.36072,-12.59732,0.5723234,0.2833763
2356623193164244992,GALAXY,BROADLINE,384.5582,385.9625,271.4195,12.8276,-2.002604,157.2387,10.86488,-1.142414,562.8011,17.67269,-3.943634,590.0403,17.39728,-3.958708,1.726162,1.048399
2394808133173143552,GALAXY,,194.0924,311.9356,86.76347,10.4767,-0.8156183,42.62683,8.303555,-0.1153214,120.1023,12.62957,-0.7049651,162.4303,14.59871,-0.9962192,2.035419,1.352433
2394906264585922560,GALAXY,AGN,317.584,258.3361,5256.093,48.16209,-28.69371,508.3492,14.17074,-2.423393,2076.596,27.93225,-11.78893,2522.573,27.99797,-13.51286,10.33953,1.214763
2439844679705978880,GALAXY,STARBURST,202.4981,208.7569,1217.125,22.91661,-5.613688,5218.981,47.87026,-21.51617,18414.09,136.8324,-133.2738,7463.471,50.63567,-51.25818,0.2332112,0.405313
2497307630049978368,GALAXY,AGN,220.3735,252.8515,227.045,6.494497,-2.92109,101.6601,4.805013,-0.8371931,382.3579,7.824757,-4.859671,382.7119,7.921231,-4.732472,2.233374,1.000926
2497360406608111616,GALAXY,,239.1304,320.9193,356.1149,7.091867,-5.317127,35.22143,3.788932,-0.1107875,187.7365,6.19093,-2.781394,300.0123,6.961119,-4.282677,10.11074,1.59805
2497393666834851840,GALAXY,STARFORMING,265.1602,378.6179,106.7201,6.314855,-1.326977,451.0143,7.381761,-5.66802,3397.34,25.90174,-33.50193,2429.063,18.64248,-23.1567,0.2366225,0.7149897
2497399164392990720,GALAXY,BROADLINE,399.7206,371.0021,67.58727,6.721762,-0.7153244,42.9437,6.314975,-0.3382213,155.4984,9.49922,-1.654093,206.7797,9.252748,-2.088383,1.573858,1.329787
2498497851387045888,GALAXY,STARFORMING,206.2047,232.5652,576.6367,12.23001,-4.970731,751.2755,11.64649,-6.165346,2943.388,27.18129,-28.84745,1401.705,16.44083,-13.81439,0.7675436,0.4762217
2501900289833986048,GALAXY,BROADLINE,247.1516,298.1896,103.2692,8.554826,-0.8764853,71.25346,6.740085,-0.3618018,260.2286,11.23941,-1.915886,366.5516,13.13887,-2.622689,1.449322,1.408575
2582986260888971264,GALAXY,BROADLINE,127.85,133.2356,71.87603,7.377142,-0.5391179,43.34217,5.830242,-0.2598672,126.1507,8.997857,-1.017556,145.7198,10.16922,-1.211083,1.65834,1.155125
2738278526498138112,GALAXY,STARFORMING,117.2379,112.3466,299.8898,5.288089,-4.139073,489.765,5.665963,-6.640899,1707.561,11.47388,-35.2794,457.9409,4.885387,-9.409989,0.6123137,0.2681843
2738292270393485312,GALAXY,STARBURST,144.7964,168.9716,132.2305,3.446681,-3.089619,647.1654,5.912889,-13.38089,3126.749,17.62225,-72.38956,1385.129,8.364407,-32.56697,0.2043225,0.4429933
2740479744985294848,GALAXY,BROADLINE,353.5933,312.7805,66.21374,8.13273,-0.6387074,45.63389,6.952193,-0.1904071,245.9077,11.97151,-1.978758,262.6497,12.20092,-2.046047,1.450977,1.068082
2740480569619015680,GALAXY,BROADLINE,486.1686,475.9988,175.4861,9.932523,-1.432478,103.3544,9.676875,-0.7910147,321.6004,16.21832,-2.177587,682.0347,17.00184,-4.298052,1.697906,2.120752
2788978931900901376,GALAXY,,130.8555,381.9319,38.96968,6.802721,-0.500312,26.90616,4.357965,-0.2721322,88.25185,7.090065,-0.7879922,101.0841,9.705183,-0.8713026,1.448355,1.145405
2790041335665551360,GALAXY,STARBURST,124.8854,128.1258,4906.175,43.25146,-35.46676,2548.965,25.64863,-17.8988,9633.144,77.8957,-85.9417,1688.508,18.03677,-15.04957,1.924772,0.1752811
2791279387050272768,GALAXY,BROADLINE,479.9424,490.1124,223.2598,14.09576,-1.509251,82.99665,12.46355,-0.4967664,414.6097,23.26716,-2.254548,609.8395,22.76773,-3.074874,2.689986,1.470876
2793373680346884096,GALAXY,BROADLINE,373.096,379.3014,72.56512,5.443369,-1.103554,28.16418,4.792065,-0.4556634,110.8964,7.047174,-1.339643,76.92385,6.31201,-0.9427511,2.576504,0.6936551
2793396770091067392,GALAXY,STARBURST,150.0886,156.06,213.7396,7.087414,-1.757221,1910.431,15.62015,-14.68502,9145.261,57.16011,-68.22213,3631.537,23.92468,-26.88835,0.1118803,0.397095
2793418210567809024,GALAXY,BROADLINE,452.5672,434.7065,134.8342,8.547001,-1.149915,79.38587,8.331677,-0.5010995,255.7835,13.50608,-1.694471,251.4209,12.06145,-1.670872,1.698466,0.982944
2793455044207339520,GALAXY,STARFORMING,203.202,220.9833,70.23619,4.441773,-1.072174,76.1598,3.762941,-0.669111,316.2869,6.267725,-4.447845,262.5193,6.141105,-3.543906,0.9222214,0.8300038
2841922349480044544,GALAXY,BROADLINE,212.1226,344.8282,83.87096,9.532207,-0.7904507,54.19944,7.236082,-0.4558482,121.868,10.86011,-0.9723684,195.3548,13.83498,-1.398787,1.547451,1.603003
2844133467598383104,GALAXY,STARFORMING,160.1479,173.5701,349.6696,6.117557,-5.038519,301.9255,5.171391,-4.134965,1090.838,10.17827,-14.63985,310.3551,5.8255,-4.338539,1.158132,0.2845106
2923967626612860928,GALAXY,STARBURST,119.611,113.4959,5955.773,61.29473,-21.82578,5045.405,46.65491,-18.16129,20515.44,167.3524,-100.1217,3280.528,33.42966,-16.22112,1.180435,0.1599053
2968032751619434496,GALAXY,STARBURST,117.7359,122.3511,1070.759,6.662357,-18.73646,1005.185,6.013339,-17.00423,3609.891,16.95721,-100.1334,767.5396,3.831604,-20.84373,1.065236,0.2126213
2968034675764783104,GALAXY,AGN,238.1376,252.0056,348.8553,3.58433,-6.043321,93.16865,2.299038,-1.512433,356.2196,3.748603,-5.853721,398.4602,3.813112,-6.322314,3.744342,1.11858
2968047045270595584,GALAXY,,188.8722,223.6435,17.25338,1.473576,-0.6551219,32.74776,1.324268,-0.9404626,130.0697,1.994057,-4.339174,88.33881,1.862136,-2.819823,0.5268567,0.6791651
3106484637761824768,GALAXY,,381.419,373.812,127.3183,12.69519,-0.8793287,65.58327,10.83041,-0.4348386,174.3565,17.24187,-0.9491195,149.4402,16.78471,-0.7941623,1.941323,0.857096
3110987412302489600,GALAXY,BROADLINE,492.3379,402.8669,82.02875,9.409563,-0.743811,48.27552,9.636245,-0.3177941,164.3297,15.5018,-1.272286,215.0643,13.88903,-1.59193,1.699179,1.308737
3161608927930509312,GALAXY,STARFORMING,263.1747,285.1389,64.46188,3.994913,-0.8917566,128.47,3.946022,-1.78288,517.2263,5.940312,-6.935193,252.1562,5.156324,-3.378664,0.501766,0.4875163
2445531084687960064,GALAXY,STARFORMING,141.0986,196.4162,86.89826,5.809831,-1.044613,364.9189,6.318098,-3.894629,1520.266,13.62236,-16.76337,890.7112,9.82767,-9.861414,0.2381303,0.5858915
2445613273182136320,GALAXY,STARBURST,225.9865,179.7998,437.4836,6.318165,-7.409419,736.7997,7.44241,-12.06079,3255.661,19.65213,-80.17134,999.2396,7.447646,-24.57516,0.5937618,0.3069237
2446633339122116608,GALAXY,STARFORMING,258.4527,313.6418,162.5672,8.245229,-1.265242,359.1968,8.282338,-2.199573,1612.713,17.41266,-10.37054,749.6603,13.66073,-4.833375,0.4525854,0.4648442
2446636087901186048,GALAXY,BROADLINE,363.3611,320.5974,65.45517,6.591963,-0.6255154,42.93926,6.13694,-0.3505692,130.0619,9.104556,-1.243343,182.8683,9.376645,-1.602297,1.524366,1.40601
2446690788604667904,GALAXY,BROADLINE,298.3423,276.6437,98.29977,5.648207,-1.267791,58.2608,5.558573,-0.6390831,164.4347,8.547458,-1.462263,186.419,7.898178,-1.719146,1.687237,1.133697
2446726797610477568,GALAXY,,73.16461,155.3604,37.99915,3.637716,-0.5345024,13.37025,2.110097,-0.1309848,23.5131,2.183218,-0.6293206,32.91954,2.946197,-0.9092522,2.842067,1.400051
2551402500326451200,GALAXY,STARBURST,106.19,89.92686,1148.948,10.2184,-18.82223,521.15,5.849832,-8.298557,1884.265,12.39444,-44.41029,218.7063,3.53094,-5.448032,2.204639,0.1160698
2551405249105520640,GALAXY,AGN BROADLINE,484.5005,305.569,3702.728,29.59062,-19.31148,760.3801,13.68218,-3.498479,4460.755,36.91713,-18.03513,4816.731,35.02584,-21.25273,4.869576,1.079802
2663960881091602432,GALAXY,BROADLINE,77.64597,84.94617,49.40434,5.719398,-0.6507487,27.46729,3.49195,-0.2488285,82.03693,4.828684,-1.119975,162.226,6.982803,-2.020266,1.798661,1.977476
2666259685312587776,GALAXY,STARBURST,129.6741,132.7247,353.1846,8.688733,-3.829254,1557.926,17.0387,-16.09054,6284.626,46.9466,-82.02461,2105.32,18.66422,-27.87549,0.2267017,0.3349952
2722528018101725184,GALAXY,BROADLINE,306.1454,328.0288,260.9346,8.138368,-2.664043,70.66146,6.003493,-0.6588578,229.5519,9.294962,-1.995212,274.9585,9.377623,-2.39358,3.692742,1.197805
2722555231014512640,GALAXY,BROADLINE,240.7392,266.6085,92.40927,6.026261,-1.058162,57.59209,5.005702,-0.4849,148.6819,7.404423,-1.456331,133.6284,7.587914,-1.247518,1.604548,0.8987535
2723577782616483840,GALAXY,STARFORMING,129.3968,120.1083,1000.866,13.24906,-8.188335,974.8807,11.21332,-7.616098,3278.345,24.75089,-34.64943,907.5422,10.6395,-9.773527,1.026655,0.2768293
2723612142354851840,GALAXY,BROADLINE,426.7682,438.586,196.0428,14.50755,-0.9753382,110.9562,13.9658,-0.4271153,369.4147,24.36086,-1.435208,594.1729,24.37724,-2.18329,1.766849,1.608417
2723682236221122560,GALAXY,BROADLINE,133.2718,192.5355,52.67744,4.293106,-0.8711024,27.05825,3.288701,-0.3486626,85.25519,4.843891,-1.233229,133.4168,5.776277,-1.869066,1.946816,1.564911
2830528648728045568,GALAXY,BROADLINE,463.9359,491.5978,178.2503,12.03689,-1.342062,195.8233,12.58118,-1.340629,624.3655,20.0965,-3.30759,663.8597,18.94795,-3.532069,0.9102609,1.063255
2832766435791497216,GALAXY,STARBURST,144.2999,139.7493,1953.259,16.1944,-24.1181,1077.835,10.27167,-13.44172,4017.025,24.98171,-64.50671,714.5389,7.419878,-11.536,1.812206,0.1778776
2832796397483354112,GALAXY,BROADLINE,237.7591,297.4763,55.48438,5.734834,-0.6491087,34.55673,4.735008,-0.1677953,88.40635,6.51404,-1.005051,109.8868,7.269496,-1.130689,1.605603,1.242974
2832899751576365056,GALAXY,STARFORMING,131.8868,154.6204,68.05516,3.685617,-0.9692268,417.0417,5.422904,-6.27454,1877.448,14.39349,-28.72375,710.3118,7.285473,-11.08908,0.1631855,0.3783389
2942115894857328640,GALAXY,STARBURST,190.3419,172.176,5015.691,33.54153,-100.8758,1735.3,13.3515,-33.31525,6185.803,37.29698,-196.2649,675.3439,6.07131,-21.58467,2.890388,0.1091764
2989363278909564928,GALAXY,AGN BROADLINE,284.362,348.7811,138.9392,10.05991,-1.173027,134.2236,8.895057,-1.061021,493.7185,15.77748,-3.458211,450.2533,15.65455,-2.939353,1.035133,0.9119636
2990493856773990400,GALAXY,STARFORMING,342.4106,346.5936,43.85452,4.821239,-0.5458451,207.4138,5.138577,-2.715428,1205.747,11.55123,-14.39343,460.9834,8.241459,-5.502351,0.2114349,0.3823218
2990517496273987584,GALAXY,,274.8402,202.1559,21.6608,4.134866,-0.3071092,25.08844,3.998054,-0.3331906,72.8876,5.43881,-0.9333019,51.15797,5.258266,-0.5846571,0.8633777,0.7018748
2991671708907235328,GALAXY,BROADLINE,247.3022,252.6343,58.46272,5.188779,-0.744594,28.28861,4.400564,-0.3593595,121.3435,7.489728,-1.34448,165.7939,7.867372,-1.696672,2.066652,1.366319
2993784970188711936,GALAXY,STARFORMING,246.9369,288.0491,97.21776,5.495128,-1.332202,238.2069,5.577919,-2.839584,1254.072,12.4472,-14.24916,668.8825,9.352262,-7.35085,0.4081232,0.5333685
3112113587557001216,GALAXY,BROADLINE,161.5665,205.7045,96.38228,8.200092,-0.83794,46.25677,6.14552,-0.1301192,169.3528,10.35853,-1.243925,166.5213,11.04047,-1.240056,2.083636,0.9832807
3115468742390212608,GALAXY,,255.5809,329.7999,92.30627,12.89907,-0.5097445,57.44889,10.10885,-0.344002,120.4376,14.26497,-0.8030735,176.0915,17.31778,-1.013779,1.606755,1.462098
3229216522308184064,GALAXY,STARFORMING,305.6646,347.2319,95.08416,2.495764,-2.146727,167.6909,2.365611,-3.763557,1111.834,6.541389,-21.59578,726.9317,4.925529,-13.63617,0.5670203,0.653813
3287670685471631360,GALAXY,STARBURST,189.0765,192.5325,157.364,2.707805,-4.261097,452.9144,3.745595,-12.14468,2716.665,14.24396,-76.56297,1044.788,5.922834,-29.63114,0.3474476,0.3845847
3343996467592325120,GALAXY,BROADLINE,268.7809,256.7123,80.73515,6.528084,-0.7565452,39.16608,5.987207,-0.2865928,144.3445,9.226276,-1.207726,141.3919,8.549505,-1.149686,2.061353,0.9795445
3344069859993479168,GALAXY,STARFORMING BROADLINE,387.6855,339.4622,61.79113,6.547112,-0.6302341,85.17157,6.343073,-0.7849417,530.8751,11.50079,-4.932431,311.0701,10.22831,-2.903781,0.7254901,0.5859573
3345192461382215680,GALAXY,BROADLINE,142.704,135.1425,551.5575,9.216282,-5.578742,65.65705,3.97806,-0.7076679,178.5125,5.25046,-2.560422,269.7785,6.060824,-3.785058,8.400583,1.511259
2730317239138936832,GALAXY,,324.6752,332.6106,57.81615,6.276357,-0.6286845,29.54529,5.674526,-0.277516,79.37659,8.021783,-0.7632884,106.1553,8.150808,-1.016968,1.956865,1.337363
2801239312711051264,GALAXY,BROADLINE,141.9548,131.4394,253.2187,15.32682,-1.019141,155.6001,11.83371,-0.6358916,446.0435,19.25169,-1.761559,109.0534,16.3629,-0.5121705,1.627369,0.2444905
2801414959693588480,GALAXY,STARBURST,229.2336,240.2226,343.7132,11.42001,-2.572043,1161.251,15.70676,-8.68644,6183.866,50.75211,-41.6171,3451.635,30.92451,-23.34866,0.2959853,0.5581678
2900491676537612288,GALAXY,BROADLINE,178.446,206.9588,149.7898,8.894814,-1.337495,52.08299,6.505534,-0.1728163,221.9852,11.49286,-1.572265,264.4351,12.57058,-1.926127,2.875983,1.191228
2901524667711907840,GALAXY,BROADLINE,427.8818,466.2871,87.16379,9.982759,-0.7844349,76.85022,10.03007,-0.6608153,205.3884,16.41823,-1.259964,269.6823,16.3082,-1.667925,1.134204,1.313036
2967885142183405568,GALAXY,BROADLINE,235.0493,176.2557,30.09905,2.429285,-0.620444,19.74608,2.077545,-0.1739033,97.4052,3.075094,-1.730315,103.6315,3.193137,-1.796773,1.524305,1.063921
2967889815107823616,GALAXY,AGN,284.5703,279.4107,154.6154,2.33437,-5.28087,30.86487,1.682321,-0.8198474,192.6405,2.780797,-5.319894,169.184,2.432531,-4.614577,5.009431,0.8782368
2967917302898518016,GALAXY,STARFORMING,182.2402,234.4353,49.65236,1.939504,-1.419872,74.59181,1.758944,-1.899102,286.8227,2.790877,-8.166718,178.2657,2.488067,-5.022017,0.6656542,0.6215189
2967960458729908224,GALAXY,STARFORMING,192.6397,176.931,27.152,1.550522,-0.8843333,127.6107,1.78129,-4.453178,753.3354,4.042236,-21.76017,250.0941,2.380597,-7.196729,0.2127721,0.3319824
2968028903328737280,GALAXY,BROADLINE,370.6081,397.014,21.71961,1.997053,-0.6348756,17.54804,1.743181,-0.4525881,92.536,2.686964,-2.348224,67.01106,2.611831,-1.635954,1.237723,0.7241621
3100760300417214464,GALAXY,BROADLINE,2.3548,57.86994,119.3805,10.22817,-0.5397117,81.98138,6.902039,-0.1458195,251.8802,9.291022,-1.117781,336.1245,14.38172,-1.609362,1.45619,1.334462
3240373267030108160,GALAXY,AGN,343.2061,340.4796,68.40302,3.779442,-1.19996,64.6038,3.646281,-0.9507618,203.0081,4.487823,-3.467446,214.1346,4.330158,-3.476737,1.058808,1.054808
3240437313582426112,GALAXY,AGN BROADLINE,245.7287,311.3561,33.92199,3.269411,-0.5050636,56.84223,3.040776,-0.7273771,171.5769,3.730943,-2.734444,114.2342,4.025399,-1.774613,0.5967745,0.6657905
3240444460408006656,GALAXY,BROADLINE,272.7057,374.4982,68.39828,4.303103,-1.08322,52.22805,3.450207,-0.7003226,114.1185,4.070751,-1.594985,37.00938,3.861378,-0.4695038,1.309608,0.3243065
3242621494169200640,GALAXY,STARBURST,149.1034,141.0332,1912.046,22.82014,-14.65938,1983.003,21.03374,-14.384,7827.047,64.02821,-84.93468,2071.592,18.46591,-22.58065,0.9642172,0.264671
3242677844140124160,GALAXY,,86.78249,86.53004,118.8471,10.59201,-0.4738789,74.31921,8.058222,-0.4089772,187.6475,11.87127,-1.086728,163.4656,13.34542,-0.9813564,1.599144,0.8711314
3242713303390119936,GALAXY,AGN,370.026,402.0185,374.064,15.08777,-2.344122,360.9016,12.28932,-2.055158,1634.89,25.17915,-10.248,2166.352,27.35969,-12.29587,1.036471,1.325075
3347440962677794816,GALAXY,STARBURST,147.1897,130.4521,4630.146,36.21067,-45.60241,1815.981,16.68585,-17.85579,6263.582,40.88177,-90.95879,786.9276,9.005047,-11.69966,2.549666,0.1256354
