specobjid,class,subclass,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
2671852626252949504,GALAXY,BROADLINE,350.2526,362.9247,163.1914,13.18633,-1.025287,90.46081,11.19121,-0.5333475,331.9119,20.33339,-1.637313,374.1367,20.59841,-1.693946,1.804001,1.127217
2733854362374793216,GALAXY,,131.1319,170.8716,79.3125,6.03878,-0.9100356,45.06057,4.529568,-0.4300004,127.7158,6.472085,-1.335089,42.68523,6.261672,-0.4893759,1.760131,0.3342204
2795621353066096640,GALAXY,AGN,390.4131,404.3228,1579.43,18.39284,-15.75312,350.8303,9.231826,-3.45065,1155.597,13.02389,-18.05128,571.5577,9.364457,-8.721477,4.501978,0.4945995
2795775559571892224,GALAXY,BROADLINE,281.5489,347.3243,92.52153,9.530916,-0.7353619,56.26249,8.564216,-0.3443268,134.8918,12.46239,-1.076378,176.9046,12.79747,-1.172246,1.644462,1.311456
2796827797098620928,GALAXY,STARFORMING BROADLINE,105.2424,208.2554,53.59435,8.470871,-0.4037753,209.088,7.97067,-1.17508,890.1371,15.56141,-6.296489,420.8114,13.12358,-3.152215,0.2563244,0.472749
2797922086583035904,GALAXY,STARBURST,167.6109,149.3939,740.4637,10.47734,-8.688993,1440.234,13.42301,-16.44761,5141.542,35.92513,-81.87272,1676.39,12.78123,-26.48023,0.5141274,0.3260482
2797986408013260800,GALAXY,,259.9438,290.9199,59.41792,5.758434,-0.8568314,35.97429,4.830225,-0.4172455,104.926,7.150793,-1.137156,83.23093,7.167124,-0.9589925,1.651677,0.7932346
2836179600281724928,GALAXY,AGN,177.7724,284.3197,2325.545,30.18482,-11.59243,1094.148,18.14066,-4.835007,4913.315,47.48413,-23.17286,3903.085,38.62208,-18.34172,2.125439,0.7943893
2837301102376937472,GALAXY,AGN BROADLINE,146.6255,172.0578,29.51728,3.020396,-0.540925,37.75023,2.674986,-0.4944527,92.01307,3.461486,-1.239097,93.59654,3.700943,-1.424535,0.7819099,1.017209
2837371745999022080,GALAXY,AGN,185.1207,215.9786,162.7762,3.310022,-3.666934,31.01513,2.312289,-0.4009671,161.4671,3.35391,-3.081396,161.9441,3.279806,-2.996704,5.248282,1.002954
2837405555981576192,GALAXY,AGN,212.2415,246.5539,41.79163,2.689645,-0.885602,36.12992,2.287107,-0.400542,149.1658,3.070606,-3.20793,116.943,3.070593,-2.386308,1.156704,0.78398
1007788212065691648,GALAXY,,152.8954,157.0388,44.78548,8.140673,-0.3346202,45.76555,6.178006,-0.1917666,117.2329,8.996938,-0.8615929,152.6894,10.86377,-1.089705,0.9785849,1.302444
1007794534257551360,GALAXY,AGN,283.5469,286.2711,1302.814,14.36515,-13.1351,417.2638,7.758028,-3.828699,1502.731,13.87929,-19.23033,1001.818,10.94353,-12.49448,3.122278,0.6666649
1007796733280806912,GALAXY,BROADLINE,426.1767,471.9939,65.63897,6.985142,-0.8589288,66.6058,7.247087,-0.8158217,155.6277,10.31573,-1.460644,187.5968,10.01271,-1.822476,0.9854842,1.205421
1070871314249574400,GALAXY,STARFORMING,217.1069,291.8108,577.459,18.03613,-2.845791,657.1082,15.63102,-3.000544,2320.722,32.10544,-11.29144,1377.294,25.88848,-5.910668,0.8787884,0.5934765
1071863898556098560,GALAXY,,261.029,251.1562,209.1584,15.20731,-0.8280675,141.8693,12.55515,-0.6546388,357.765,19.9493,-1.367944,214.5067,19.26856,-0.7780496,1.474304,0.5995742
1105760468607199232,GALAXY,AGN BROADLINE,418.9213,409.3321,503.1044,20.20856,-1.934204,322.9061,18.7202,-1.240766,744.0453,29.18538,-2.416456,874.8703,28.7188,-2.866647,1.558051,1.175829
1371479997524502528,GALAXY,BROADLINE,134.4949,127.9018,141.2283,14.17762,-0.5810418,88.41828,10.24325,-0.165285,276.3123,16.65642,-1.132288,321.8531,19.53946,-1.333112,1.597275,1.164816
1489568922213574656,GALAXY,STARFORMING,106.9962,124.6973,139.7457,9.952398,-0.8155479,592.6645,11.91375,-3.422154,2560.302,28.25616,-16.88,1009.93,16.91698,-6.757401,0.2357923,0.3944573
1489621149015894016,GALAXY,STARFORMING,288.8281,334.5878,156.7305,11.53851,-1.104619,369.9953,11.59493,-2.122043,2021.783,26.88918,-11.43191,1403.095,22.87877,-7.855526,0.4236013,0.693989
1490802579142109184,GALAXY,AGN,305.5045,336.7383,518.0255,13.1363,-4.201085,208.1822,9.073393,-1.769326,802.7048,17.9275,-5.640749,1283.605,20.33941,-8.275599,2.488328,1.599099
1490816872793270272,GALAXY,AGN BROADLINE,227.1754,223.8244,420.3771,17.11411,-1.667045,237.7278,12.8496,-1.010947,808.337,24.11364,-3.492817,1892.011,32.17765,-7.400968,1.768313,2.340622
1572891842914052096,GALAXY,STARFORMING,300.0466,264.7069,223.8257,11.32095,-1.573251,726.2488,12.99231,-5.025244,3684.814,34.31897,-25.47852,1663.784,21.72926,-11.2901,0.3081942,0.4515246
1848778826587334656,GALAXY,STARBURST,148.8435,178.0543,2543.769,27.38082,-18.37763,2892.479,28.73326,-20.01925,10535.55,88.01028,-102.6581,3413.544,26.48274,-32.7601,0.8794426,0.3240025
1848782400000124928,GALAXY,BROADLINE,181.391,216.7782,142.616,12.70731,-0.875171,56.17383,9.164036,-0.1311224,240.4028,15.95634,-1.21907,329.9475,18.14823,-1.575071,2.538834,1.372478
1938968204365817856,GALAXY,STARBURST,281.7684,283.1515,331.7876,5.248261,-7.050617,685.0901,6.675408,-13.5261,2903.828,17.24211,-70.10844,1454.479,9.127866,-33.7419,0.4842977,0.5008831
1982799127909525504,GALAXY,STARFORMING,248.1194,273.2191,437.3204,10.20458,-3.801062,1002.564,12.40361,-8.212425,4913.259,37.30189,-35.91073,2648.526,22.06172,-19.27427,0.4362019,0.5390568
2021061876653254656,GALAXY,STARFORMING,296.0577,318.4602,101.1132,7.628997,-1.019999,178.3177,7.461333,-1.47921,750.1812,14.28848,-6.166372,444.3834,11.51196,-3.654466,0.5670398,0.5923681
2024410153431885824,GALAXY,,217.7033,253.1578,58.81107,6.844104,-0.6366806,37.61586,5.708211,-0.373478,105.2566,8.479108,-0.9446297,122.8866,9.242718,-1.06213,1.563465,1.167496
2193289359254382592,GALAXY,STARBURST,80.78009,74.9613,14971.08,110.4852,-141.2536,3191.568,26.70438,-29.72142,10434.5,84.9646,-148.721,575.1768,8.249805,-8.377335,4.690823,0.05512263
2267568242866284544,GALAXY,BROADLINE,164.4893,129.036,176.1196,8.855347,-1.396041,77.32465,7.190367,-0.4845304,198.8465,10.21531,-1.391469,158.6986,9.75288,-1.197731,2.277665,0.7980964
2364476178326120448,GALAXY,BROADLINE,413.1889,452.0257,133.5058,10.86272,-1.149857,60.168,8.801561,-0.3816199,453.1498,14.74677,-3.933216,666.3714,15.75797,-5.536048,2.218885,1.470532
2365524839973808128,GALAXY,STARBURST,157.4717,151.7923,2677.809,23.2894,-30.75834,1503.864,14.46208,-16.74888,5579.736,39.33039,-77.54119,1178.371,11.09556,-16.41953,1.780619,0.2111875
2365529238020319232,GALAXY,AGN,342.1377,224.863,7253.709,55.41426,-28.72252,1060.672,19.8982,-3.684788,4263.61,44.9385,-13.7102,4399.159,41.57203,-13.75307,6.838783,1.031792
2366709842942388224,GALAXY,STARBURST,370.4888,457.4385,211.3408,8.683897,-2.361571,720.7388,10.60166,-7.519741,5146.56,40.60478,-42.1412,2770.666,24.86608,-22.50702,0.293228,0.5383529
2366723311959828480,GALAXY,STARBURST,113.041,111.9354,3972.619,36.45327,-36.40136,1664.396,17.13765,-14.76239,5655.418,42.46071,-76.5549,664.9387,9.324214,-9.042631,2.386824,0.1175755
2366724136593549312,GALAXY,BROADLINE,466.5486,402.4244,394.5013,19.28705,-1.747483,177.2161,17.47705,-0.7751707,455.2635,29.61467,-1.610484,753.4088,30.58986,-2.715173,2.226103,1.654885
2479297075636889600,GALAXY,AGN BROADLINE,495.0989,449.4601,191.7525,10.37218,-1.32482,154.0257,10.76186,-1.023293,361.0269,16.20517,-1.951916,359.933,14.47651,-2.038289,1.244938,0.9969701
2482666532828637184,GALAXY,STARBURST,145.6064,138.6611,745.2076,9.194131,-8.563076,1114.49,10.36582,-12.49261,3924.727,25.94538,-53.96433,1299.615,10.22454,-18.03301,0.6686536,0.3311351
2482676428433287168,GALAXY,STARBURST,153.1195,171.7008,1502.679,15.70651,-12.01974,2032.06,17.43795,-15.46896,7346.167,48.49504,-84.75546,1604.599,12.49809,-18.34886,0.7394858,0.2184266
2517522699622836224,GALAXY,STARBURST,100.9322,91.75223,11018.13,82.47191,-79.29895,4301.879,36.6,-29.21179,15446.75,134.1477,-171.0544,1119.719,13.06319,-13.18651,2.561236,0.07248896
2519789075951544320,GALAXY,STARBURST,110.3767,115.2643,7762.544,40.58192,-111.4551,2775.854,18.3123,-39.68724,9702.91,67.2619,-199.7338,1268.215,8.388079,-24.85748,2.796452,0.1307046
2519825084957353984,GALAXY,STARBURST,103.2418,78.3865,12019.25,71.55727,-48.42841,3700.566,28.84831,-14.5555,10814.36,64.54848,-75.38441,682.8312,9.973587,-5.06922,3.247949,0.06314114
2519876762003859456,GALAXY,STARFORMING,149.7307,182.9586,253.1707,5.473443,-3.685863,143.4013,4.0468,-1.411065,522.7062,6.220604,-8.628872,291.0413,5.166673,-4.53461,1.76547,0.5567971
2519924865637574656,GALAXY,BROADLINE,335.9839,406.4893,43.11588,6.266128,-0.4268242,68.57541,5.681754,-0.5427427,268.8489,8.867924,-2.396136,175.2826,9.099772,-1.453489,0.6287368,0.6519744
2519928164172457984,GALAXY,BROADLINE,205.8252,266.1293,51.7423,4.305623,-0.9409298,21.7062,3.572137,-0.2869166,80.52386,4.843878,-1.215005,105.8059,5.217033,-1.450075,2.383757,1.31397
2520894351979079680,GALAXY,STARFORMING,108.4922,52.77523,82.57363,6.506538,-0.625881,312.4524,6.811764,-1.786827,1652.13,16.5016,-10.86201,579.6799,11.02565,-3.835419,0.2642759,0.3508681
2568210460239226880,GALAXY,,239.7082,221.0138,77.72681,8.394173,-0.6466643,34.5049,6.879855,-0.2207731,90.4764,10.42651,-0.6560348,64.37513,9.991211,-0.3538899,2.252631,0.7115129
2650401704670947328,GALAXY,STARBURST,147.2348,148.4819,1052.956,18.40654,-6.177538,2926.318,31.44029,-15.91162,12125.8,101.6111,-75.78766,4845.217,38.11273,-30.16853,0.3598228,0.3995793
2813697604540459008,GALAXY,BROADLINE,113.8498,115.7382,148.7356,10.36188,-0.689319,120.2066,8.329564,-0.7528126,347.2112,13.1921,-1.988146,232.6358,13.55465,-1.307649,1.237334,0.6700124
2814775950602954752,GALAXY,BROADLINE,379.9073,467.4348,211.3722,12.98621,-1.551559,129.1813,11.38204,-0.991819,421.3839,19.12287,-2.532674,501.8023,19.70577,-2.815447,1.636245,1.190844
2814783372306442240,GALAXY,,255.7914,277.5297,81.09055,9.203988,-0.6839489,50.02194,7.786806,-0.2794722,155.1755,12.12668,-1.133353,161.7245,12.69609,-1.183728,1.6211,1.042204
2816010150828075008,GALAXY,STARBURST,161.991,168.4392,1169.688,11.65772,-19.29196,903.2375,9.272229,-14.44844,3050.78,22.6045,-57.20665,949.1982,8.832312,-18.47833,1.294995,0.3111329
2817155293799016448,GALAXY,AGN BROADLINE,235.4522,250.1621,107.5427,10.82857,-0.6956391,121.8374,9.400957,-0.4556155,542.0471,16.78237,-3.154975,430.3494,16.37707,-2.474625,0.8826737,0.7939337
2908248731222566912,GALAXY,,395.6091,311.1412,59.3093,6.765017,-0.5953902,41.38522,6.641669,-0.3623262,105.1346,9.412311,-0.8886641,106.9596,8.885776,-0.8912497,1.433103,1.017359
2908249006100473856,GALAXY,BROADLINE,187.9816,227.2903,39.23356,4.143049,-0.6853974,22.68861,3.468052,-0.3218186,76.60703,4.828938,-1.158985,81.91714,5.251641,-1.231763,1.729218,1.069316
2808024949141301248,GALAXY,STARFORMING,186.7299,191.1817,1056.125,20.98259,-4.914573,547.9821,14.16848,-2.103667,2757.45,36.38517,-10.89027,1791.251,29.00412,-7.226255,1.927299,0.649604
2811419141200701440,GALAXY,AGN BROADLINE,339.3675,405.0701,147.558,11.40027,-1.116877,104.3558,9.862594,-0.4968684,470.6015,18.81239,-2.826139,747.5219,20.44901,-4.151337,1.413989,1.588439
2811466145322788864,GALAXY,AGN BROADLINE,380.3233,318.3176,161.2522,11.36072,-1.289732,120.6986,11.42362,-0.8584294,234.7891,15.43861,-1.549237,219.9978,13.99378,-1.511649,1.33599,0.9370018
2845279708252235776,GALAXY,BROADLINE,336.8923,370.3564,86.96863,9.107316,-0.5651168,62.0535,7.882567,-0.3601347,372.817,14.32442,-2.51231,406.1706,14.77259,-2.576751,1.40151,1.089463
2845305271897581568,GALAXY,AGN,292.468,351.4769,126.8201,7.616172,-1.237267,114.5313,6.571188,-0.7695989,550.9326,12.15271,-4.72567,670.4665,12.9692,-5.550938,1.107296,1.216966
2847573839532025856,GALAXY,STARFORMING,184.6281,245.8116,80.1971,7.51315,-0.774098,122.0768,6.262836,-0.7812973,531.1644,11.47484,-4.739226,375.2393,11.27542,-3.400403,0.6569399,0.7064466
2928594919838738432,GALAXY,BROADLINE,64.50679,179.4635,89.25125,7.093899,-1.051329,22.78214,3.475621,-0.3068813,47.67188,4.332805,-0.6289724,42.46384,5.756762,-0.5431895,3.917597,0.8907523
2984863807869839360,GALAXY,AGN BROADLINE,158.4871,188.2873,114.1799,9.007278,-0.7946064,90.62287,7.386853,-0.5643795,398.4968,15.18313,-2.3001,454.8624,16.86517,-2.66811,1.259946,1.141446
3128947660417951744,GALAXY,STARBURST,190.4254,173.5656,13156.49,97.18898,-78.47571,4300.242,39.55522,-25.10775,16343.5,113.2359,-135.3394,2859.94,26.10088,-23.35476,3.059476,0.1749894
3296707847290644480,GALAXY,STARFORMING,114.3159,77.51328,18.52558,1.419206,-0.7062161,130.786,1.947511,-6.355576,500.5771,3.688353,-26.33095,181.6212,1.898555,-9.530355,0.1416481,0.3628237
3302377479049603072,GALAXY,STARFORMING,221.9144,202.0665,315.4085,3.867943,-7.064899,275.602,3.469133,-6.335167,988.5997,6.842461,-24.84501,328.0672,3.583527,-8.394941,1.144435,0.3318504
2837419024999016448,GALAXY,AGN,244.1424,269.5377,43.00637,2.930435,-0.6551317,49.00265,2.728436,-0.4444704,268.0405,4.32071,-4.239004,288.0701,4.455398,-4.341706,0.8776336,1.074726
2837438816208316416,GALAXY,STARFORMING,227.433,266.8922,84.86417,3.283915,-1.497532,528.2588,4.707238,-7.958215,2329.997,11.10184,-41.66338,1132.783,6.280765,-20.00992,0.1606489,0.4861735
2837441290109478912,GALAXY,BROADLINE,348.1362,353.3892,78.40385,3.9727,-1.141854,34.39631,3.565499,-0.4738755,117.0103,4.839863,-1.622585,206.4456,5.043667,-2.610889,2.279426,1.764337
2838536952674805760,GALAXY,BROADLINE,333.9661,412.139,189.8469,13.9199,-1.072801,92.60195,11.46894,-0.4172841,302.042,20.42016,-1.281466,342.1635,21.16764,-1.277787,2.05014,1.132834
2838562516320151552,GALAXY,STARFORMING,190.5775,213.2233,76.10181,5.216995,-1.021054,383.0296,6.597858,-4.661819,1722.139,15.09132,-23.25926,729.2296,9.175017,-10.03203,0.1986839,0.423444
2897033437170919424,GALAXY,,361.1975,420.8328,80.13409,8.993731,-0.8202987,43.30599,8.149185,-0.3175789,110.6197,12.95962,-0.8534015,155.461,13.0204,-1.061379,1.850416,1.405364
2936465504484747264,GALAXY,AGN,381.1425,376.4219,4479.838,25.3591,-61.76936,390.6733,6.88912,-5.113098,1518.775,13.23183,-19.56592,2631.448,16.00771,-31.70661,11.46697,1.732612
2936489968618465280,GALAXY,BROADLINE,233.8841,350.1087,73.50528,5.382799,-1.193585,32.34181,4.172237,-0.4966857,73.85476,5.470798,-0.9765091,82.20657,5.968642,-0.9622116,2.272763,1.113084
2936494641542883328,GALAXY,AGN BROADLINE,332.9896,317.4287,71.02692,5.536121,-0.9243416,72.81252,5.445115,-1.002021,188.7143,7.964718,-1.894605,188.4868,7.868378,-1.971192,0.9754767,0.9987941
2936499589345208320,QSO,AGN,437.0468,380.4774,10052.32,50.72537,-96.94025,1014.214,11.53345,-9.362485,4444.403,29.36961,-32.94265,5008.233,27.96775,-35.46287,9.911439,1.126863
2936510859339393024,GALAXY,BROADLINE,418.1325,439.3027,126.5477,7.960606,-1.303273,62.01491,6.976628,-0.5506912,169.6946,10.7652,-1.447489,178.4844,10.4287,-1.391414,2.040601,1.051797
2937578485163517952,GALAXY,AGN BROADLINE,287.1202,285.1338,264.012,10.09467,-1.708807,112.2537,8.611627,-0.5943118,325.2346,13.8648,-1.783314,467.2952,14.1643,-2.448955,2.351922,1.436794
2937581233942587392,GALAXY,BROADLINE,340.7701,416.7365,80.82633,5.683473,-1.083087,54.47095,5.110553,-0.6778399,255.1709,7.988343,-2.993341,282.4006,8.528765,-3.14276,1.483843,1.106712
2937582608332122112,GALAXY,BROADLINE,334.8227,348.4224,116.8972,5.067399,-1.772914,58.54771,4.305954,-0.8141142,220.3344,7.2946,-2.708495,305.0063,7.624836,-3.545173,1.996615,1.384289
2937586456622819328,GALAXY,STARFORMING,264.1428,284.4059,103.0234,4.721145,-1.607374,255.9494,5.159211,-3.794301,1351.254,13.12348,-17.91276,806.5703,9.357016,-10.77019,0.4025146,0.5969052
2937592229058865152,GALAXY,STARFORMING BROADLINE,212.3081,253.901,41.76096,4.174642,-0.6614963,77.88712,3.884274,-0.984925,312.2826,7.413342,-3.767783,195.756,6.61952,-2.38326,0.5361729,0.6268553
2937625489285605376,GALAXY,AGN BROADLINE,139.9855,155.2484,101.2242,5.168997,-0.9526536,64.67158,4.012856,-0.5894871,198.5811,7.109439,-1.774822,200.3587,7.43365,-1.776818,1.565205,1.008951
2937636209523976192,GALAXY,STARFORMING,107.3244,98.55221,226.744,4.260685,-4.495871,164.6069,4.607106,-3.359828,546.0482,6.647951,-14.41286,110.3457,2.820935,-2.851621,1.377488,0.2020805
2995015323800856576,GALAXY,STARFORMING,134.4189,123.8541,61.82277,3.742837,-1.124267,372.3912,5.611907,-6.038778,1385.206,12.57217,-25.52163,579.8856,6.865386,-10.60712,0.1660157,0.4186277
2995016423312484352,GALAXY,STARFORMING,292.294,280.3426,599.7603,11.40984,-4.601692,530.2423,10.16457,-3.761828,2006.124,22.44577,-12.46935,1419.034,18.44194,-8.479029,1.131106,0.7073509
2995021096236902400,GALAXY,,142.0416,202.4585,54.69788,4.31772,-1.09595,16.87301,2.872849,-0.2214583,48.38818,4.218161,-0.7265115,39.3265,4.644541,-0.6757734,3.241738,0.8127296
3087346808196720640,GALAXY,BROADLINE,458.3931,483.1617,86.70879,7.558463,-0.9612759,52.2738,6.995248,-0.5323502,170.908,11.26226,-1.737294,269.4178,11.18104,-2.399379,1.658743,1.576391
3087382267446716416,GALAXY,,343.8737,391.0762,63.36956,7.235195,-0.7444914,39.62777,5.998344,-0.456916,81.65417,8.147587,-0.8157397,78.99485,8.698913,-0.8192493,1.59912,0.967432
3088402889551407104,GALAXY,STARBURST,226.121,285.7339,2322.263,32.86066,-9.166885,2452.829,29.62302,-8.87216,11302.42,91.37082,-42.90516,6562.333,54.51602,-24.87799,0.9467694,0.5806131
3089470240682174464,GALAXY,STARBURST,272.9495,275.7731,697.5121,12.93939,-5.107692,1368.104,14.90736,-9.711856,7515.619,49.80277,-56.88865,4053.742,27.32468,-30.54788,0.5098385,0.5393757
3132375113912051712,GALAXY,AGN BROADLINE,230.8041,250.2912,200.5896,16.12222,-0.8318738,217.6756,13.44194,-0.734223,946.1257,26.08099,-3.597496,667.1895,25.87749,-2.530962,0.9215069,0.7051805
3133522728032692224,GALAXY,STARFORMING,183.7536,326.5341,263.3925,7.327333,-3.098794,361.6868,6.56639,-3.639237,1702.467,16.20428,-19.22285,1078.086,11.84805,-11.99827,0.7282339,0.6332493
3185235510327011328,GALAXY,STARFORMING,194.3035,244.8785,50.42423,2.584325,-1.202759,112.6786,2.587683,-2.368315,473.5976,4.790067,-10.05364,221.2122,3.649279,-4.630675,0.4475047,0.4670889
3185236334960732160,GALAXY,STARFORMING,194.5388,147.4374,36.31393,2.603936,-0.7033541,185.3663,3.078673,-3.886157,926.6036,7.353087,-18.40613,321.5735,4.389384,-6.360252,0.1959036,0.3470455
3185256675925846016,GALAXY,,191.0861,179.8295,32.11982,2.535954,-0.7507563,21.6263,2.210872,-0.3789242,64.67981,3.005635,-1.450348,63.31187,3.057636,-1.458287,1.48522,0.9788507
2651652124152195072,GALAXY,STARBURST,182.7067,176.7195,12757.19,80.28014,-108.3758,4823.73,36.66715,-39.58266,20424.81,121.231,-227.0947,3189.435,21.5515,-35.58746,2.644674,0.156155
2654936365468248064,GALAXY,STARBURST,294.7956,349.8394,506.8737,13.68049,-4.120244,1787.554,19.34967,-13.28666,7713.12,59.63843,-73.63652,4048.196,29.32465,-37.97657,0.2835571,0.5248454
2654998487875217408,GALAXY,AGN,132.3218,155.7925,1585.921,21.61908,-10.01341,293.4624,9.339648,-1.399386,1090.344,17.75552,-7.271321,716.5037,14.99033,-4.765571,5.404172,0.6571358
2823862859367213056,GALAXY,BROADLINE,244.6275,343.0835,175.1025,13.25035,-1.086943,61.13279,9.150318,-0.1333675,238.3244,16.54949,-1.284899,237.5007,18.85275,-1.191157,2.864297,0.9965434
2917303759988090880,GALAXY,STARBURST,127.1566,128.883,584.3412,9.849647,-6.341245,963.6081,11.83093,-10.04038,3773.98,34.54334,-44.45246,1152.682,12.63496,-13.50905,0.6064097,0.3054287
2920700976660768768,GALAXY,BROADLINE,360.3328,363.1107,117.381,7.039692,-1.158782,64.63816,6.556081,-0.470382,265.0763,9.724562,-2.589316,399.5326,10.1543,-3.614914,1.815971,1.507236
2921747987111634944,GALAXY,STARFORMING,121.7846,126.083,188.0637,12.04688,-1.076275,883.1303,15.75114,-4.16375,3514.546,36.42399,-18.51903,1512.794,22.4091,-8.19432,0.2129512,0.430438
2921831824873252864,GALAXY,STARBURST,114.4273,134.1889,108.6237,6.217086,-0.9501846,933.6631,12.1405,-9.490744,4170.417,35.0711,-48.9874,1305.83,14.30413,-15.48745,0.1163414,0.3131173
2976939072829810688,GALAXY,,361.3786,262.5654,49.02039,6.444554,-0.5874292,30.35538,5.847781,-0.3359489,85.30647,8.812544,-0.9422391,88.33646,8.613807,-0.960218,1.614883,1.035519
2979281311987951616,GALAXY,BROADLINE,169.8539,178.5618,75.49704,6.408216,-0.8071957,44.34372,5.462719,-0.1580001,137.1607,9.063805,-1.121935,192.9624,9.826832,-1.674867,1.702542,1.406834
3117763977677924352,GALAXY,BROADLINE,294.4355,343.4069,110.6279,8.980727,-1.006208,53.06117,7.877617,-0.3891791,148.1966,12.38706,-1.217394,253.2597,13.33197,-1.882107,2.084912,1.708945
3118861564875139072,GALAXY,STARBURST,160.1048,193.217,240.6829,4.908908,-4.996879,794.4638,8.012039,-14.45017,2901.117,20.71178,-60.67975,1352.651,10.121,-28.00356,0.3029501,0.4662518
3118903071439087616,GALAXY,STARBURST,134.1854,123.7346,10957.91,64.68716,-204.4852,2728.549,19.74413,-49.54578,8754.15,54.92374,-262.0683,574.0336,5.417384,-17.64258,4.016023,0.06557274
3119982517264869376,GALAXY,STARBURST,165.9477,170.9887,348.8607,6.983138,-4.306621,1051.751,10.33447,-12.40499,4677.088,32.00774,-56.31796,1923.482,15.28122,-23.40118,0.3316952,0.4112564
3243737773231859712,GALAXY,,200.3093,261.1439,81.87686,10.11735,-0.4921117,50.96485,8.168945,-0.2095328,146.8615,12.85174,-0.836877,177.0596,14.45893,-0.9877075,1.606536,1.205623
3243838103667894272,GALAXY,AGN BROADLINE,317.245,284.2813,156.8089,11.43506,-0.8051965,226.3329,10.61511,-1.133745,744.3316,18.6194,-3.64557,696.9832,18.99259,-3.386395,0.6928242,0.936388
3243869989505099776,GALAXY,,339.1984,260.174,536.6819,12.36284,-3.572552,141.8775,8.947906,-0.8847235,448.3108,13.88313,-3.018301,586.8164,13.80484,-3.997154,3.782712,1.30895
3246144879448844288,GALAXY,BROADLINE,440.0925,347.6315,115.3325,12.20494,-0.7433769,103.4394,12.05321,-0.6318949,316.2162,21.42752,-1.474012,320.0678,20.57097,-1.547503,1.114977,1.01218
3247252637430605824,GALAXY,AGN,361.1296,379.0,566.772,9.610229,-6.268698,131.8963,6.409513,-1.464583,465.7422,11.17637,-4.498071,712.1586,11.8258,-6.450456,4.297103,1.529083
3249415926088493056,GALAXY,AGN BROADLINE,353.5511,463.4662,215.5769,12.45403,-1.640111,152.9578,10.84932,-0.99929,621.7458,20.14405,-3.569178,685.4636,20.04048,-3.718286,1.409388,1.102482
2908302882170234880,GALAXY,AGN,310.4101,361.8557,98.02604,5.100046,-1.442697,91.74318,4.243348,-1.140419,436.732,7.646266,-5.849455,474.3304,7.849361,-5.915199,1.068483,1.08609
2908305081193490432,GALAXY,STARBURST,144.94,130.2919,6372.962,38.29589,-129.924,2008.347,13.51029,-39.81391,6812.091,41.0007,-203.5891,741.5893,5.987211,-22.43033,3.173238,0.1088637
2908334768007440384,GALAXY,AGN BROADLINE,56.60659,89.191,18.49281,3.120105,-0.2226584,32.07315,2.467171,-0.2668164,143.5693,4.026599,-2.203618,77.86396,4.319983,-1.334999,0.5765823,0.542344
2908350436048136192,GALAXY,STARFORMING,329.6552,304.2816,166.2012,7.642272,-1.278651,382.002,8.148709,-2.695137,1766.44,18.83495,-11.18769,1075.476,15.24963,-6.741537,0.4350794,0.6088384
2909466166445500416,GALAXY,BROADLINE,319.0538,314.7751,158.3275,10.1631,-1.282314,60.84628,8.675361,-0.4325036,236.7975,14.74898,-1.654079,395.7206,15.3946,-2.661578,2.60209,1.671134
2946621418982369280,GALAXY,STARFORMING,119.7445,115.0294,4497.978,31.80867,-49.54551,830.3254,10.15631,-8.994908,2613.398,21.6901,-30.03415,594.0681,8.519777,-6.929161,5.417126,0.2273163
3100830669161392128,GALAXY,STARBURST,232.7881,288.9185,149.2708,5.793809,-2.05859,832.6299,8.7063,-11.64092,7764.896,48.01043,-67.4821,4741.003,26.40671,-39.89053,0.1792763,0.6105688
3100880147184642048,GALAXY,AGN,62.0726,117.2395,277.4959,6.840522,-2.839904,90.22186,4.395533,-0.5754033,351.6455,7.146495,-3.333515,326.3254,7.374888,-3.200912,3.075706,0.9279952
3105268577716955136,GALAXY,BROADLINE,200.7312,307.8409,126.7982,5.985287,-1.477167,29.01049,3.939756,-0.3593718,68.31363,5.276338,-0.7382083,90.12407,6.104788,-0.964826,4.370771,1.319269
3105276824054163456,GALAXY,AGN BROADLINE,218.4286,245.7658,88.57294,5.891912,-0.8679121,78.22061,4.677807,-0.5496986,287.6976,7.901863,-2.588291,361.4651,8.68321,-3.00613,1.132348,1.256407
3105295790629742592,GALAXY,BROADLINE,214.5571,318.0559,86.02824,7.101796,-0.8291492,40.26621,5.161083,-0.2975846,80.17516,6.942142,-0.817794,89.62,8.270837,-0.7574583,2.136487,1.117803
3105367533763454976,GALAXY,BROADLINE,171.7157,172.0953,98.09519,4.141338,-1.42874,32.13317,3.164891,-0.5006952,88.84267,4.425457,-1.246495,111.2692,4.641528,-1.603221,3.05277,1.25243
3277589264514181120,GALAXY,STARBURST,200.166,183.0962,1735.613,8.484062,-61.95436,1122.651,5.741568,-39.21643,4133.963,16.99168,-188.03,990.6851,4.332562,-44.02814,1.545995,0.2396454
